Compound_code	Metabolite_name	Importance_score	p_value
C00504	Folate	0.0	n.s.
C00263	L-Homoserine	-3.056	n.s.
C00262	Hypoxanthine	-4.716	n.s.
C16217	3-Hydroxyoctadecanoyl-CoA	-7.14	n.s.
C16216	3-Oxostearoyl-CoA	7.14	n.s.
C00267	alpha-D-Glucose	5.755	n.s.
C00266	Glycolaldehyde	0.0	n.s.
C00469	Ethanol	8.907	<0.05
C01157	Hydroxyproline	0.0	n.s.
C00464	Mannan	-8.214	<0.05
C00460	dUTP	6.259	n.s.
C03319	dTDP-6-deoxy-L-mannose	0.0	n.s.
C00286	dGTP	-9.187	<0.05
C00283	Hydrogen_sulfide	8.219	<0.05
C01152	N(pi)-Methyl-L-histidine	0.0	n.s.
C01962	Thiocysteine	-5.492	n.s.
C05427	Phytyl_diphosphate	5.358	n.s.
C04691	2-Dehydro-3-deoxy-D-arabino-heptonate_7-phosphate	0.0	n.s.
C01563	Carbamate	-2.585	n.s.
C02218	Dehydroalanine	-6.044	n.s.
C05947	L-erythro-4-Hydroxyglutamate	0.0	n.s.
C05946	D-4-Hydroxy-2-oxoglutarate	0.0	n.s.
C01921	Glycocholate	4.907	n.s.
C01209	Malonyl-[acyl-carrier_protein]	2.97	n.s.
C02492	1,4-beta-D-Mannan	-8.214	<0.05
C00217	D-Glutamate	1.503	n.s.
C00214	Thymidine	-6.033	n.s.
C00212	Adenosine	4.895	n.s.
C16688	Sucrose_6-phosphate	-5.7	n.s.
C00606	3-Sulfino-L-alanine	0.0	n.s.
C00036	Oxaloacetate	-3.291	n.s.
C05841	Nicotinate_D-ribonucleoside	5.304	n.s.
C00035	GDP	-6.771	n.s.
C00032	Heme	-5.129	n.s.
C00033	Acetate	6.549	n.s.
C00031	D-Glucose	-8.228	<0.05
C00137	myo-Inositol	-7.333	n.s.
C00136	Butanoyl-CoA	-8.989	<0.05
C00135	L-Histidine	3.585	n.s.
C00134	Putrescine	-5.209	n.s.
C00133	D-Alanine	9.565	<0.05
C00131	dATP	6.991	<0.05
C00130	IMP	-5.562	n.s.
C05635	5-Hydroxyindoleacetate	0.0	n.s.
C05634	5-Hydroxyindoleacetaldehyde	0.0	n.s.
C00313	Oxalyl-CoA	0.0	n.s.
C00043	UDP-N-acetyl-alpha-D-glucosamine	-0.807	n.s.
C00042	Succinate	4.248	n.s.
C00041	L-Alanine	-1.874	n.s.
C00040	Acyl-CoA	5.445	n.s.
C00047	L-Lysine	4.392	n.s.
C00046	RNA	-6.767	n.s.
C00044	GTP	-6.974	n.s.
C13309	2-Phytyl-1,4-naphthoquinone	0.0	n.s.
C00049	L-Aspartate	-2.521	n.s.
C00048	Glyoxylate	0.0	n.s.
C02642	3-Ureidopropionate	0.0	n.s.
C06481	L-Seryl-tRNA(Sec)	-6.728	n.s.
C14899	3-Dehydro-L-gulonate_6-phosphate	-3.907	n.s.
C01101	L-Ribulose_5-phosphate	3.259	n.s.
C01100	L-Histidinol_phosphate	0.0	n.s.
C01103	Orotidine_5'-phosphate	2.115	n.s.
C01102	O-Phospho-L-homoserine	-2.459	n.s.
C01107	(R)-5-Phosphomevalonate	1.415	n.s.
C02888	Sorbose_1-phosphate	-6.375	n.s.
C05125	2-(alpha-Hydroxyethyl)thiamine_diphosphate	5.155	n.s.
C05122	Taurocholate	4.907	n.s.
C03684	6-Pyruvoyltetrahydropterin	0.0	n.s.
C06001	(S)-3-Hydroxyisobutyrate	0.0	n.s.
C06002	(S)-Methylmalonate_semialdehyde	0.0	n.s.
C06007	(R)-2,3-Dihydroxy-3-methylpentanoate	0.0	n.s.
C06006	(S)-2-Aceto-2-hydroxybutanoate	-4.883	n.s.
C01233	sn-Glycero-3-phosphoethanolamine	5.755	n.s.
C16255	[Dihydrolipoyllysine-residue_acetyltransferase]_S-acetyldihydrolipoyllysine	-7.518	n.s.
C00954	Indole-3-acetate	-3.7	<0.05
C00957	Mercaptopyruvate	10.441	<0.05
C03546	myo-Inositol_4-phosphate	6.714	n.s.
C04302	N-(5-Phospho-D-ribosyl)anthranilate	5.459	n.s.
C05345	beta-D-Fructose_6-phosphate	7.462	<0.05
C00222	3-Oxopropanoate	0.0	n.s.
C00818	D-Glucarate	0.0	n.s.
C00819	D-Glutamine	0.0	n.s.
C00424	(S)-Lactaldehyde	0.0	n.s.
C00810	(R)-Acetoin	6.629	n.s.
C00817	D-Altronate	0.0	n.s.
C05840	Iminoaspartate	0.0	n.s.
C05223	Dodecanoyl-[acyl-carrier_protein]	1.0	n.s.
C05466	Glycochenodeoxycholate	4.907	n.s.
C00037	Glycine	5.571	n.s.
C16698	N-Acetylmuramic_acid_6-phosphate	0.0	n.s.
C01659	Acrylamide	0.0	n.s.
C03912	(S)-1-Pyrroline-5-carboxylate	0.0	n.s.
C11907	4,6-Dideoxy-4-oxo-dTDP-D-glucose	0.0	n.s.
C02693	(Indol-3-yl)acetamide	5.209	n.s.
C00253	Nicotinate	-5.401	n.s.
C00250	Pyridoxal	8.447	<0.05
C00251	Chorismate	0.0	n.s.
C00256	(R)-Lactate	6.57	n.s.
C05338	4-Hydroxyphenylacetyl-CoA	4.087	n.s.
C00255	Riboflavin	4.459	n.s.
C05336	Selenomethionyl-tRNA(Met)	-5.781	n.s.
C00392	Mannitol	5.285	n.s.
C00258	D-Glycerate	4.392	n.s.
C05335	L-Selenomethionine	5.781	n.s.
C16596	5-Phenyl-1,3-oxazinane-2,4-dione	-8.864	<0.05
C04390	N6-Acetyl-LL-2,6-diaminoheptanedioate	-4.605	n.s.
C01083	alpha,alpha-Trehalose	7.098	n.s.
C00559	Deoxyadenosine	-3.209	n.s.
C00491	L-Cystine	5.492	n.s.
C00492	Raffinose	-8.331	<0.05
C00493	Shikimate	0.0	n.s.
C00555	4-Aminobutyraldehyde	0.0	n.s.
C00886	L-Alanyl-tRNA	-5.248	n.s.
C00498	ADP-glucose	-6.553	<0.05
C00882	Dephospho-CoA	-6.229	n.s.
C00880	D-Galactonate	0.0	n.s.
C00078	L-Tryptophan	4.755	n.s.
C00079	L-Phenylalanine	3.358	n.s.
C00072	Ascorbate	5.746	n.s.
C00073	L-Methionine	-2.977	n.s.
C00071	Aldehyde	-8.172	n.s.
C00077	L-Ornithine	1.807	n.s.
C00074	Phosphoenolpyruvate	-9.688	<0.05
C00075	UTP	6.114	n.s.
C03078	4-Guanidinobutanamide	5.209	n.s.
C16186	L-Ascorbate_6-phosphate	3.503	n.s.
C06032	D-erythro-3-Methylmalate	0.0	n.s.
C00086	Urea	4.346	n.s.
C00085	D-Fructose_6-phosphate	5.712	n.s.
C00084	Acetaldehyde	-7.669	<0.05
C00083	Malonyl-CoA	-4.178	n.s.
C00082	L-Tyrosine	2.159	n.s.
C00081	ITP	4.17	n.s.
C16630	5,6-Dihydro-5-fluorouracil	0.0	n.s.
C04640	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine	-4.17	n.s.
C03175	Shikimate_3-phosphate	0.0	n.s.
C00089	Sucrose	-9.333	<0.05
C04646	6-Thioinosine-5'-monophosphate	-1.0	n.s.
C00670	sn-Glycero-3-phosphocholine	5.755	n.s.
C00671	(S)-3-Methyl-2-oxopentanoic_acid	5.17	n.s.
C02191	Protoporphyrin	5.129	n.s.
C00673	2-Deoxy-D-ribose_5-phosphate	-6.238	n.s.
C02226	2-Methylmaleate	0.0	n.s.
C01929	L-Histidinal	0.0	n.s.
C05936	N4-Acetylaminobutanal	0.0	n.s.
C00106	Uracil	4.379	n.s.
C00104	IDP	7.451	n.s.
C00105	UMP	2.217	n.s.
C00103	D-Glucose_1-phosphate	-6.768	n.s.
C00100	Propanoyl-CoA	-12.326	<0.05
C00101	Tetrahydrofolate	3.67	n.s.
C13638	1-(4'-Hydroxyphenyl)ethanol	6.375	n.s.
C00109	2-Oxobutanoate	9.981	<0.05
C04702	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)	-1.0	n.s.
C05764	Hexadecanoyl-[acp]	1.0	n.s.
C06899	Chloral_hydrate	8.864	<0.05
C05761	Tetradecanoyl-[acp]	1.0	n.s.
C05760	trans-Tetradec-2-enoyl-[acp]	-4.755	n.s.
C05763	trans-Hexadec-2-enoyl-[acp]	-4.755	n.s.
C05762	3-Oxohexadecanoyl-[acp]	6.276	n.s.
C00361	dGDP	8.966	<0.05
C05807	2-Polyprenylphenol	5.858	n.s.
C02670	D-Glucuronolactone	0.0	n.s.
C05830	8-Methoxykynurenate	0.0	n.s.
C02992	L-Threonyl-tRNA(Thr)	-5.7	n.s.
C00179	Agmatine	0.0	n.s.
C00178	Thymine	5.392	n.s.
C02995	Maltose_6'-phosphate	6.409	n.s.
C00447	Sedoheptulose_1,7-bisphosphate	0.0	n.s.
C03090	5-Phosphoribosylamine	3.945	n.s.
C04260	O-D-Alanyl-poly(ribitol_phosphate)	-6.794	n.s.
C01035	4-Guanidinobutanoate	-5.209	n.s.
C07086	Phenylacetic_acid	-5.209	n.s.
C01077	O-Acetyl-L-homoserine	1.0	n.s.
C02972	Dihydrolipoylprotein	7.755	n.s.
C11434	2-C-Methyl-D-erythritol_4-phosphate	0.0	n.s.
C11435	4-(Cytidine_5'-diphospho)-2-C-methyl-D-erythritol	3.807	n.s.
C11436	2-Phospho-4-(cytidine_5'-diphospho)-2-C-methyl-D-erythritol	-3.807	n.s.
C00857	Deamino-NAD+	-3.7	n.s.
C02412	Glycyl-tRNA(Gly)	-4.807	n.s.
C11432	1-Phenanthrol	0.0	n.s.
C11433	1-Methoxyphenanthrene	0.0	n.s.
C01179	3-(4-Hydroxyphenyl)pyruvate	0.0	n.s.
C04823	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole	4.524	n.s.
C04432	tRNA_containing_6-isopentenyladenosine	-5.129	n.s.
C01170	UDP-N-acetyl-D-mannosamine	0.0	n.s.
C04411	(2R,3S)-3-Isopropylmalate	0.0	n.s.
C01172	beta-D-Glucose_6-phosphate	-5.899	n.s.
C12214	Aminofructose_6-phosphate	1.0	n.s.
C03892	Phosphatidylglycerophosphate	-5.0	n.s.
C00681	1-Acyl-sn-glycerol_3-phosphate	-3.793	n.s.
C00680	meso-2,6-Diaminoheptanedioate	4.472	n.s.
C02839	L-Tyrosyl-tRNA(Tyr)	-5.728	n.s.
C04257	N-Acetyl-D-mannosamine_6-phosphate	7.19	n.s.
C02553	L-Seryl-tRNA(Ser)	-6.728	n.s.
C00688	dTDP-4-dehydro-6-deoxy-beta-L-mannose	3.059	n.s.
C05378	beta-D-Fructose_1,6-bisphosphate	11.998	<0.05
C00831	Pantetheine	5.109	n.s.
C20239	6-Carboxy-5,6,7,8-tetrahydropterin	0.0	n.s.
C00511	Acrylic_acid	0.0	n.s.
C00512	S-Benzoate_coenzyme_A	-4.087	n.s.
C16220	3-Hydroxyoctadecanoyl-[acp]	-6.285	n.s.
C00921	Dihydropteroate	5.129	n.s.
C00458	dCTP	-8.477	<0.05
C04895	7,8-Dihydroneopterin_3'-triphosphate	3.7	n.s.
C04896	5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide	0.0	n.s.
C04349	(4S)-4,6-Dihydroxy-2,5-dioxohexanoate	-1.0	n.s.
C00356	(S)-3-Hydroxy-3-methylglutaryl-CoA	-1.047	n.s.
C00672	2-Deoxy-D-ribose_1-phosphate	-5.555	n.s.
C00455	Nicotinamide_D-ribonucleotide	5.322	n.s.
C01697	Galactitol	0.0	<0.05
C15972	Enzyme_N6-(lipoyl)lysine	-5.615	n.s.
C00330	Deoxyguanosine	5.304	n.s.
C00332	Acetoacetyl-CoA	3.188	n.s.
C00334	4-Aminobutanoate	4.807	n.s.
C00337	(S)-Dihydroorotate	-1.874	n.s.
C05699	L-Selenocystathionine	5.492	n.s.
C04688	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier_protein]	-6.285	n.s.
C00637	Indole-3-acetaldehyde	0.0	n.s.
C00631	2-Phospho-D-glycerate	-6.698	<0.05
C02528	Chenodeoxycholate	-4.907	n.s.
C04046	3-D-Glucosyl-1,2-diacylglycerol	7.193	<0.05
C00208	Maltose	8.322	<0.05
C05985	2-Propynal	0.0	n.s.
C00204	2-Dehydro-3-deoxy-D-gluconate	-0.478	n.s.
C00206	dADP	-7.382	<0.05
C07490	Trichloroethanol	-8.864	<0.05
C01216	2-Dehydro-3-deoxy-D-galactonate	0.0	n.s.
C00025	L-Glutamate	5.296	n.s.
C00024	Acetyl-CoA	-9.954	<0.05
C00148	L-Proline	4.392	n.s.
C00026	2-Oxoglutarate	4.063	n.s.
C00021	S-Adenosyl-L-homocysteine	6.262	n.s.
C00020	AMP	5.038	<0.05
C00022	Pyruvate	-6.968	n.s.
C00143	5,10-Methylenetetrahydrofolate	-3.111	n.s.
C00141	3-Methyl-2-oxobutanoic_acid	3.048	n.s.
C00029	UDP-glucose	-8.169	<0.05
C00147	Adenine	5.131	n.s.
C00144	GMP	3.868	n.s.
C01079	Protoporphyrinogen_IX	0.0	n.s.
C05729	R-S-Cysteinylglycine	4.392	n.s.
C00448	trans,trans-Farnesyl_diphosphate	3.544	n.s.
C02730	2-Succinylbenzoate	5.555	n.s.
C00099	beta-Alanine	4.248	n.s.
C02739	1-(5-Phospho-D-ribosyl)-ATP	0.0	n.s.
C00647	Pyridoxamine_phosphate	0.0	n.s.
C05726	S-Substituted_L-cysteine	-4.392	n.s.
C00700	XTP	7.585	n.s.
C00705	dCDP	3.737	n.s.
C06250	Holo-[carboxylase]	-5.406	n.s.
C02631	2-Isopropylmaleate	0.0	n.s.
C02637	3-Dehydroshikimate	0.0	n.s.
C04419	Carboxybiotin-carboxyl-carrier_protein	5.719	n.s.
C01528	Hydrogen_selenide	-7.369	n.s.
C04751	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate	-4.248	n.s.
C00091	Succinyl-CoA	-7.755	n.s.
C01134	Pantetheine_4'-phosphate	6.504	n.s.
C06037	Digalactosyl-diacylglycerol	9.5	<0.05
C03511	L-Phenylalanyl-tRNA(Phe)	-5.248	n.s.
C03512	L-Tryptophanyl-tRNA(Trp)	-4.755	n.s.
C02170	Methylmalonate	0.0	n.s.
C05659	5-Methoxytryptamine	0.0	n.s.
C03287	L-Glutamyl_5-phosphate	4.459	n.s.
C02741	Phosphoribosyl-AMP	0.0	n.s.
C03125	L-Cysteinyl-tRNA(Cys)	-5.285	n.s.
C03127	L-Isoleucyl-tRNA(Ile)	-5.248	n.s.
C03692	1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol	-9.5	<0.05
C20373	3-Hydroxyglutaryl-[acp]_methyl_ester	-6.285	n.s.
C20372	3-Ketoglutaryl-[acp]_methyl_ester	6.687	n.s.
C20377	3-Hydroxypimeloyl-[acp]_methyl_ester	-6.285	n.s.
C20376	3-Ketopimeloyl-[acp]_methyl_ester	6.687	n.s.
C20375	Glutaryl-[acp]_methyl_ester	1.0	n.s.
C20374	Enoylglutaryl-[acp]_methyl_ester	-4.755	n.s.
C05897	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	2.807	n.s.
C20378	Enoylpimeloyl-[acp]_methyl_ester	-4.755	n.s.
C01235	alpha-D-Galactosyl-(1->3)-1D-myo-inositol	9.5	<0.05
C05980	Cardiolipin	-4.954	n.s.
C05400	Epimelibiose	9.5	<0.05
C00804	Propynoate	0.0	n.s.
C05399	Melibiitol	9.5	<0.05
C05401	3-beta-D-Galactosyl-sn-glycerol	9.5	<0.05
C00965	1,3-beta-D-Glucan	0.0	n.s.
C01177	Inositol_1-phosphate	6.714	n.s.
C00418	(R)-Mevalonate	-0.222	n.s.
C04916	N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide	0.0	n.s.
C00415	Dihydrofolate	-1.737	n.s.
C00416	Phosphatidate	-5.602	n.s.
C00417	cis-Aconitate	0.0	n.s.
C01005	O-Phospho-L-serine	0.0	n.s.
C17949	N-Acetyldemethylphosphinothricin	-5.087	n.s.
C04851	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol	2.807	n.s.
C10700	4'-Hydroxyacetophenone	-6.375	n.s.
C00620	alpha-D-Ribose_1-phosphate	8.039	n.s.
C04006	1D-myo-Inositol_3-phosphate	6.714	n.s.
C02686	Galactosylceramide	-8.628	<0.05
C05576	3,4-Dihydroxyphenylethyleneglycol	0.0	n.s.
C05577	3,4-Dihydroxymandelaldehyde	0.0	n.s.
C03263	Coproporphyrinogen_III	0.0	n.s.
C00243	Lactose	6.007	n.s.
C00242	Guanine	5.793	n.s.
C00245	Taurine	-4.907	n.s.
C16587	3-Carbamoyl-2-phenylpropionaldehyde	-8.864	<0.05
C02442	N-Methyltyramine	0.0	n.s.
C01097	D-Tagatose_6-phosphate	9.369	<0.05
C01096	Sorbitol_6-phosphate	-9.679	<0.05
C01094	D-Fructose_1-phosphate	12.178	<0.05
C04742	(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate	-1.0	n.s.
C00068	Thiamin_diphosphate	-5.011	n.s.
C00342	Thioredoxin	-6.032	n.s.
C00343	Thioredoxin_disulfide	6.773	n.s.
C00344	Phosphatidylglycerol	2.0	n.s.
C00345	6-Phospho-D-gluconate	7.768	<0.05
C05684	Selenite	8.426	<0.05
C00061	FMN	0.0	n.s.
C00063	CTP	7.516	n.s.
C05689	Se-Methyl-L-selenocysteine	6.248	n.s.
C00065	L-Serine	-4.972	n.s.
C00064	L-Glutamine	-3.226	n.s.
C11811	1-Hydroxy-2-methyl-2-butenyl_4-diphosphate	0.0	n.s.
C16633	5-Fluorouridine	4.858	n.s.
C16631	alpha-Fluoro-beta-ureidopropionic_acid	0.0	n.s.
C04677	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide	5.508	n.s.
C16634	5-Fluorouridine_monophosphate	-4.858	n.s.
C19673	Malonyl-[acp]_methyl_ester	5.285	n.s.
C05923	2,5-Diaminopyrimidine_nucleoside_triphosphate	0.0	n.s.
C05922	Formamidopyrimidine_nucleoside_triphosphate	0.0	n.s.
C05921	Biotinyl-5'-AMP	0.0	n.s.
C04079	N-((R)-Pantothenoyl)-L-cysteine	5.109	n.s.
C02702	L-Prolyl-tRNA(Pro)	-7.077	n.s.
C00669	gamma-L-Glutamyl-L-cysteine	-6.322	n.s.
C00668	alpha-D-Glucose_6-phosphate	7.425	<0.05
C01269	5-O-(1-Carboxyvinyl)-3-phosphoshikimate	0.0	n.s.
C00663	beta-D-Glucose_1-phosphate	-6.044	n.s.
C02163	L-Arginyl-tRNA(Arg)	-4.807	n.s.
C00988	2-Phosphoglycolate	0.0	n.s.
C00114	Choline	-5.755	n.s.
C00117	D-Ribose_5-phosphate	8.215	<0.05
C00116	Glycerol	-7.776	<0.05
C00111	Glycerone_phosphate	9.234	<0.05
C02380	6-Mercaptopurine	5.615	n.s.
C00112	CDP	4.426	n.s.
C00119	5-Phospho-alpha-D-ribose_1-diphosphate	-8.941	<0.05
C00118	D-Glyceraldehyde_3-phosphate	-10.989	<0.05
C03688	Apo-[acyl-carrier-protein]	6.044	n.s.
C03492	D-4'-Phosphopantothenate	3.392	n.s.
C01346	dUDP	3.459	n.s.
C01345	dITP	4.17	n.s.
C11924	Perillic_acid	0.0	n.s.
C05750	3-Oxooctanoyl-[acp]	6.276	n.s.
C03160	2-Succinylbenzoyl-CoA	1.0	n.s.
C14145	(3S)-3-Hydroxyadipyl-CoA	0.0	n.s.
C05753	3-Oxodecanoyl-[acp]	6.276	n.s.
C05754	trans-Dec-2-enoyl-[acp]	-4.755	n.s.
C05755	Decanoyl-[acp]	1.0	n.s.
C05756	3-Oxododecanoyl-[acp]	6.687	n.s.
C05757	(R)-3-Hydroxydodecanoyl-[acp]	-6.285	n.s.
C05758	trans-Dodec-2-enoyl-[acp]	-4.755	n.s.
C05759	3-Oxotetradecanoyl-[acp]	6.687	n.s.
C00235	Dimethylallyl_diphosphate	2.147	n.s.
C05811	2-Octaprenyl-6-hydroxyphenol	-5.858	n.s.
C05810	2-Octaprenylphenol	5.858	n.s.
C00236	3-Phospho-D-glyceroyl_phosphate	0.0	n.s.
