Compound_code	Metabolite_name	Importance_score	p_value
C16219	3-Oxostearoyl-[acp]	8.954	n.s.
C00504	Folate	0.0	n.s.
C00263	L-Homoserine	-4.615	n.s.
C00262	Hypoxanthine	-7.582	n.s.
C16217	3-Hydroxyoctadecanoyl-CoA	-9.358	n.s.
C16216	3-Oxostearoyl-CoA	9.358	n.s.
C00267	alpha-D-Glucose	7.888	n.s.
C00266	Glycolaldehyde	0.0	n.s.
C00469	Ethanol	11.476	<0.05
C01157	Hydroxyproline	0.0	n.s.
C00464	Mannan	-10.353	<0.05
C00460	dUTP	8.872	n.s.
C03319	dTDP-6-deoxy-L-mannose	0.0	n.s.
C00286	dGTP	-11.078	<0.05
C00283	Hydrogen_sulfide	10.189	n.s.
C01152	N(pi)-Methyl-L-histidine	0.0	n.s.
C01962	Thiocysteine	-8.008	n.s.
C05427	Phytyl_diphosphate	8.165	n.s.
C04691	2-Dehydro-3-deoxy-D-arabino-heptonate_7-phosphate	0.0	n.s.
C01563	Carbamate	0.0	n.s.
C02218	Dehydroalanine	-8.371	n.s.
C05947	L-erythro-4-Hydroxyglutamate	0.0	n.s.
C05946	D-4-Hydroxy-2-oxoglutarate	0.0	n.s.
C01921	Glycocholate	7.687	n.s.
C01209	Malonyl-[acyl-carrier_protein]	5.257	n.s.
C02492	1,4-beta-D-Mannan	-10.353	<0.05
C00217	D-Glutamate	-4.381	n.s.
C00214	Thymidine	-8.691	n.s.
C00212	Adenosine	7.709	n.s.
C05796	Galactan	9.317	n.s.
C00606	3-Sulfino-L-alanine	0.0	n.s.
C00036	Oxaloacetate	-6.489	n.s.
C05841	Nicotinate_D-ribonucleoside	8.238	n.s.
C00035	GDP	-9.206	n.s.
C00032	Heme	-7.651	n.s.
C00033	Acetate	9.537	<0.05
C00031	D-Glucose	-8.92	n.s.
C00137	myo-Inositol	-9.483	n.s.
C00136	Butanoyl-CoA	-11.739	<0.05
C00135	L-Histidine	6.358	n.s.
C00134	Putrescine	-7.972	n.s.
C00133	D-Alanine	10.68	<0.05
C00131	dATP	9.479	<0.05
C00130	IMP	-7.909	n.s.
C05635	5-Hydroxyindoleacetate	0.0	n.s.
C05634	5-Hydroxyindoleacetaldehyde	0.0	n.s.
C00313	Oxalyl-CoA	0.0	n.s.
C00043	UDP-N-acetyl-alpha-D-glucosamine	-4.011	n.s.
C00042	Succinate	6.693	n.s.
C00041	L-Alanine	4.459	n.s.
C00040	Acyl-CoA	7.985	n.s.
C00047	L-Lysine	6.762	n.s.
C00046	RNA	-8.742	n.s.
C00044	GTP	-9.238	<0.05
C13309	2-Phytyl-1,4-naphthoquinone	0.0	n.s.
C00049	L-Aspartate	4.635	n.s.
C00048	Glyoxylate	0.0	n.s.
C02642	3-Ureidopropionate	0.0	n.s.
C06481	L-Seryl-tRNA(Sec)	-9.731	n.s.
C14899	3-Dehydro-L-gulonate_6-phosphate	-4.0	n.s.
C01101	L-Ribulose_5-phosphate	6.212	n.s.
C01100	L-Histidinol_phosphate	0.0	n.s.
C01103	Orotidine_5'-phosphate	3.459	n.s.
C01102	O-Phospho-L-homoserine	-5.629	n.s.
C01107	(R)-5-Phosphomevalonate	-2.222	n.s.
C02888	Sorbose_1-phosphate	-9.861	n.s.
C05125	2-(alpha-Hydroxyethyl)thiamine_diphosphate	7.109	n.s.
C05122	Taurocholate	7.687	n.s.
C03684	6-Pyruvoyltetrahydropterin	0.0	n.s.
C06001	(S)-3-Hydroxyisobutyrate	0.0	n.s.
C06002	(S)-Methylmalonate_semialdehyde	0.0	n.s.
C06007	(R)-2,3-Dihydroxy-3-methylpentanoate	0.0	n.s.
C06006	(S)-2-Aceto-2-hydroxybutanoate	-7.16	n.s.
C01233	sn-Glycero-3-phosphoethanolamine	8.093	n.s.
C16255	[Dihydrolipoyllysine-residue_acetyltransferase]_S-acetyldihydrolipoyllysine	-9.567	n.s.
C00954	Indole-3-acetate	-5.915	<0.05
C00957	Mercaptopyruvate	11.553	<0.05
C03546	myo-Inositol_4-phosphate	9.371	n.s.
C04302	N-(5-Phospho-D-ribosyl)anthranilate	7.714	n.s.
C05345	beta-D-Fructose_6-phosphate	10.25	<0.05
C00222	3-Oxopropanoate	0.0	n.s.
C00818	D-Glucarate	0.0	n.s.
C00819	D-Glutamine	0.0	n.s.
C00424	(S)-Lactaldehyde	0.0	n.s.
C00810	(R)-Acetoin	10.557	<0.05
C00817	D-Altronate	0.0	n.s.
C05840	Iminoaspartate	0.0	n.s.
C05223	Dodecanoyl-[acyl-carrier_protein]	-6.209	n.s.
C05466	Glycochenodeoxycholate	7.687	n.s.
C00037	Glycine	8.876	n.s.
C16698	N-Acetylmuramic_acid_6-phosphate	0.0	n.s.
C01659	Acrylamide	0.0	n.s.
C03912	(S)-1-Pyrroline-5-carboxylate	0.0	n.s.
C11907	4,6-Dideoxy-4-oxo-dTDP-D-glucose	-4.17	n.s.
C02693	(Indol-3-yl)acetamide	7.484	n.s.
C00253	Nicotinate	-8.267	n.s.
C00250	Pyridoxal	11.461	<0.05
C00251	Chorismate	0.0	n.s.
C00256	(R)-Lactate	8.15	n.s.
C05338	4-Hydroxyphenylacetyl-CoA	7.248	n.s.
C00255	Riboflavin	6.728	n.s.
C05336	Selenomethionyl-tRNA(Met)	-8.195	n.s.
C00392	Mannitol	7.257	n.s.
C00258	D-Glycerate	6.476	n.s.
C05335	L-Selenomethionine	8.195	n.s.
C16596	5-Phenyl-1,3-oxazinane-2,4-dione	-11.324	<0.05
C04390	N6-Acetyl-LL-2,6-diaminoheptanedioate	-7.112	n.s.
C01083	alpha,alpha-Trehalose	9.845	n.s.
C00559	Deoxyadenosine	-6.451	n.s.
C00491	L-Cystine	8.008	n.s.
C00492	Raffinose	-7.873	n.s.
C00493	Shikimate	0.0	n.s.
C00555	4-Aminobutyraldehyde	0.0	n.s.
C00886	L-Alanyl-tRNA	-7.775	n.s.
C00498	ADP-glucose	-9.605	<0.05
C00882	Dephospho-CoA	-8.033	n.s.
C00880	D-Galactonate	0.0	n.s.
C00078	L-Tryptophan	7.418	n.s.
C00079	L-Phenylalanine	5.801	n.s.
C00072	Ascorbate	7.457	n.s.
C00073	L-Methionine	-4.607	n.s.
C00071	Aldehyde	-10.739	<0.05
C00077	L-Ornithine	-6.6	n.s.
C00074	Phosphoenolpyruvate	-10.298	<0.05
C00075	UTP	7.373	n.s.
C03078	4-Guanidinobutanamide	7.484	n.s.
C16186	L-Ascorbate_6-phosphate	5.437	n.s.
C06032	D-erythro-3-Methylmalate	0.0	n.s.
C00086	Urea	6.209	n.s.
C00085	D-Fructose_6-phosphate	3.161	n.s.
C00084	Acetaldehyde	-9.944	<0.05
C00083	Malonyl-CoA	-7.477	n.s.
C00082	L-Tyrosine	4.544	n.s.
C00081	ITP	8.267	n.s.
C16630	5,6-Dihydro-5-fluorouracil	0.0	n.s.
C04640	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine	-7.229	n.s.
C03175	Shikimate_3-phosphate	0.0	n.s.
C00089	Sucrose	-7.706	n.s.
C04646	6-Thioinosine-5'-monophosphate	-6.919	n.s.
C00670	sn-Glycero-3-phosphocholine	8.093	n.s.
C00671	(S)-3-Methyl-2-oxopentanoic_acid	8.607	n.s.
C02191	Protoporphyrin	7.651	n.s.
C00673	2-Deoxy-D-ribose_5-phosphate	-7.64	n.s.
C02226	2-Methylmaleate	0.0	n.s.
C01929	L-Histidinal	0.0	n.s.
C05936	N4-Acetylaminobutanal	0.0	n.s.
C00106	Uracil	6.416	n.s.
C00104	IDP	9.647	n.s.
C00105	UMP	2.38	n.s.
C00103	D-Glucose_1-phosphate	5.377	n.s.
C00100	Propanoyl-CoA	-13.276	<0.05
C00101	Tetrahydrofolate	4.513	n.s.
C13638	1-(4'-Hydroxyphenyl)ethanol	9.861	n.s.
C00109	2-Oxobutanoate	11.002	<0.05
C04702	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)	-3.0	n.s.
C05764	Hexadecanoyl-[acp]	-6.209	n.s.
C06899	Chloral_hydrate	11.324	<0.05
C05761	Tetradecanoyl-[acp]	-6.209	n.s.
C05760	trans-Tetradec-2-enoyl-[acp]	-7.459	n.s.
C05763	trans-Hexadec-2-enoyl-[acp]	-7.459	n.s.
C05762	3-Oxohexadecanoyl-[acp]	8.54	n.s.
C00361	dGDP	11.137	<0.05
C05807	2-Polyprenylphenol	8.543	n.s.
C02670	D-Glucuronolactone	0.0	n.s.
C05830	8-Methoxykynurenate	0.0	n.s.
C02992	L-Threonyl-tRNA(Thr)	-7.983	n.s.
C00179	Agmatine	0.0	n.s.
C00178	Thymine	8.079	n.s.
C02995	Maltose_6'-phosphate	11.605	<0.05
C00447	Sedoheptulose_1,7-bisphosphate	0.0	n.s.
C03090	5-Phosphoribosylamine	6.728	n.s.
C04260	O-D-Alanyl-poly(ribitol_phosphate)	-9.52	n.s.
C01035	4-Guanidinobutanoate	-7.484	n.s.
C07086	Phenylacetic_acid	-7.484	n.s.
C01077	O-Acetyl-L-homoserine	0.0	n.s.
C02972	Dihydrolipoylprotein	9.86	n.s.
C11434	2-C-Methyl-D-erythritol_4-phosphate	0.0	n.s.
C11435	4-(Cytidine_5'-diphospho)-2-C-methyl-D-erythritol	5.992	n.s.
C11436	2-Phospho-4-(cytidine_5'-diphospho)-2-C-methyl-D-erythritol	-5.992	n.s.
C00857	Deamino-NAD+	-6.484	n.s.
C02412	Glycyl-tRNA(Gly)	-7.331	n.s.
C11432	1-Phenanthrol	0.0	n.s.
C11433	1-Methoxyphenanthrene	0.0	n.s.
C01179	3-(4-Hydroxyphenyl)pyruvate	0.0	n.s.
C04823	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole	7.098	n.s.
C04432	tRNA_containing_6-isopentenyladenosine	-7.451	n.s.
C01170	UDP-N-acetyl-D-mannosamine	0.0	n.s.
C04411	(2R,3S)-3-Isopropylmalate	0.0	n.s.
C01172	beta-D-Glucose_6-phosphate	-9.11	n.s.
C12214	Aminofructose_6-phosphate	0.0	n.s.
C03892	Phosphatidylglycerophosphate	-7.331	n.s.
C00681	1-Acyl-sn-glycerol_3-phosphate	-5.275	n.s.
C00680	meso-2,6-Diaminoheptanedioate	6.773	n.s.
C02839	L-Tyrosyl-tRNA(Tyr)	-8.392	n.s.
C04257	N-Acetyl-D-mannosamine_6-phosphate	9.77	n.s.
C02553	L-Seryl-tRNA(Ser)	-9.731	n.s.
C00688	dTDP-4-dehydro-6-deoxy-beta-L-mannose	0.0	n.s.
C05378	beta-D-Fructose_1,6-bisphosphate	12.91	<0.05
C00831	Pantetheine	7.422	n.s.
C20239	6-Carboxy-5,6,7,8-tetrahydropterin	0.0	n.s.
C00511	Acrylic_acid	0.0	n.s.
C00512	S-Benzoate_coenzyme_A	-7.248	n.s.
C16220	3-Hydroxyoctadecanoyl-[acp]	-7.954	n.s.
C00921	Dihydropteroate	7.267	n.s.
C00458	dCTP	-9.803	<0.05
C04895	7,8-Dihydroneopterin_3'-triphosphate	6.672	n.s.
C04896	5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide	0.0	n.s.
C04349	(4S)-4,6-Dihydroxy-2,5-dioxohexanoate	0.0	n.s.
C00356	(S)-3-Hydroxy-3-methylglutaryl-CoA	-3.148	n.s.
C00672	2-Deoxy-D-ribose_1-phosphate	-6.087	n.s.
C00455	Nicotinamide_D-ribonucleotide	8.098	n.s.
C01697	Galactitol	0.0	<0.05
C15972	Enzyme_N6-(lipoyl)lysine	-7.901	n.s.
C00330	Deoxyguanosine	8.238	n.s.
C00332	Acetoacetyl-CoA	5.655	n.s.
C00334	4-Aminobutanoate	7.103	n.s.
C00337	(S)-Dihydroorotate	-3.624	n.s.
C05699	L-Selenocystathionine	8.008	n.s.
C04688	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier_protein]	-7.954	n.s.
C00637	Indole-3-acetaldehyde	0.0	n.s.
C00631	2-Phospho-D-glycerate	-8.04	<0.05
C02528	Chenodeoxycholate	-7.687	n.s.
C04046	3-D-Glucosyl-1,2-diacylglycerol	9.109	n.s.
C00208	Maltose	10.832	<0.05
C05985	2-Propynal	0.0	n.s.
C00204	2-Dehydro-3-deoxy-D-gluconate	0.0	n.s.
C01212	UDP-N-acetylmuramoyl-L-alanine	7.119	n.s.
C07490	Trichloroethanol	-11.324	<0.05
C01216	2-Dehydro-3-deoxy-D-galactonate	0.0	n.s.
C00025	L-Glutamate	7.512	n.s.
C00024	Acetyl-CoA	-11.246	<0.05
C00148	L-Proline	6.615	n.s.
C00026	2-Oxoglutarate	6.185	n.s.
C00021	S-Adenosyl-L-homocysteine	9.18	<0.05
C00020	AMP	6.272	n.s.
C00022	Pyruvate	-8.812	n.s.
C00143	5,10-Methylenetetrahydrofolate	-4.692	n.s.
C00141	3-Methyl-2-oxobutanoic_acid	6.353	n.s.
C00029	UDP-glucose	-10.194	<0.05
C00147	Adenine	7.401	n.s.
C00144	GMP	6.484	n.s.
C01079	Protoporphyrinogen_IX	0.0	n.s.
C05729	R-S-Cysteinylglycine	6.672	n.s.
C00448	trans,trans-Farnesyl_diphosphate	6.0	n.s.
C02730	2-Succinylbenzoate	8.15	n.s.
C00099	beta-Alanine	6.524	n.s.
C02739	1-(5-Phospho-D-ribosyl)-ATP	0.0	n.s.
C00311	Isocitrate	0.0	n.s.
C05726	S-Substituted_L-cysteine	-6.672	n.s.
C00700	XTP	10.115	n.s.
C00705	dCDP	6.946	n.s.
C06250	Holo-[carboxylase]	-7.99	n.s.
C02631	2-Isopropylmaleate	0.0	n.s.
C02637	3-Dehydroshikimate	0.0	n.s.
C04419	Carboxybiotin-carboxyl-carrier_protein	8.362	n.s.
C01528	Hydrogen_selenide	-9.685	n.s.
C04751	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate	-5.755	n.s.
C00091	Succinyl-CoA	-9.86	n.s.
C01134	Pantetheine_4'-phosphate	8.525	n.s.
C06037	Digalactosyl-diacylglycerol	10.292	<0.05
C03511	L-Phenylalanyl-tRNA(Phe)	-7.781	n.s.
C03512	L-Tryptophanyl-tRNA(Trp)	-7.418	n.s.
C02170	Methylmalonate	0.0	n.s.
C05659	5-Methoxytryptamine	0.0	n.s.
C03287	L-Glutamyl_5-phosphate	5.741	n.s.
C02741	Phosphoribosyl-AMP	0.0	n.s.
C03125	L-Cysteinyl-tRNA(Cys)	-7.814	n.s.
C03127	L-Isoleucyl-tRNA(Ile)	-8.281	n.s.
C03692	1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol	-10.292	<0.05
C20373	3-Hydroxyglutaryl-[acp]_methyl_ester	-7.954	n.s.
C20372	3-Ketoglutaryl-[acp]_methyl_ester	8.954	n.s.
C20377	3-Hydroxypimeloyl-[acp]_methyl_ester	-7.954	n.s.
C20376	3-Ketopimeloyl-[acp]_methyl_ester	8.954	n.s.
C20375	Glutaryl-[acp]_methyl_ester	-6.209	n.s.
C20374	Enoylglutaryl-[acp]_methyl_ester	-7.459	n.s.
C05897	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	5.555	n.s.
C20378	Enoylpimeloyl-[acp]_methyl_ester	-7.459	n.s.
C01235	alpha-D-Galactosyl-(1->3)-1D-myo-inositol	10.292	<0.05
C05980	Cardiolipin	-7.577	n.s.
C05400	Epimelibiose	10.292	<0.05
C00804	Propynoate	0.0	n.s.
C05399	Melibiitol	10.292	<0.05
C05401	3-beta-D-Galactosyl-sn-glycerol	10.292	<0.05
C00965	1,3-beta-D-Glucan	0.0	n.s.
C01177	Inositol_1-phosphate	9.371	n.s.
C00418	(R)-Mevalonate	1.415	n.s.
C04916	N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide	0.0	n.s.
C00415	Dihydrofolate	3.205	n.s.
C00416	Phosphatidate	-7.955	n.s.
C00417	cis-Aconitate	0.0	n.s.
C01005	O-Phospho-L-serine	0.0	n.s.
C17949	N-Acetyldemethylphosphinothricin	-7.418	n.s.
C04851	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol	5.555	n.s.
C10700	4'-Hydroxyacetophenone	-9.861	n.s.
C00620	alpha-D-Ribose_1-phosphate	10.647	<0.05
C04006	1D-myo-Inositol_3-phosphate	9.371	n.s.
C02686	Galactosylceramide	-9.773	n.s.
C05576	3,4-Dihydroxyphenylethyleneglycol	0.0	n.s.
C05577	3,4-Dihydroxymandelaldehyde	0.0	n.s.
C03263	Coproporphyrinogen_III	0.0	n.s.
C00243	Lactose	8.503	n.s.
C00242	Guanine	7.788	n.s.
C00245	Taurine	-7.687	n.s.
C16587	3-Carbamoyl-2-phenylpropionaldehyde	-11.324	<0.05
C02442	N-Methyltyramine	0.0	n.s.
C01097	D-Tagatose_6-phosphate	11.703	<0.05
C01096	Sorbitol_6-phosphate	-9.155	n.s.
C01094	D-Fructose_1-phosphate	13.359	<0.05
C04742	(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate	0.0	n.s.
C00068	Thiamin_diphosphate	-6.877	n.s.
C00342	Thioredoxin	-9.959	<0.05
C00343	Thioredoxin_disulfide	10.115	<0.05
C00344	Phosphatidylglycerol	5.0	n.s.
C00345	6-Phospho-D-gluconate	6.524	n.s.
C05684	Selenite	10.808	<0.05
C00061	FMN	0.0	n.s.
C00063	CTP	9.065	n.s.
C05689	Se-Methyl-L-selenocysteine	8.401	n.s.
C00065	L-Serine	-8.489	n.s.
C00064	L-Glutamine	2.762	n.s.
C11811	1-Hydroxy-2-methyl-2-butenyl_4-diphosphate	0.0	n.s.
C16633	5-Fluorouridine	7.229	n.s.
C16631	alpha-Fluoro-beta-ureidopropionic_acid	0.0	n.s.
C04677	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide	8.036	n.s.
C16634	5-Fluorouridine_monophosphate	-7.229	n.s.
C19673	Malonyl-[acp]_methyl_ester	7.331	n.s.
C05923	2,5-Diaminopyrimidine_nucleoside_triphosphate	0.0	n.s.
C05922	Formamidopyrimidine_nucleoside_triphosphate	0.0	n.s.
C05921	Biotinyl-5'-AMP	0.0	n.s.
C04079	N-((R)-Pantothenoyl)-L-cysteine	7.422	n.s.
C02702	L-Prolyl-tRNA(Pro)	-9.403	n.s.
C00669	gamma-L-Glutamyl-L-cysteine	-9.044	n.s.
C00668	alpha-D-Glucose_6-phosphate	-7.946	n.s.
C01269	5-O-(1-Carboxyvinyl)-3-phosphoshikimate	0.0	n.s.
C00663	beta-D-Glucose_1-phosphate	-7.555	n.s.
C02163	L-Arginyl-tRNA(Arg)	-7.219	n.s.
C00988	2-Phosphoglycolate	0.0	n.s.
C00114	Choline	-8.093	n.s.
C00117	D-Ribose_5-phosphate	9.442	n.s.
C00116	Glycerol	-7.902	n.s.
C00111	Glycerone_phosphate	10.592	<0.05
C02380	6-Mercaptopurine	8.476	n.s.
C00112	CDP	5.143	n.s.
C00119	5-Phospho-alpha-D-ribose_1-diphosphate	-10.224	<0.05
C00118	D-Glyceraldehyde_3-phosphate	-12.05	<0.05
C03688	Apo-[acyl-carrier-protein]	8.504	n.s.
C03492	D-4'-Phosphopantothenate	6.516	n.s.
C00231	D-Xylulose_5-phosphate	7.485	n.s.
C01345	dITP	8.267	n.s.
C11924	Perillic_acid	0.0	n.s.
C05750	3-Oxooctanoyl-[acp]	8.54	n.s.
C05751	trans-Oct-2-enoyl-[acp]	-7.459	n.s.
C14145	(3S)-3-Hydroxyadipyl-CoA	0.0	n.s.
C05753	3-Oxodecanoyl-[acp]	8.54	n.s.
C05754	trans-Dec-2-enoyl-[acp]	-7.459	n.s.
C05755	Decanoyl-[acp]	-6.209	n.s.
C05756	3-Oxododecanoyl-[acp]	8.954	n.s.
C05757	(R)-3-Hydroxydodecanoyl-[acp]	-7.954	n.s.
C05758	trans-Dodec-2-enoyl-[acp]	-7.459	n.s.
C05759	3-Oxotetradecanoyl-[acp]	8.954	n.s.
C00235	Dimethylallyl_diphosphate	-1.246	n.s.
C05811	2-Octaprenyl-6-hydroxyphenol	-8.543	n.s.
C05810	2-Octaprenylphenol	8.543	n.s.
