compound_code	compound_name	cumulative_metabolite_score	consumption_score	production_score	percentile
C04432	tRNA_containing_6-isopentenyladenosine	-5.129	0.0	-5.129	60.0
C01962	Thiocysteine	-5.492	0.0	-5.492	70.0
C05427	Phytyl_diphosphate	5.358	5.358	0.0	70.0
C05688	L-Selenocysteine	6.248	6.248	0.0	70.0
C01563	Carbamate	-3.585	0.0	-3.585	50.0
C00670	sn-Glycero-3-phosphocholine	5.755	5.755	0.0	70.0
C04053	5-Dehydro-4-deoxy-D-glucuronate	3.99964977215	4.0	0.0	60.0
C03785	D-Tagatose_1,6-bisphosphate	-8.91	1.0	-8.916	90.0
C18026	(2S)-Ethylmalonyl-CoA	4.585	4.585	0.0	60.0
C01921	Glycocholate	4.907	4.907	0.0	60.0
C01367	3'-AMP	-8.47584610309	0.0	-8.476	90.0
C01209	Malonyl-[acyl-carrier_protein]	5.76163862233	5.812	-0.939	70.0
C02492	1,4-beta-D-Mannan	-8.214	0.0	-8.214	80.0
C00217	D-Glutamate	1.503	1.503	0.0	50.0
C00214	Thymidine	-6.033	0.0	-6.033	70.0
C00212	Adenosine	6.89793365129	6.898	0.0	80.0
C01368	3'-UMP	-8.47584610309	0.0	-8.476	90.0
C00606	3-Sulfino-L-alanine	-1.322	0.0	-1.322	50.0
C00036	Oxaloacetate	6.60355039433	6.742	-3.291	80.0
C05841	Nicotinate_D-ribonucleoside	5.44314258798	5.443	0.0	70.0
C00035	GDP	-6.83242833623	0.585	-6.851	80.0
C00032	Heme	-5.129	0.0	-5.129	60.0
C00033	Acetate	6.549	6.549	0.0	80.0
C00031	D-Glucose	-8.21146749391	1.772	-8.228	80.0
C00137	myo-Inositol	-8.35618332966	0.0	-8.356	90.0
C00136	Butanoyl-CoA	-9.0282033382	0.0	-9.028	90.0
C00135	L-Histidine	3.585	3.585	0.0	50.0
C00134	Putrescine	-5.209	0.0	-5.209	60.0
C00133	D-Alanine	9.565	9.565	0.0	90.0
C00131	dATP	6.98246934491	7.005	-1.0	80.0
C00130	IMP	-5.71164462074	0.553	-5.751	70.0
C06113	L-Aspartyl-tRNA(Asn)	-6.052	0.0	-6.052	70.0
C06112	L-Glutamyl-tRNA(Gln)	6.57	6.57	0.0	80.0
C00043	UDP-N-acetyl-alpha-D-glucosamine	-3.12892809489	0.0	-3.129	50.0
C00042	Succinate	6.82192892295	6.822	0.0	80.0
C00041	L-Alanine	0.587713600155	1.585	-1.874	50.0
C00040	Acyl-CoA	5.445	5.445	0.0	70.0
C00047	L-Lysine	5.75483065456	5.755	0.0	70.0
C00046	RNA	-7.62832128817	0.0	-7.628	80.0
C00044	GTP	-7.43179246848	0.0	-7.432	80.0
C00049	L-Aspartate	-3.32308610675	2.543	-3.985	50.0
C00048	Glyoxylate	2.81787337271	3.024	-0.115	50.0
C06481	L-Seryl-tRNA(Sec)	-6.98876400095	0.0	-6.989	80.0
C20440	alpha-D-Ribose_1,2-cyclic_phosphate_5-phosphate	5.555	5.555	0.0	70.0
C14899	3-Dehydro-L-gulonate_6-phosphate	-3.907	0.0	-3.907	50.0
C01101	L-Ribulose_5-phosphate	3.53271488701	3.533	0.0	50.0
C01103	Orotidine_5'-phosphate	-3.93914397251	2.115	-4.298	50.0
C01102	O-Phospho-L-homoserine	-2.459	0.0	-2.459	50.0
C01107	(R)-5-Phosphomevalonate	1.415	1.415	0.0	50.0
C02888	Sorbose_1-phosphate	-6.375	0.0	-6.375	80.0
C05125	2-(alpha-Hydroxyethyl)thiamine_diphosphate	5.155	5.155	0.0	70.0
C05122	Taurocholate	4.907	4.907	0.0	60.0
C03680	4-Imidazolone-5-propanoate	-2.322	0.0	-2.322	50.0
C03090	5-Phosphoribosylamine	4.0875843065	4.088	0.0	60.0
C03688	Apo-[acyl-carrier-protein]	6.044	6.044	0.0	70.0
C06007	(R)-2,3-Dihydroxy-3-methylpentanoate	1.524	2.17	-0.7	50.0
C06006	(S)-2-Aceto-2-hydroxybutanoate	-4.78174262076	1.0	-4.883	60.0
C01233	sn-Glycero-3-phosphoethanolamine	5.755	5.755	0.0	70.0
C16255	[Dihydrolipoyllysine-residue_acetyltransferase]_S-acetyldihydrolipoyllysine	-7.518	0.0	-7.518	80.0
C16254	[Dihydrolipoyllysine-residue_succinyltransferase]_S-succinyldihydrolipoyllysine	-1.0	0.0	-1.0	50.0
C00957	Mercaptopyruvate	10.441	10.441	0.0	90.0
C04302	N-(5-Phospho-D-ribosyl)anthranilate	5.40327221691	5.459	-0.737	70.0
C05345	beta-D-Fructose_6-phosphate	8.28711877381	8.295	-0.812	80.0
C01235	alpha-D-Galactosyl-(1->3)-1D-myo-inositol	9.5	9.5	0.0	90.0
C00810	(R)-Acetoin	6.629	6.629	0.0	80.0
C05840	Iminoaspartate	-1.585	0.0	-1.585	50.0
C05223	Dodecanoyl-[acyl-carrier_protein]	2.16996494917	2.17	0.0	50.0
C05466	Glycochenodeoxycholate	4.907	4.907	0.0	60.0
C00037	Glycine	10.8177954886	10.818	0.0	90.0
C05546	Protein_N6,N6,N6-trimethyl-L-lysine	7.119	7.119	0.0	80.0
C02693	(Indol-3-yl)acetamide	5.209	5.209	0.0	70.0
C00253	Nicotinate	-6.33841910007	0.0	-6.338	80.0
C00250	Pyridoxal	8.447	8.447	0.0	90.0
C00256	(R)-Lactate	6.71438300601	6.714	0.0	80.0
C00257	D-Gluconic_acid	3.807	3.807	0.0	60.0
C05338	4-Hydroxyphenylacetyl-CoA	4.087	4.087	0.0	60.0
C00255	Riboflavin	4.459	4.459	0.0	60.0
C05336	Selenomethionyl-tRNA(Met)	-6.52338651075	0.0	-6.523	80.0
C00392	Mannitol	5.285	5.285	0.0	70.0
C00258	D-Glycerate	4.392	4.392	0.0	60.0
C00259	L-Arabinose	5.08728716265	5.087	0.0	60.0
C16596	5-Phenyl-1,3-oxazinane-2,4-dione	-8.864	0.0	-8.864	90.0
C04390	N6-Acetyl-LL-2,6-diaminoheptanedioate	-4.605	0.0	-4.605	60.0
C01083	alpha,alpha-Trehalose	7.098	7.098	0.0	80.0
C00559	Deoxyadenosine	-2.64316714965	1.585	-3.209	50.0
C00491	L-Cystine	5.492	5.492	0.0	70.0
C00492	Raffinose	-8.331	0.0	-8.331	90.0
C00886	L-Alanyl-tRNA	-5.67236728381	0.0	-5.672	70.0
C00885	Isochorismate	6.629	6.629	0.0	80.0
C00498	ADP-glucose	-6.58088822258	0.0	-6.581	80.0
C00882	Dephospho-CoA	-6.229	0.0	-6.229	70.0
C00078	L-Tryptophan	-6.12936040063	4.755	-6.6	70.0
C00376	Retinal	-8.864	0.0	-8.864	90.0
C00072	Ascorbate	5.79878577525	5.799	0.0	70.0
C00073	L-Methionine	2.69445846107	3.843	-2.977	50.0
C00071	Aldehyde	-8.19843382991	0.0	-8.198	80.0
C02282	Glutaminyl-tRNA	6.052	6.052	0.0	70.0
C00074	Phosphoenolpyruvate	-10.0858861137	0.0	-10.086	90.0
C00075	UTP	7.41967658239	7.42	0.0	80.0
C06899	Chloral_hydrate	8.864	8.864	0.0	90.0
C16186	L-Ascorbate_6-phosphate	3.22299912818	3.503	-1.0	50.0
C00086	Urea	4.346	4.346	0.0	60.0
C02353	2',3'-Cyclic_AMP	8.47584610309	8.476	0.0	90.0
C00084	Acetaldehyde	-7.71714818835	0.0	-7.717	80.0
C02355	2',3'-Cyclic_UMP	8.47584610309	8.476	0.0	90.0
C02354	2',3'-Cyclic_CMP	8.47584610309	8.476	0.0	90.0
C00081	ITP	4.17	4.17	0.0	60.0
C04640	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine	-4.17	0.0	-4.17	60.0
C00089	Sucrose	-9.333	0.0	-9.333	90.0
C04646	6-Thioinosine-5'-monophosphate	0.000112494912556	1.585	-1.0	50.0
C02218	Dehydroalanine	-6.044	0.0	-6.044	70.0
C00671	(S)-3-Methyl-2-oxopentanoic_acid	4.9900554855	5.17	-2.078	60.0
C00672	2-Deoxy-D-ribose_1-phosphate	-5.555	0.0	-5.555	70.0
C00673	2-Deoxy-D-ribose_5-phosphate	-6.238	0.0	-6.238	70.0
C00106	Uracil	5.92629869157	5.987	-1.379	70.0
C00104	IDP	7.451	7.451	0.0	80.0
C00105	UMP	2.88682754821	2.887	0.0	50.0
C00103	D-Glucose_1-phosphate	-7.04348476026	1.932	-7.085	80.0
C00100	Propanoyl-CoA	-12.326538328	0.585	-12.327	90.0
C00101	Tetrahydrofolate	8.37320527769	8.378	-0.222	90.0
C00270	N-Acetylneuraminate	5.358	5.358	0.0	70.0
C00108	Anthranilate	0.848	0.848	0.0	50.0
C00109	2-Oxobutanoate	9.98446747376	9.984	0.0	90.0
C04702	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)	-1.0	0.0	-1.0	50.0
C05764	Hexadecanoyl-[acp]	2.32195059457	2.322	0.0	50.0
C03078	4-Guanidinobutanamide	5.209	5.209	0.0	70.0
C05761	Tetradecanoyl-[acp]	2.16996494917	2.17	0.0	50.0
C05760	trans-Tetradec-2-enoyl-[acp]	-5.04449298138	0.0	-5.044	60.0
C05763	trans-Hexadec-2-enoyl-[acp]	-5.04449298138	0.0	-5.044	60.0
C05762	3-Oxohexadecanoyl-[acp]	10.5809022678	10.581	0.0	90.0
C05600	2-Hydroxyhepta-2,4-dienedioate	3.7	3.7	0.0	60.0
C00361	dGDP	8.97080038394	8.971	0.0	90.0
C05807	2-Polyprenylphenol	5.858	5.858	0.0	70.0
C02992	L-Threonyl-tRNA(Thr)	-6.08712659826	0.0	-6.087	70.0
C00178	Thymine	5.392	5.392	0.0	70.0
C02995	Maltose_6'-phosphate	6.409	6.409	0.0	80.0
C20378	Enoylpimeloyl-[acp]_methyl_ester	-4.755	0.0	-4.755	60.0
C04349	(4S)-4,6-Dihydroxy-2,5-dioxohexanoate	-4.32164791941	0.0	-4.322	60.0
C04260	O-D-Alanyl-poly(ribitol_phosphate)	-6.794	0.0	-6.794	80.0
C07086	Phenylacetic_acid	-5.209	0.0	-5.209	60.0
C01077	O-Acetyl-L-homoserine	2.0	2.0	0.0	50.0
C02972	Dihydrolipoylprotein	-10.5118765254	10.458	-11.485	90.0
C11435	4-(Cytidine_5'-diphospho)-2-C-methyl-D-erythritol	3.807	3.807	0.0	60.0
C11436	2-Phospho-4-(cytidine_5'-diphospho)-2-C-methyl-D-erythritol	-3.807	0.0	-3.807	50.0
C00857	Deamino-NAD+	-2.58442384752	2.807	-3.7	50.0
C04419	Carboxybiotin-carboxyl-carrier_protein	5.719	5.719	0.0	70.0
C04823	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole	4.524	4.524	0.0	60.0
C01172	beta-D-Glucose_6-phosphate	-5.79642175818	2.798	-5.966	70.0
C01177	Inositol_1-phosphate	8.17002624146	8.17	0.0	80.0
C03415	N2-Succinyl-L-ornithine	3.32192809489	3.322	0.0	50.0
C03892	Phosphatidylglycerophosphate	-5.0	0.0	-5.0	60.0
C02412	Glycyl-tRNA(Gly)	-10.5781792	0.0	-10.578	90.0
C00680	meso-2,6-Diaminoheptanedioate	-8.46619504338	4.472	-8.554	90.0
C02553	L-Seryl-tRNA(Ser)	-6.98876400095	0.0	-6.989	80.0
C00688	dTDP-4-dehydro-6-deoxy-beta-L-mannose	3.059	3.059	0.0	50.0
C05378	beta-D-Fructose_1,6-bisphosphate	11.943370308	11.999	-7.276	90.0
C00831	Pantetheine	5.109	5.109	0.0	60.0
C20238	(2R)-Ethylmalonyl-CoA	-4.585	0.0	-4.585	60.0
C02554	L-Valyl-tRNA(Val)	-5.58456685524	0.0	-5.585	70.0
C00512	S-Benzoate_coenzyme_A	-4.087	0.0	-4.087	50.0
C16220	3-Hydroxyoctadecanoyl-[acp]	-10.995435689	0.0	-10.995	90.0
C00921	Dihydropteroate	5.129	5.129	0.0	60.0
C00458	dCTP	-8.42150455876	4.152	-8.494	90.0
C00459	dTTP	-6.48972788759	4.313	-6.778	80.0
C05698	Selenohomocysteine	-5.492	0.0	-5.492	70.0
C00455	Nicotinamide_D-ribonucleotide	5.322	5.322	0.0	70.0
C15973	Enzyme_N6-(dihydrolipoyl)lysine	10.4566931947	10.457	0.0	90.0
C15972	Enzyme_N6-(lipoyl)lysine	-10.2728857643	1.0	-10.275	90.0
C00330	Deoxyguanosine	5.40959735912	5.41	0.0	70.0
C00333	D-Galacturonate	9.02511924913	9.025	0.0	90.0
C00332	Acetoacetyl-CoA	4.17902807228	4.179	0.0	60.0
C00334	4-Aminobutanoate	4.807	4.807	0.0	60.0
C00337	(S)-Dihydroorotate	-1.874	0.0	-1.874	50.0
C04688	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier_protein]	-10.9916318234	0.0	-10.992	90.0
C00299	Uridine	4.24110256686	4.241	0.0	60.0
C00631	2-Phospho-D-glycerate	-7.04675239278	0.0	-7.047	80.0
C02528	Chenodeoxycholate	-4.907	0.0	-4.907	60.0
C04046	3-D-Glucosyl-1,2-diacylglycerol	7.193	7.193	0.0	80.0
C00208	Maltose	8.322	8.322	0.0	80.0
C00204	2-Dehydro-3-deoxy-D-gluconate	2.23724118985	2.907	-1.478	50.0
C01213	(R)-Methylmalonyl-CoA	6.30390940929	6.304	0.0	70.0
C01212	UDP-N-acetylmuramoyl-L-alanine	3.04426150927	4.728	-4.19	50.0
C07490	Trichloroethanol	-8.864	0.0	-8.864	90.0
C00025	L-Glutamate	-6.6227330959	5.396	-7.136	80.0
C00024	Acetyl-CoA	-10.0440119607	2.362	-10.051	90.0
C00148	L-Proline	4.56048632828	4.56	0.0	60.0
C00149	(S)-Malate	4.26408808819	4.585	-2.259	60.0
C00021	S-Adenosyl-L-homocysteine	-7.19249520872	6.262	-7.801	80.0
C00020	AMP	4.98853931388	5.038	-0.147	60.0
C00022	Pyruvate	-6.98711641067	2.446	-7.048	80.0
C00143	5,10-Methylenetetrahydrofolate	-9.11840489011	0.28	-9.122	90.0
C00141	3-Methyl-2-oxobutanoic_acid	7.54753034379	7.577	-1.943	80.0
C00029	UDP-glucose	-8.18151577268	0.174	-8.187	80.0
C00147	Adenine	-3.32771777881	5.131	-5.494	50.0
C00144	GMP	3.60356905277	3.868	-1.29	50.0
C05984	2-Hydroxybutanoic_acid	11.441	11.441	0.0	90.0
C06311	Galactitol_1-phosphate	-4.02938706436	0.0	-4.029	50.0
C04631	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine	-5.89	0.0	-5.89	70.0
C03232	3-Phosphonooxypyruvate	4.88746592037	4.887	0.0	60.0
C02737	Phosphatidylserine	1.939	1.939	0.0	50.0
C00099	beta-Alanine	4.39238300601	4.392	0.0	60.0
C05726	S-Substituted_L-cysteine	-4.67217717777	0.0	-4.672	60.0
C00700	XTP	7.585	7.585	0.0	80.0
C00705	dCDP	3.737	3.737	0.0	60.0
C06250	Holo-[carboxylase]	-4.54839160995	4.248	-5.406	60.0
C01242	S-Aminomethyldihydrolipoylprotein	10.486	10.486	0.0	90.0
C01528	Hydrogen_selenide	-7.369	0.0	-7.369	80.0
C04751	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate	-4.248	0.0	-4.248	60.0
C01134	Pantetheine_4'-phosphate	6.504	6.504	0.0	80.0
C01131	L-Rhamnulose_1-phosphate	2.32195059457	2.322	0.0	50.0
C06037	Digalactosyl-diacylglycerol	9.5	9.5	0.0	90.0
C03511	L-Phenylalanyl-tRNA(Phe)	-5.45949422088	0.0	-5.459	70.0
C03512	L-Tryptophanyl-tRNA(Trp)	-4.90699559376	0.0	-4.907	60.0
C03287	L-Glutamyl_5-phosphate	4.459	4.459	0.0	60.0
C03125	L-Cysteinyl-tRNA(Cys)	-5.52322876944	0.0	-5.523	70.0
C03127	L-Isoleucyl-tRNA(Ile)	-6.30385190612	0.0	-6.304	80.0
C03692	1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol	-9.5	0.0	-9.5	90.0
C20373	3-Hydroxyglutaryl-[acp]_methyl_ester	-10.995435689	0.0	-10.995	90.0
C20372	3-Ketoglutaryl-[acp]_methyl_ester	11.0111563782	11.011	0.0	90.0
C20377	3-Hydroxypimeloyl-[acp]_methyl_ester	-10.995435689	0.0	-10.995	90.0
C20376	3-Ketopimeloyl-[acp]_methyl_ester	11.0111563782	11.011	0.0	90.0
C20375	Glutaryl-[acp]_methyl_ester	2.32195059457	2.322	0.0	50.0
C20374	Enoylglutaryl-[acp]_methyl_ester	-4.755	0.0	-4.755	60.0
C05596	p-Hydroxyphenylacetylglycine	-4.087	0.0	-4.087	50.0
C16519	2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate	-6.629	0.0	-6.629	80.0
C05401	3-beta-D-Galactosyl-sn-glycerol	9.5	9.5	0.0	90.0
C04257	N-Acetyl-D-mannosamine_6-phosphate	7.19	7.19	0.0	80.0
C00418	(R)-Mevalonate	-0.222	0.0	-0.222	50.0
C00473	Retinol	8.864	8.864	0.0	90.0
C00415	Dihydrofolate	-1.737	0.0	-1.737	50.0
C00416	Phosphatidate	-5.602	0.0	-5.602	70.0
C01005	O-Phospho-L-serine	-1.138	0.0	-1.138	50.0
C17949	N-Acetyldemethylphosphinothricin	-5.087	0.0	-5.087	60.0
C04851	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol	2.807	2.807	0.0	50.0
C10700	4'-Hydroxyacetophenone	-6.375	0.0	-6.375	80.0
C04039	2,3-Dihydroxy-3-methylbutanoate	2.0	2.585	-1.0	50.0
C04006	1D-myo-Inositol_3-phosphate	3.46679987842	8.16	-8.103	50.0
C02686	Galactosylceramide	-8.628	0.0	-8.628	90.0
C00243	Lactose	12.1091554869	12.109	0.0	90.0
C00242	Guanine	4.21236200155	5.829	-5.26	60.0
C00245	Taurine	-4.907	0.0	-4.907	60.0
C16587	3-Carbamoyl-2-phenylpropionaldehyde	-8.864	0.0	-8.864	90.0
