Compound_code	Metabolite_name	Indegree	Outdegree
C00311	Isocitrate	8	14
C00310	D-Xylulose	0	2
C00641	1,2-Diacyl-sn-glycerol	1	1
C00315	Spermidine	1	0
C01528	Hydrogen_selenide	1	0
C00091	Succinyl-CoA	1	2
C00092	D-Glucose_6-phosphate	7	0
C00093	sn-Glycerol_3-phosphate	1	7
C00094	Sulfite	9	9
C00095	D-Fructose	3	2
C00154	Palmitoyl-CoA	3	0
C00097	L-Cysteine	12	4
C14099	2-Naphthaldehyde	9	0
C14818	Fe2+	0	1
C14090	1-Naphthaldehyde	9	0
C00378	Thiamine	1	1
C06196	2'-Deoxyinosine_5'-phosphate	1	0
C03232	3-Phosphonooxypyruvate	6	0
C04734	1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide	5	1
C05172	Selenophosphoric_acid	0	1
C00184	Glycerone	0	10
C05774	Cobinamide	0	1
C05772	Precorrin_3A	2	0
C05773	Cobyrinate	2	0
C00870	4-Nitrophenol	2	0
C00166	Phenylpyruvate	6	8
C00167	UDP-glucuronate	6	0
C00160	Glycolate	3	0
C03794	N6-(1,2-Dicarboxyethyl)-AMP	3	3
C00162	Fatty_acid	0	2
C02984	L-Aspartyl-tRNA(Asp)	1	0
C02987	L-Glutamyl-tRNA(Glu)	4	0
C00168	Hydroxypyruvate	0	2
C00169	Carbamoyl_phosphate	5	6
C02047	L-Leucyl-tRNA	1	0
C03082	4-Phospho-L-aspartate	10	6
C20251	1-Keto-D-chiro-inositol	2	0
C04377	5,10-Methylenetetrahydromethanopterin	2	0
C04376	5'-Phosphoribosyl-N-formylglycinamide	3	3
C20258	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate	7	8
C03089	5-Methylthio-D-ribose	1	1
C00861	L-Rhamnulose	1	1
C00860	L-Histidinol	4	4
C00862	Methanofuran	2	1
C02962	D-Allose_6-phosphate	2	2
C00864	Pantothenate	0	2
C04272	(R)-2,3-Dihydroxy-3-methylbutanoate	1	8
C00906	5,6-Dihydrothymine	0	2
C04832	Coenzyme_M_7-mercaptoheptanoylthreonine-phosphate_heterodisulfide	0	8
C01419	Cys-Gly	0	2
C03360	4-Nitrophenyl_phosphate	0	2
C01149	4-Trimethylammoniobutanal	0	1
C01412	Butanal	0	1
C01146	2-Hydroxy-3-oxopropanoate	3	1
C04421	N-Succinyl-LL-2,6-diaminoheptanedioate	2	6
C03561	(R)-3-Hydroxybutanoyl-CoA	0	3
C08325	Amygdalin	0	2
C03402	L-Asparaginyl-tRNA(Asn)	1	0
C17962	Demethylphosphinothricin	0	2
C03406	N-(L-Arginino)succinate	0	5
C05512	Deoxyinosine	4	2
C04181	3-Hydroxy-3-methyl-2-oxobutanoic_acid	7	1
C07645	Aldophosphamide	0	2
C07648	Thioguanine	0	1
C07649	5-FU	0	1
C00593	Sulfoacetaldehyde	1	0
C05519	L-Allothreonine	1	1
C00288	HCO3-	0	2
C00692	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	3	0
C00691	2,4,6/3,5-Pentahydroxycyclohexanone	5	3
C02463	Precorrin_2	0	2
C07836	D-glycero-beta-D-manno-Heptose_7-phosphate	1	1
C18096	D-Allulose_6-phosphate	2	0
C00269	CDP-diacylglycerol	1	5
C00498	ADP-glucose	4	3
C16219	3-Oxostearoyl-[acp]	3	3
C11538	Cobalt-sirohydrochlorin	0	2
C00504	Folate	4	8
C00263	L-Homoserine	3	16
C00262	Hypoxanthine	9	5
C00508	L-Ribulose	3	1
C00916	Cephalosporin_C	0	1
C00267	alpha-D-Glucose	12	12
C00266	Glycolaldehyde	1	0
C04046	3-D-Glucosyl-1,2-diacylglycerol	1	1
C04494	Guanosine_3'-diphosphate_5'-triphosphate	1	1
C00402	D-Aspartate	1	0
C00460	dUTP	2	2
C00463	Indole	4	3
C03319	dTDP-6-deoxy-L-mannose	2	2
C00328	L-Kynurenine	1	1
C00286	dGTP	2	11
C00283	Hydrogen_sulfide	9	14
C01962	Thiocysteine	1	0
C04691	2-Dehydro-3-deoxy-D-arabino-heptonate_7-phosphate	4	4
C01563	Carbamate	1	0
C04051	5-Amino-4-imidazolecarboxyamide	1	0
C04053	5-Dehydro-4-deoxy-D-glucuronate	0	1
C05947	L-erythro-4-Hydroxyglutamate	1	1
C05946	D-4-Hydroxy-2-oxoglutarate	2	2
C01209	Malonyl-[acyl-carrier_protein]	2	24
C00217	D-Glutamate	3	2
C00212	Adenosine	0	6
C05796	Galactan	0	2
C00606	3-Sulfino-L-alanine	1	1
C00036	Oxaloacetate	8	6
C05841	Nicotinate_D-ribonucleoside	0	2
C00035	GDP	0	4
C00033	Acetate	9	0
C00031	D-Glucose	4	4
C00137	myo-Inositol	2	5
C11539	Cobalt-precorrin_3	0	2
C00135	L-Histidine	4	2
C00134	Putrescine	2	2
C00133	D-Alanine	2	4
C00132	Methanol	0	2
C00131	dATP	7	5
C00130	IMP	3	8
C05635	5-Hydroxyindoleacetate	2	0
C05634	5-Hydroxyindoleacetaldehyde	0	2
C06508	Adenosyl_cobinamide	3	0
C00043	UDP-N-acetyl-alpha-D-glucosamine	1	2
C00042	Succinate	0	11
C00041	L-Alanine	2	5
C00040	Acyl-CoA	0	4
C00047	L-Lysine	4	1
C00046	RNA	21	3
C00044	GTP	3	11
C00793	D-Cysteine	0	1
C00049	L-Aspartate	13	25
C00048	Glyoxylate	2	1
C02642	3-Ureidopropionate	4	0
C06481	L-Seryl-tRNA(Sec)	0	2
C06482	L-Selenocysteinyl-tRNA(Sec)	2	0
C14899	3-Dehydro-L-gulonate_6-phosphate	3	0
C04236	(2S)-2-Isopropyl-3-oxosuccinate	4	0
C01101	L-Ribulose_5-phosphate	2	12
C01100	L-Histidinol_phosphate	2	6
C01103	Orotidine_5'-phosphate	0	2
C04462	N-Succinyl-2-L-amino-6-oxoheptanedioate	2	2
C12739	5'-Deoxy-5-fluorouridine	1	0
C05640	Cinnavalininate	1	0
C05125	2-(alpha-Hydroxyethyl)thiamine_diphosphate	5	1
C05648	5-Hydroxy-N-formylkynurenine	0	1
C01131	L-Rhamnulose_1-phosphate	1	0
C06416	Precorrin_5	2	0
C06002	(S)-Methylmalonate_semialdehyde	1	1
C06007	(R)-2,3-Dihydroxy-3-methylpentanoate	1	8
C06006	(S)-2-Aceto-2-hydroxybutanoate	5	4
C00191	D-Glucuronate	1	1
C00954	Indole-3-acetate	3	0
C00957	Mercaptopyruvate	1	2
C05345	beta-D-Fructose_6-phosphate	18	19
C01236	D-Glucono-1,5-lactone_6-phosphate	5	5
C00818	D-Glucarate	2	0
C00819	D-Glutamine	1	1
C00423	trans-Cinnamate	1	1
C01235	alpha-D-Galactosyl-(1->3)-1D-myo-inositol	0	2
C01035	4-Guanidinobutanoate	1	0
C01031	S-Formylglutathione	2	0
C00817	D-Altronate	3	1
C05840	Iminoaspartate	2	2
C05223	Dodecanoyl-[acyl-carrier_protein]	0	3
C00037	Glycine	9	10
C03912	(S)-1-Pyrroline-5-carboxylate	4	4
C11907	4,6-Dideoxy-4-oxo-dTDP-D-glucose	5	0
C02693	(Indol-3-yl)acetamide	0	1
C00252	Isomaltose	0	1
C00253	Nicotinate	4	0
C00251	Chorismate	4	12
C00254	Prephenate	3	1
C00255	Riboflavin	0	2
C05336	Selenomethionyl-tRNA(Met)	1	0
C00258	D-Glycerate	2	4
C00259	L-Arabinose	2	2
C16596	5-Phenyl-1,3-oxazinane-2,4-dione	2	0
C16595	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one	0	2
C01081	Thiamin_monophosphate	2	0
C01083	alpha,alpha-Trehalose	3	0
C00559	Deoxyadenosine	2	4
C00491	L-Cystine	0	1
C00492	Raffinose	2	3
C00493	Shikimate	3	5
C00555	4-Aminobutyraldehyde	0	3
C01732	Mesaconate	1	1
C00881	Deoxycytidine	0	1
C00880	D-Galactonate	0	2
C00078	L-Tryptophan	8	0
C00079	L-Phenylalanine	8	7
C00073	L-Methionine	5	4
C00071	Aldehyde	5	0
C02282	Glutaminyl-tRNA	1	1
C00074	Phosphoenolpyruvate	11	5
C00075	UTP	2	11
C03078	4-Guanidinobutanamide	0	1
C16186	L-Ascorbate_6-phosphate	0	3
C06032	D-erythro-3-Methylmalate	9	6
C00086	Urea	0	10
C00085	D-Fructose_6-phosphate	5	5
C00084	Acetaldehyde	16	12
C00083	Malonyl-CoA	21	2
C00082	L-Tyrosine	4	15
C00081	ITP	0	1
C00080	H+	2	0
C04640	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine	3	0
C03175	Shikimate_3-phosphate	3	1
C00089	Sucrose	2	7
C04646	6-Thioinosine-5'-monophosphate	1	1
C00671	(S)-3-Methyl-2-oxopentanoic_acid	9	3
C00672	2-Deoxy-D-ribose_1-phosphate	0	1
C00673	2-Deoxy-D-ribose_5-phosphate	1	1
C01250	N-Acetyl-L-glutamate_5-semialdehyde	1	4
C00679	5-Dehydro-4-deoxy-D-glucarate	0	1
C01929	L-Histidinal	3	3
C05936	N4-Acetylaminobutanal	0	2
C00106	Uracil	6	0
C00366	Urate	3	0
C00105	UMP	15	11
C00103	D-Glucose_1-phosphate	4	25
C00100	Propanoyl-CoA	1	1
C00101	Tetrahydrofolate	25	12
C02474	Arabinan	0	2
C00108	Anthranilate	9	0
C00109	2-Oxobutanoate	11	7
C04702	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)	2	2
C05764	Hexadecanoyl-[acp]	0	3
C05766	Uroporphyrinogen_I	0	1
C05761	Tetradecanoyl-[acp]	0	3
C05760	trans-Tetradec-2-enoyl-[acp]	3	0
C05763	trans-Hexadec-2-enoyl-[acp]	3	0
C05762	3-Oxohexadecanoyl-[acp]	4	2
C06892	2-Deoxy-5-keto-D-gluconic_acid	4	2
C06893	2-Deoxy-5-keto-D-gluconic_acid_6-phosphate	2	1
C00361	dGDP	4	0
C05768	Coproporphyrinogen_I	1	0
C00170	5'-Methylthioadenosine	1	1
C02670	D-Glucuronolactone	0	2
C02992	L-Threonyl-tRNA(Thr)	1	0
C00179	Agmatine	0	2
C00447	Sedoheptulose_1,7-bisphosphate	6	2
C03090	5-Phosphoribosylamine	2	5
C04260	O-D-Alanyl-poly(ribitol_phosphate)	1	0
C07086	Phenylacetic_acid	3	2
C01077	O-Acetyl-L-homoserine	0	2
C04556	4-Amino-2-methyl-5-phosphomethylpyrimidine	2	2
C01079	Protoporphyrinogen_IX	3	0
C11435	4-(Cytidine_5'-diphospho)-2-C-methyl-D-erythritol	1	2
C11436	2-Phospho-4-(cytidine_5'-diphospho)-2-C-methyl-D-erythritol	3	3
C00857	Deamino-NAD+	0	3
C00853	Cob(I)alamin	0	1
C01179	3-(4-Hydroxyphenyl)pyruvate	14	4
C04823	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole	0	3
C04411	(2R,3S)-3-Isopropylmalate	6	10
C01172	beta-D-Glucose_6-phosphate	11	8
C00473	Retinol	0	4
C18796	(2R)-2-Hydroxy-2-methylbutanenitrile	2	0
C08334	Lotaustralin	0	2
C03557	2-Aminoethylphosphonate	0	3
C03892	Phosphatidylglycerophosphate	2	0
C02412	Glycyl-tRNA(Gly)	1	0
C00680	meso-2,6-Diaminoheptanedioate	7	7
C04287	3D-(3,5/4)-Trihydroxycyclohexane-1,2-dione	3	3
C11545	Cobalt-precorrin_8	0	2
C00688	dTDP-4-dehydro-6-deoxy-beta-L-mannose	2	2
C05378	beta-D-Fructose_1,6-bisphosphate	12	20
C05379	Oxalosuccinate	6	4
C04349	(4S)-4,6-Dihydroxy-2,5-dioxohexanoate	1	0
C00511	Acrylic_acid	1	1
C00514	D-Mannonate	1	3
C16220	3-Hydroxyoctadecanoyl-[acp]	3	3
C00921	Dihydropteroate	4	2
C04294	5-(2-Hydroxyethyl)-4-methylthiazole	0	2
C01674	Chitobiose	0	2
C00458	dCTP	2	12
C00459	dTTP	0	10
C04488	5-Methyl-5,6,7,8-tetrahydromethanopterin	3	0
C00455	Nicotinamide_D-ribonucleotide	1	0
C00354	D-Fructose_1,6-bisphosphate	5	12
C16618	6-Thioxanthine_5'-monophosphate	1	1
C00330	Deoxyguanosine	0	4
C00333	D-Galacturonate	0	2
C00332	Acetoacetyl-CoA	14	7
C00334	4-Aminobutanoate	4	2
C00337	(S)-Dihydroorotate	1	3
C04688	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier_protein]	3	3
C04122	D-1-Aminopropan-2-ol_O-phosphate	0	1
C00299	Uridine	11	11
C00636	D-Mannose_1-phosphate	3	1
C00637	Indole-3-acetaldehyde	0	2
C00631	2-Phospho-D-glycerate	4	27
C00632	3-Hydroxyanthranilate	0	1
C02527	Butanoylphosphate	1	1
C01594	Linamarin	0	2
C00208	Maltose	1	1
C00415	Dihydrofolate	9	6
C00204	2-Dehydro-3-deoxy-D-gluconate	4	4
C00206	dADP	4	0
C07490	Trichloroethanol	2	0
C01217	5,6,7,8-Tetrahydromethanopterin	0	2
C01216	2-Dehydro-3-deoxy-D-galactonate	2	0
C00025	L-Glutamate	17	34
C00024	Acetyl-CoA	28	58
C00027	Hydrogen_peroxide	0	2
C00026	2-Oxoglutarate	21	16
C00021	S-Adenosyl-L-homocysteine	0	3
C00020	AMP	3	3
C00022	Pyruvate	39	31
C00143	5,10-Methylenetetrahydrofolate	4	11
C00140	N-Acetyl-D-glucosamine	2	0
C00141	3-Methyl-2-oxobutanoic_acid	14	8
C00029	UDP-glucose	1	9
C00147	Adenine	9	5
C00144	GMP	9	0
C05729	R-S-Cysteinylglycine	0	1
C04631	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine	2	7
C04633	(3R)-3-Hydroxypalmitoyl-[acyl-carrier_protein]	2	4
C02737	Phosphatidylserine	3	2
C00312	L-Xylulose	0	1
C06319	Precorrin_6Y	0	2
C02739	1-(5-Phospho-D-ribosyl)-ATP	4	8
C00666	LL-2,6-Diaminoheptanedioate	6	7
C05726	S-Substituted_L-cysteine	1	0
C00700	XTP	0	1
C00705	dCDP	4	0
C06250	Holo-[carboxylase]	4	1
C02631	2-Isopropylmaleate	10	2
C02637	3-Dehydroshikimate	6	2
C03194	(R)-1-Aminopropan-2-ol	0	1
C04419	Carboxybiotin-carboxyl-carrier_protein	1	2
C03506	Indoleglycerol_phosphate	0	8
C04752	2-Methyl-4-amino-5-hydroxymethylpyrimidine_diphosphate	2	2
C01134	Pantetheine_4'-phosphate	1	0
C00760	Cellulose	1	6
C00077	L-Ornithine	4	7
C06037	Digalactosyl-diacylglycerol	0	2
C05651	5-Hydroxykynurenine	1	0
C03511	L-Phenylalanyl-tRNA(Phe)	1	0
C05653	Formylanthranilate	0	1
C02170	Methylmalonate	1	0
C03284	L-3-Amino-isobutanoate	0	1
C03287	L-Glutamyl_5-phosphate	1	2
C06408	Precorrin_8X	2	2
C02741	Phosphoribosyl-AMP	4	0
C03125	L-Cysteinyl-tRNA(Cys)	1	0
C06407	Precorrin_4	2	2
C06406	Precorrin_3B	0	2
C03692	1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol	2	0
C20373	3-Hydroxyglutaryl-[acp]_methyl_ester	2	2
C20372	3-Ketoglutaryl-[acp]_methyl_ester	2	2
C20377	3-Hydroxypimeloyl-[acp]_methyl_ester	2	1
C20376	3-Ketopimeloyl-[acp]_methyl_ester	2	2
C20375	Glutaryl-[acp]_methyl_ester	0	2
C20374	Enoylglutaryl-[acp]_methyl_ester	2	0
C20378	Enoylpimeloyl-[acp]_methyl_ester	1	0
C00804	Propynoate	1	0
C03722	Quinolinate	2	2
C04257	N-Acetyl-D-mannosamine_6-phosphate	0	1
C00966	2-Dehydropantoate	2	1
C11540	Cobalt-precorrin_4	2	2
C11542	Cobalt-precorrin_6	2	0
C01001	Formylmethanofuran	1	6
C00416	Phosphatidate	2	1
C00417	cis-Aconitate	8	6
C17949	N-Acetyldemethylphosphinothricin	2	0
C04851	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol	2	0
C01279	4-Amino-5-hydroxymethyl-2-methylpyrimidine	2	2
C01798	D-Glucoside	0	2
C00620	alpha-D-Ribose_1-phosphate	0	6
C02686	Galactosylceramide	3	0
C05576	3,4-Dihydroxyphenylethyleneglycol	3	3
C05577	3,4-Dihydroxymandelaldehyde	3	3
C00243	Lactose	0	2
C00242	Guanine	9	5
C00245	Taurine	0	1
C00246	Butanoic_acid	1	1
C18172	Carboxyspermidine	0	1
C00624	N-Acetyl-L-glutamate	5	5
C18174	Carboxynorspermidine	0	1
C16586	2-Phenyl-1,3-propanediol_monocarbamate	0	2
C00568	4-Aminobenzoate	0	4
C01487	D-Allose	0	2
C01099	L-Fuculose_1-phosphate	0	1
C01097	D-Tagatose_6-phosphate	0	8
C00561	Mandelonitrile	4	0
C01094	D-Fructose_1-phosphate	0	5
C01721	L-Fuculose	1	0
C00565	Trimethylamine	0	3
C00068	Thiamin_diphosphate	2	7
C00342	Thioredoxin	3	7
C00343	Thioredoxin_disulfide	6	2
C00344	Phosphatidylglycerol	0	4
C00345	6-Phospho-D-gluconate	5	5
C05684	Selenite	0	1
C00061	FMN	3	1
C00063	CTP	4	9
C00062	L-Arginine	4	0
C00065	L-Serine	9	15
C00064	L-Glutamine	13	14
C00067	Formaldehyde	2	0
C11811	1-Hydroxy-2-methyl-2-butenyl_4-diphosphate	3	0
C16633	5-Fluorouridine	1	1
C16631	alpha-Fluoro-beta-ureidopropionic_acid	1	0
C16630	5,6-Dihydro-5-fluorouracil	0	1
C16635	5'-Deoxy-5-fluorocytidine	0	1
C16634	5-Fluorouridine_monophosphate	1	0
C19673	Malonyl-[acp]_methyl_ester	0	2
C00136	Butanoyl-CoA	1	4
C05923	2,5-Diaminopyrimidine_nucleoside_triphosphate	2	2
C05922	Formamidopyrimidine_nucleoside_triphosphate	2	2
C05921	Biotinyl-5'-AMP	2	2
C16737	5-Deoxy_glucuronic_acid	3	3
C04079	N-((R)-Pantothenoyl)-L-cysteine	0	1
C02226	2-Methylmaleate	12	8
C00668	alpha-D-Glucose_6-phosphate	24	13
C01269	5-O-(1-Carboxyvinyl)-3-phosphoshikimate	1	3
C00663	beta-D-Glucose_1-phosphate	0	1
C00988	2-Phosphoglycolate	0	3
C00117	D-Ribose_5-phosphate	15	14
C00116	Glycerol	3	1
C00111	Glycerone_phosphate	35	6
C02380	6-Mercaptopurine	0	1
C00112	CDP	0	4
C00119	5-Phospho-alpha-D-ribose_1-diphosphate	12	6
C00118	D-Glyceraldehyde_3-phosphate	27	19
C03492	D-4'-Phosphopantothenate	2	0
C01346	dUDP	2	0
C00232	Succinate_semialdehyde	2	1
C11924	Perillic_acid	2	0
C06441	L-Xylulose_1-phosphate	1	0
C00681	1-Acyl-sn-glycerol_3-phosphate	4	2
C14145	(3S)-3-Hydroxyadipyl-CoA	0	4
C05753	3-Oxodecanoyl-[acp]	4	2
C05754	trans-Dec-2-enoyl-[acp]	3	0
C05755	Decanoyl-[acp]	0	3
C03167	Phosphonoacetaldehyde	4	2
C05757	(R)-3-Hydroxydodecanoyl-[acp]	3	3
C05758	trans-Dodec-2-enoyl-[acp]	3	0
C05759	3-Oxotetradecanoyl-[acp]	3	3
C00249	Hexadecanoic_acid	0	3
C00188	L-Threonine	1	11
C00189	Ethanolamine	0	2
C02702	L-Prolyl-tRNA(Pro)	1	0
C02700	L-Formylkynurenine	1	2
C00185	Cellobiose	2	4
C00183	L-Valine	5	7
C00180	Benzoate	4	0
C19891	D-chiro-Inositol	0	2
C05985	2-Propynal	0	1
C04216	all-trans-Heptaprenyl_diphosphate	2	0
C02839	L-Tyrosyl-tRNA(Tyr)	1	0
C04352	(R)-4'-Phosphopantothenoyl-L-cysteine	1	0
C01165	L-Glutamate_5-semialdehyde	2	1
C16348	cis-3-Chloroallyl_aldehyde	7	5
C16587	3-Carbamoyl-2-phenylpropionaldehyde	2	0
C02946	4-Acetamidobutanoate	2	0
C00327	L-Citrulline	4	0
C00842	dTDP-glucose	4	5
C00844	Prunasin	2	4
C17401	Cobalt-factor_III	2	0
C05100	3-Ureidoisobutyrate	2	0
C02291	L-Cystathionine	0	4
C09815	Benzamide	0	2
C06148	2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine	2	2
C00424	(S)-Lactaldehyde	1	0
C05750	3-Oxooctanoyl-[acp]	4	2
C03127	L-Isoleucyl-tRNA(Ile)	1	0
C00019	S-Adenosyl-L-methionine	3	1
C16551	Alcophosphamide	2	0
C05751	trans-Oct-2-enoyl-[acp]	3	0
C01290	beta-D-Galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide	0	2
C04327	4-Methyl-5-(2-phosphoethyl)-thiazole	2	2
C18239	Precursor_Z	2	0
C00446	alpha-D-Galactose_1-phosphate	3	1
C00445	5,10-Methenyltetrahydrofolate	1	1
C01762	Xanthosine	0	6
C00441	L-Aspartate_4-semialdehyde	18	9
C00440	5-Methyltetrahydrofolate	9	11
C04281	L-1-Pyrroline-3-hydroxy-5-carboxylate	2	2
C19878	D-glycero-alpha-D-manno-Heptose_7-phosphate	1	0
C00526	Deoxyuridine	1	4
C11453	2-C-Methyl-D-erythritol_2,4-cyclodiphosphate	2	4
C00522	(R)-Pantoate	1	2
C03263	Coproporphyrinogen_III	3	3
C04882	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine	2	1
C16221	(2E)-Octadecenoyl-[acp]	3	0
C01190	beta-D-Glucosyl-(1<->1)-ceramide	2	0
C01909	Dethiobiotin	1	1
C00186	(S)-Lactate	1	4
C04133	N-Acetyl-L-glutamate_5-phosphate	5	0
C03838	5'-Phosphoribosylglycinamide	3	3
C05400	Epimelibiose	0	2
C05401	3-beta-D-Galactosyl-sn-glycerol	0	2
C05402	Melibiose	3	2
C05404	D-Gal_alpha_1->6D-Gal_alpha_1->6D-Glucose	1	2
C03939	Acetyl-[acyl-carrier_protein]	2	7
C04039	2,3-Dihydroxy-3-methylbutanoate	1	1
C05335	L-Selenomethionine	1	1
C04895	7,8-Dihydroneopterin_3'-triphosphate	2	2
C01228	Guanosine_3',5'-bis(diphosphate)	1	0
C00785	Urocanate	2	0
C00231	D-Xylulose_5-phosphate	30	3
C01345	dITP	0	1
C00233	4-Methyl-2-oxopentanoate	7	2
C00234	10-Formyltetrahydrofolate	2	4
C01613	Stachyose	0	3
C00237	CO	9	8
C00010	CoA	1	0
C05984	2-Hydroxybutanoic_acid	0	1
C00014	Ammonia	22	7
C05980	Cardiolipin	4	0
C00016	FAD	1	1
C00018	Pyridoxal_phosphate	2	0
C05823	3-Mercaptolactate	1	0
C00153	Nicotinamide	2	0
C00152	L-Asparagine	4	9
C00155	L-Homocysteine	6	4
C02835	Imidazole-4-acetate	1	0
C06399	Hydrogenobyrinate	2	0
C00039	DNA	35	5
C00194	Cobamide_coenzyme	1	0
C03618	L-threo-3-Methylaspartate	1	1
C02336	beta-D-Fructose	5	2
C05756	3-Oxododecanoyl-[acp]	3	3
C02331	Vinylacetyl-CoA	4	3
C04628	Coenzyme_B	8	0
C03785	D-Tagatose_1,6-bisphosphate	8	0
C04620	(3R)-3-Hydroxyoctanoyl-[acyl-carrier_protein]	2	4
C00429	5,6-Dihydrouracil	0	4
C00448	trans,trans-Farnesyl_diphosphate	0	4
C04677	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide	3	4
C00300	Creatine	1	0
C00301	ADP-ribose	0	1
C00718	Amylose	6	3
C06899	Chloral_hydrate	0	2
C02232	3-Oxoadipyl-CoA	4	0
C00309	D-Ribulose	1	1
C14089	1-Hydroxymethylnaphthalene	0	9
C02554	L-Valyl-tRNA(Val)	1	0
C02909	(2-Naphthyl)methanol	0	9
C17556	di-trans,poly-cis-Undecaprenyl_phosphate	0	2
C04442	2-Dehydro-3-deoxy-6-phospho-D-gluconate	4	4
C16216	3-Oxostearoyl-CoA	0	2
C01127	4-Hydroxy-2-oxoglutarate	0	1
C05665	3-Aminopropanal	0	1
C05143	Dhurrin	0	2
C03508	L-2-Amino-3-oxobutanoic_acid	1	0
C06187	Arbutin_6-phosphate	0	1
C03291	L-Xylulose_5-phosphate	3	1
C00655	Xanthosine_5'-phosphate	6	5
C18902	Methylselenic_acid	0	1
C03294	N-Formylmethionyl-tRNA	1	0
C03112	Deacetylcephalosporin_C	1	0
C14180	S-(Hydroxymethyl)glutathione	0	2
C06611	trans-3-Chloro-2-propene-1-ol	3	6
C06612	cis-3-Chloro-2-propene-1-ol	3	6
C06613	trans-3-Chloroallyl_aldehyde	7	5
C06614	trans-3-Chloroacrylic_acid	2	1
