compound_code	compound_name	cumulative_metabolite_score	consumption_score	production_score	percentile
C00226	Primary_alcohol	12.6338476134	12.634	0.0	90.0
C00224	Adenylyl_sulfate	-9.896	0.0	-9.896	80.0
C01236	D-Glucono-1,5-lactone_6-phosphate	10.5295940177	10.53	0.0	90.0
C00221	beta-D-Glucose	-10.7210743882	4.954	-10.747	90.0
C00385	Xanthine	-7.08933606814	0.0	-7.089	60.0
C05223	Dodecanoyl-[acyl-carrier_protein]	10.0808712822	10.197	-6.508	80.0
C02504	alpha-Isopropylmalate	0.503	0.503	0.0	50.0
C02505	2-Phenylacetamide	7.781	7.781	0.0	60.0
C00229	Acyl-carrier_protein	8.87661016579	8.877	0.0	70.0
C00882	Dephospho-CoA	-6.64344542038	8.034	-8.5	60.0
C03539	S-Ribosyl-L-homocysteine	10.4774401923	10.492	-3.807	90.0
C16392	4-Hydroxylamino-2,6-dinitrotoluene	-8.29	0.0	-8.29	70.0
C16393	2-Hydroxylamino-4,6-dinitrotoluene	-8.29	0.0	-8.29	70.0
C16396	2,4-Diamino-6-nitrotoluene	7.196	7.196	0.0	60.0
C00546	Methylglyoxal	-7.07643177617	0.0	-7.076	60.0
C16399	2,4-Diamino-6-hydroxylaminotoluene	-7.196	0.0	-7.196	60.0
C00508	L-Ribulose	-6.55468002479	0.0	-6.555	50.0
C00366	Urate	-9.967	0.0	-9.967	80.0
C02291	L-Cystathionine	8.65664962125	8.657	0.0	70.0
C00364	dTMP	-5.68288350193	7.489	-7.852	50.0
C00365	dUMP	-9.14428867163	1.874	-9.154	80.0
C00362	dGMP	-5.392	0.0	-5.392	50.0
C16244	Cobalt-precorrin_7	1.0	1.0	0.0	50.0
C00009	Orthophosphate	-9.57762570117	0.0	-9.578	80.0
C00361	dGDP	11.8297413956	11.884	-7.112	90.0
C00007	Oxygen	8.77786365296	8.778	0.0	70.0
C00006	NADP+	10.5325533169	10.548	-4.0	90.0
C00005	NADPH	-10.7509205321	5.7	-10.794	90.0
C00003	NAD+	-8.45688758734	0.0	-8.457	70.0
C00002	ATP	-9.2221829923	8.92	-10.079	80.0
C00369	Starch	9.73138426558	9.731	0.0	80.0
C05703	Methaneselenol	-11.0145414582	0.0	-11.015	90.0
C00376	Retinal	-11.8069255455	0.0	-11.807	90.0
C03582	Resveratrol	7.267	7.267	0.0	60.0
C01412	Butanal	13.241654383	13.242	0.0	90.0
C16619	6-Thioguanosine_monophosphate	-10.2820101365	0.0	-10.282	90.0
C11062	4-Hydroxybutyryl-CoA	7.629	7.629	0.0	60.0
C02612	(R)-2-Methylmalate	0.585	0.585	0.0	50.0
C04652	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine	-9.536	0.0	-9.536	80.0
C16615	6-Methylthiopurine_5'-monophosphate_ribonucleotide	-10.1959995409	0.0	-10.196	90.0
C16614	6-Methylmercaptopurine	10.1959995409	10.196	0.0	90.0
C00645	N-Acetyl-D-mannosamine	-9.87349751196	0.0	-9.873	80.0
C00099	beta-Alanine	3.81553401818	6.977	-6.806	50.0
C00310	D-Xylulose	-7.44264182978	0.0	-7.443	60.0
C00641	1,2-Diacyl-sn-glycerol	9.5982491427	9.598	0.0	80.0
C01931	L-Lysyl-tRNA	-10.4159550389	0.0	-10.416	90.0
C00315	Spermidine	-5.406	0.0	-5.406	50.0
C00314	Pyridoxine	12.2482663423	12.28	-6.759	90.0
C00090	Catechol	-7.267	0.0	-7.267	60.0
C00091	Succinyl-CoA	-9.95889969369	9.241	-10.644	80.0
C00760	Cellulose	-0.737	0.0	-0.737	50.0
C00093	sn-Glycerol_3-phosphate	-8.53488036895	8.347	-9.444	70.0
C00094	Sulfite	-7.24241188873	0.0	-7.242	60.0
C00095	D-Fructose	10.1722522669	10.176	-1.7	90.0
C00096	GDP-mannose	10.718	10.718	0.0	90.0
C00097	L-Cysteine	-7.42445886918	4.157	-7.567	60.0
C14099	2-Naphthaldehyde	-12.6338476134	0.0	-12.634	90.0
C05729	R-S-Cysteinylglycine	9.70197445899	9.702	0.0	80.0
C14818	Fe2+	9.02536335298	9.025	0.0	80.0
C14090	1-Naphthaldehyde	-12.6338476134	0.0	-12.634	90.0
C05814	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone	-8.52	0.0	-8.52	70.0
C14095	2-Hydroxy-3-carboxybenzalpyruvate	6.267	6.267	0.0	50.0
C15667	5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole	-10.4954932458	3.322	-10.505	90.0
C14096	3-Formylsalicylic_acid	-6.267	0.0	-6.267	50.0
C11941	Pinocarveol	-7.267	0.0	-7.267	60.0
C04732	5-Amino-6-(1-D-ribitylamino)uracil	9.57778071706	9.578	0.0	80.0
C06193	Guanosine_3'-phosphate	-8.243	0.0	-8.243	70.0
C11945	trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA	8.364	8.364	0.0	70.0
C05172	Selenophosphoric_acid	-6.285	0.0	-6.285	50.0
C11947	3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA	-8.364	0.0	-8.364	70.0
C11948	2,6-Dimethyl-5-methylene-3-oxo-heptanoyl-CoA	7.55501757692	7.555	0.0	60.0
C11949	3-Isopropylbut-3-enoyl-CoA	-7.55501757692	0.0	-7.555	60.0
C17560	2-Polyprenyl-6-methoxy-1,4-benzoquinone	8.52	8.52	0.0	70.0
C17561	2-Polyprenyl-3-methyl-6-methoxy-1,4-benzoquinone	-8.52	0.0	-8.52	70.0
C00828	Menaquinone	-8.52	0.0	-8.52	70.0
C00575	3',5'-Cyclic_AMP	-9.155	0.0	-9.155	80.0
C05775	alpha-Ribazole	8.2528806224	8.267	-1.585	70.0
C07118	Benzoyl_acetyl-CoA	7.55501757692	7.555	0.0	60.0
C05773	Cobyrinate	-3.17	0.0	-3.17	50.0
C14762	13(S)-HODE	11.293	11.293	0.0	90.0
C00870	4-Nitrophenol	-9.23862534258	0.0	-9.239	80.0
C05778	Sirohydrochlorin	2.807	2.807	0.0	50.0
C05670	3-Aminopropiononitrile	2.585	2.585	0.0	50.0
C00164	Acetoacetate	-4.476	0.0	-4.476	50.0
C00166	Phenylpyruvate	-3.31464297872	4.713	-5.177	50.0
C00167	UDP-glucuronate	6.81970637237	7.044	-4.248	60.0
C00160	Glycolate	-8.83058580943	7.647	-9.357	70.0
C00180	Benzoate	-8.68101777193	0.0	-8.681	70.0
C00162	Fatty_acid	1.0	1.0	0.0	50.0
C00163	Propanoate	10.9655895034	10.966	0.0	90.0
C02984	L-Aspartyl-tRNA(Asp)	-10.9023988228	0.0	-10.902	90.0
C03267	beta-D-Fructose_2-phosphate	9.678	9.678	0.0	80.0
C02987	L-Glutamyl-tRNA(Glu)	-8.5956165371	8.539	-9.568	70.0
C19878	D-glycero-alpha-D-manno-Heptose_7-phosphate	-8.957	0.0	-8.957	70.0
C00169	Carbamoyl_phosphate	-9.39302331535	0.0	-9.393	80.0
C02047	L-Leucyl-tRNA	-10.2311137908	0.0	-10.231	90.0
C14787	(1S,2R)-Naphthalene_1,2-oxide	10.165	10.165	0.0	80.0
C00530	Hydroquinone	-8.134	0.0	-8.134	70.0
C03082	4-Phospho-L-aspartate	-6.38494643218	7.634	-8.141	50.0
C04377	5,10-Methylenetetrahydromethanopterin	-10.8729550772	0.0	-10.873	90.0
C04376	5'-Phosphoribosyl-N-formylglycinamide	9.25046548048	9.25	0.0	80.0
C20396	Methylphosphonate	6.15	6.15	0.0	50.0
C20258	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate	-10.1948844789	6.414	-10.296	90.0
C03160	2-Succinylbenzoyl-CoA	-4.322	0.0	-4.322	50.0
C00861	L-Rhamnulose	6.443	6.443	0.0	60.0
C00860	L-Histidinol	-8.00607121577	0.0	-8.006	70.0
C00329	D-Glucosamine	2.585	2.585	0.0	50.0
C02962	D-Allose_6-phosphate	6.95380182566	6.954	0.0	60.0
C00864	Pantothenate	-6.31421879377	8.101	-8.468	50.0
C04272	(R)-2,3-Dihydroxy-3-methylbutanoate	8.23780998795	8.238	0.0	70.0
C01380	Ethylene_glycol	10.52	10.52	0.0	90.0
C06723	6-Carboxyhex-2-enoyl-CoA	6.267	6.267	0.0	50.0
C01419	Cys-Gly	9.70197445899	9.702	0.0	80.0
C03360	4-Nitrophenyl_phosphate	9.23862534258	9.239	0.0	80.0
C01149	4-Trimethylammoniobutanal	1.0	1.0	0.0	50.0
C01144	(S)-3-Hydroxybutanoyl-CoA	-6.2795488857	5.759	-7.043	50.0
C01146	2-Hydroxy-3-oxopropanoate	5.781	5.781	0.0	50.0
C04421	N-Succinyl-LL-2,6-diaminoheptanedioate	7.93670955123	7.937	0.0	70.0
C01143	(R)-5-Diphosphomevalonate	6.807	6.807	0.0	60.0
C01142	(3S)-3,6-Diaminohexanoate	-4.392	0.0	-4.392	50.0
C12448	Ecgonine_methyl_ester	8.134	8.134	0.0	70.0
C06548	Ethylene_oxide	11.293	11.293	0.0	90.0
C06510	Adenosine-GDP-cobinamide	5.3924886238	5.644	-3.0	50.0
C06041	Glycerophosphoglycoglycerolipid	-7.864	0.0	-7.864	70.0
C06040	Diglucosyl-diacylglycerol	-10.5032372148	7.864	-10.718	90.0
C07090	Protoanemonin	9.101	9.101	0.0	80.0
C03402	L-Asparaginyl-tRNA(Asn)	-9.506375812	0.0	-9.506	80.0
C17962	Demethylphosphinothricin	7.852	7.852	0.0	70.0
C03406	N-(L-Arginino)succinate	-6.32199798022	4.0	-6.585	50.0
C14855	4,5-Dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene	-10.165	0.0	-10.165	80.0
C05512	Deoxyinosine	-7.3109055155	7.631	-8.48	60.0
C04186	5-Carboxymethyl-2-hydroxymuconate	-6.285	0.0	-6.285	50.0
C07645	Aldophosphamide	11.9908836321	11.991	0.0	90.0
C00086	Urea	6.807	6.807	0.0	60.0
C07648	Thioguanine	10.1959995409	10.196	0.0	90.0
C07649	5-FU	11.195	11.195	0.0	90.0
C02353	2',3'-Cyclic_AMP	8.243	8.243	0.0	70.0
C00327	L-Citrulline	8.1382138089	8.138	0.0	70.0
C00692	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	-4.6472699914	7.87	-8.017	50.0
C06250	Holo-[carboxylase]	-8.72700692629	4.719	-8.814	70.0
C00084	Acetaldehyde	11.4940028906	11.926	-9.977	90.0
C02463	Precorrin_2	-8.69358381106	1.585	-8.704	70.0
C05269	3-Oxohexanoyl-CoA	-8.35603364731	0.0	-8.356	70.0
C00695	Cholic_acid	-8.276	0.0	-8.276	70.0
C05264	(S)-Hydroxydecanoyl-CoA	8.364	8.364	0.0	70.0
C03232	3-Phosphonooxypyruvate	-9.58839956744	7.25	-9.849	80.0
C18096	D-Allulose_6-phosphate	-6.95380182566	0.0	-6.954	60.0
C00638	Long-chain_fatty_acid	7.349	7.349	0.0	60.0
C02354	2',3'-Cyclic_CMP	8.243	8.243	0.0	70.0
C14861	S-(2,2-Dichloro-1-hydroxy)ethyl_glutathione	-10.165	0.0	-10.165	80.0
C00269	CDP-diacylglycerol	-7.83615464509	1.322	-7.852	70.0
C09814	Benzonitrile	5.17	5.17	0.0	50.0
C00506	L-Cysteate	7.375	7.375	0.0	60.0
C11538	Cobalt-sirohydrochlorin	-3.907	0.0	-3.907	50.0
C00263	L-Homoserine	-4.27340782351	0.0	-4.273	50.0
C00262	Hypoxanthine	8.19836336992	9.267	-8.333	70.0
C16217	3-Hydroxyoctadecanoyl-CoA	-12.0092849847	0.0	-12.009	90.0
C16216	3-Oxostearoyl-CoA	12.0092849847	12.009	0.0	90.0
C00267	alpha-D-Glucose	8.07295782586	8.073	0.0	70.0
C00266	Glycolaldehyde	-10.1021554869	0.0	-10.102	80.0
C04494	Guanosine_3'-diphosphate_5'-triphosphate	9.54232439327	9.685	-6.276	80.0
C14839	Bromobenzene-3,4-oxide	10.165	10.165	0.0	80.0
C00402	D-Aspartate	-9.61504065034	0.0	-9.615	80.0
C00464	Mannan	-10.718	0.0	-10.718	90.0
C18242	2,3,5-Trichlorodienelactone	9.101	9.101	0.0	80.0
C00460	dUTP	9.38258594194	9.383	0.0	80.0
C00463	Indole	-8.711	0.0	-8.711	70.0
C02814	Benzene-1,2,4-triol	-7.267	0.0	-7.267	60.0
C00286	dGTP	-11.9005391273	0.0	-11.901	90.0
C04742	(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate	-8.253	0.0	-8.253	70.0
C01161	3,4-Dihydroxyphenylacetate	2.322	2.322	0.0	50.0
C00283	Hydrogen_sulfide	10.3715280405	10.372	0.0	90.0
C00282	Hydrogen	-5.0	0.0	-5.0	50.0
C04432	tRNA_containing_6-isopentenyladenosine	-7.735	0.0	-7.735	60.0
C01962	Thiocysteine	-8.65664962125	0.0	-8.657	70.0
C18304	2-Chloro-5-methyl-cis-dienelactone	9.101	9.101	0.0	80.0
C05427	Phytyl_diphosphate	9.26418191525	9.264	0.0	80.0
C05688	L-Selenocysteine	9.418	9.418	0.0	80.0
C04431	cis-4-Carboxymethylenebut-2-en-4-olide	9.101	9.101	0.0	80.0
C04691	2-Dehydro-3-deoxy-D-arabino-heptonate_7-phosphate	-1.0	0.0	-1.0	50.0
C01563	Carbamate	-9.602	0.0	-9.602	80.0
C02218	Dehydroalanine	-9.48354128411	0.0	-9.484	80.0
C04052	5-Carboxy-2-oxohept-3-enedioate	6.267	6.267	0.0	50.0
C02262	D-Galactosamine	7.007	7.007	0.0	60.0
C02265	D-Phenylalanine	7.248	7.248	0.0	60.0
C15815	C15815	7.248	7.248	0.0	60.0
C02191	Protoporphyrin	8.95164408223	8.952	0.0	80.0
C01367	3'-AMP	-8.243	0.0	-8.243	70.0
C01209	Malonyl-[acyl-carrier_protein]	10.0895033868	10.193	-6.344	80.0
C00942	3',5'-Cyclic_GMP	-9.155	0.0	-9.155	80.0
C00219	Arachidonate	7.728	7.728	0.0	60.0
C00601	Phenylacetaldehyde	5.555	5.555	0.0	50.0
C00217	D-Glutamate	7.7277562514	7.728	0.0	60.0
C00214	Thymidine	-9.44500557602	0.0	-9.445	80.0
C01168	Pseudouridine_5'-phosphate	-9.22538722521	0.0	-9.225	80.0
C00212	Adenosine	8.12927706077	8.129	0.0	70.0
C13309	2-Phytyl-1,4-naphthoquinone	7.098	7.098	0.0	60.0
C00606	3-Sulfino-L-alanine	-5.719	0.0	-5.719	50.0
C05840	Iminoaspartate	-5.45912862568	0.0	-5.459	50.0
C05841	Nicotinate_D-ribonucleoside	6.92864632755	8.884	-8.454	60.0
C00035	GDP	-10.9447560526	0.0	-10.945	90.0
C05844	5-L-Glutamyl-taurine	-2.585	0.0	-2.585	50.0
C00033	Acetate	10.8345451875	10.835	0.0	90.0
C00031	D-Glucose	-10.6228163933	5.63	-10.667	90.0
C00137	myo-Inositol	-10.9338352474	0.0	-10.934	90.0
C11539	Cobalt-precorrin_3	3.7	3.7	0.0	50.0
C00135	L-Histidine	9.66540119002	9.665	0.0	80.0
C00134	Putrescine	-8.55129880321	2.874	-8.579	70.0
C00133	D-Alanine	12.0266541428	12.072	-7.068	90.0
C00131	dATP	10.1294768661	10.43	-8.019	80.0
C00130	IMP	-8.88119899794	0.0	-8.881	70.0
C05635	5-Hydroxyindoleacetate	-1.0	0.0	-1.0	50.0
C05634	5-Hydroxyindoleacetaldehyde	1.0	1.0	0.0	50.0
C03221	2-trans-Dodecenoyl-CoA	-7.102	0.0	-7.102	60.0
C02723	N-Methylputrescine	6.7	6.7	0.0	60.0
C19880	D-glycero-alpha-D-manno-Heptose_1-phosphate	-8.0	0.0	-8.0	70.0
C06112	L-Glutamyl-tRNA(Gln)	8.821	8.821	0.0	70.0
C00043	UDP-N-acetyl-alpha-D-glucosamine	-9.03648818801	0.0	-9.036	70.0
C00042	Succinate	11.8560280406	11.856	0.0	90.0
C00041	L-Alanine	-9.65201958642	6.271	-9.784	80.0
C00040	Acyl-CoA	9.91171002851	9.912	0.0	80.0
C00047	L-Lysine	9.48389824567	9.484	0.0	80.0
C00046	RNA	10.5579115523	11.244	-9.842	90.0
C05280	cis,cis-3,6-Dodecadienoyl-CoA	8.044	8.044	0.0	70.0
C00044	GTP	-9.5604218311	8.987	-10.302	80.0
C00793	D-Cysteine	8.418	8.418	0.0	70.0
C00049	L-Aspartate	-11.586966113	5.742	-11.612	90.0
C00048	Glyoxylate	-9.42737848942	0.0	-9.427	80.0
C02642	3-Ureidopropionate	-9.58688407641	0.0	-9.587	80.0
C05399	Melibiitol	13.01181338	13.012	0.0	90.0
C06481	L-Seryl-tRNA(Sec)	-9.38387030738	8.669	-10.07	80.0
C20440	alpha-D-Ribose_1,2-cyclic_phosphate_5-phosphate	6.47589784414	6.476	0.0	60.0
C06482	L-Selenocysteinyl-tRNA(Sec)	-8.669	0.0	-8.669	70.0
C14899	3-Dehydro-L-gulonate_6-phosphate	-8.51562107901	0.0	-8.516	70.0
C00312	L-Xylulose	8.257	8.257	0.0	70.0
C04236	(2S)-2-Isopropyl-3-oxosuccinate	-1.0	0.0	-1.0	50.0
C04230	1-Acyl-sn-glycero-3-phosphocholine	-7.728	0.0	-7.728	60.0
C04233	2-Acyl-sn-glycero-3-phosphocholine	-7.728	0.0	-7.728	60.0
C01101	L-Ribulose_5-phosphate	-9.03943001804	4.7	-9.109	70.0
C01100	L-Histidinol_phosphate	5.90691945991	5.907	0.0	50.0
C01103	Orotidine_5'-phosphate	7.20630198394	7.319	-3.585	60.0
C04462	N-Succinyl-2-L-amino-6-oxoheptanedioate	-6.9183051923	0.0	-6.918	60.0
C01107	(R)-5-Phosphomevalonate	-4.807	0.0	-4.807	50.0
C02888	Sorbose_1-phosphate	-11.293	0.0	-11.293	90.0
C20423	alpha-D-Ribose_1-methylphosphonate_5-phosphate	-1.0	0.0	-1.0	50.0
C05125	2-(alpha-Hydroxyethyl)thiamine_diphosphate	8.3065838869	8.312	-0.252	70.0
C05122	Taurocholate	8.276	8.276	0.0	70.0
C01131	L-Rhamnulose_1-phosphate	-6.989	0.0	-6.989	60.0
C19879	D-glycero-alpha-D-manno-Heptose_1,7-bisphosphate	8.0	8.0	0.0	70.0
C11583	4-Glutathionyl_cyclophosphamide	-10.165	0.0	-10.165	80.0
C15556	L-3,4-Dihydroxybutan-2-one_4-phosphate	-7.18	0.0	-7.18	60.0
C06416	Precorrin_5	-3.807	0.0	-3.807	50.0
C06000	(S)-3-Hydroxyisobutyryl-CoA	-8.364	0.0	-8.364	70.0
C06002	(S)-Methylmalonate_semialdehyde	-8.15893986471	1.0	-8.169	70.0
C06007	(R)-2,3-Dihydroxy-3-methylpentanoate	8.23780998795	8.238	0.0	70.0
C06006	(S)-2-Aceto-2-hydroxybutanoate	-10.3177608576	0.0	-10.318	90.0
C00227	Acetyl_phosphate	-9.97035404364	0.429	-9.972	80.0
C16565	Aminopropylcadaverine	-8.51192596097	0.0	-8.512	70.0
C20422	alpha-D-Ribose_1-methylphosphonate_5-triphosphate	4.907	4.907	0.0	50.0
C16254	[Dihydrolipoyllysine-residue_succinyltransferase]_S-succinyldihydrolipoyllysine	-9.852	0.0	-9.852	80.0
C02492	1,4-beta-D-Mannan	-10.718	0.0	-10.718	90.0
C00679	5-Dehydro-4-deoxy-D-glucarate	9.728	9.728	0.0	80.0
C16255	[Dihydrolipoyllysine-residue_acetyltransferase]_S-acetyldihydrolipoyllysine	-10.6630525918	0.0	-10.663	90.0
C00954	Indole-3-acetate	-6.44808161478	0.0	-6.448	50.0
C00957	Mercaptopyruvate	12.2147086052	12.222	-4.59	90.0
C03546	myo-Inositol_4-phosphate	10.3717394209	10.372	0.0	90.0
C04302	N-(5-Phospho-D-ribosyl)anthranilate	7.209	7.209	0.0	60.0
C00603	(-)-Ureidoglycolate	-7.033	0.0	-7.033	60.0
C05345	beta-D-Fructose_6-phosphate	11.0180539845	11.109	-7.072	90.0
C00222	3-Oxopropanoate	6.071	6.071	0.0	50.0
C00818	D-Glucarate	-1.0	0.0	-1.0	50.0
C00424	(S)-Lactaldehyde	-9.24675739332	0.0	-9.247	80.0
C00429	5,6-Dihydrouracil	9.58688407641	9.587	0.0	80.0
C01031	S-Formylglutathione	7.562	7.562	0.0	60.0
C00817	D-Altronate	-6.231	0.0	-6.231	50.0
C05766	Uroporphyrinogen_I	8.124	8.124	0.0	70.0
C03451	(R)-S-Lactoylglutathione	7.96043788333	7.96	0.0	70.0
C06399	Hydrogenobyrinate	-3.17	0.0	-3.17	50.0
C01113	D-Galactose_6-phosphate	-6.267	0.0	-6.267	50.0
C00387	Guanosine	5.71188245745	8.607	-8.399	50.0
C05466	Glycochenodeoxycholate	8.276	8.276	0.0	70.0
C00037	Glycine	10.2748618575	10.283	-2.818	90.0
C15809	Iminoglycine	7.248	7.248	0.0	60.0
C16698	N-Acetylmuramic_acid_6-phosphate	-3.248	0.0	-3.248	50.0
C03859	D-Glucosyllipopolysaccharide	-7.925	0.0	-7.925	70.0
C11907	4,6-Dideoxy-4-oxo-dTDP-D-glucose	-7.401	0.0	-7.401	60.0
C02512	3-Cyano-L-alanine	2.585	2.585	0.0	50.0
C00032	Heme	-7.44317351422	5.492	-7.775	60.0
C02225	2-Methylcitrate	1.0	1.0	0.0	50.0
C02693	(Indol-3-yl)acetamide	7.781	7.781	0.0	60.0
C00253	Nicotinate	-9.25865291196	2.663	-9.273	80.0
C00250	Pyridoxal	12.2561896451	12.28	-6.349	90.0
C00251	Chorismate	-6.67452075213	1.773	-6.722	60.0
C00256	(R)-Lactate	9.68946251053	9.689	0.0	80.0
C00257	D-Gluconic_acid	8.323	8.323	0.0	70.0
C05338	4-Hydroxyphenylacetyl-CoA	7.55501757692	7.555	0.0	60.0
C00255	Riboflavin	9.08969456214	9.09	0.0	80.0
C05336	Selenomethionyl-tRNA(Met)	-9.43507396121	0.0	-9.435	80.0
C00392	Mannitol	7.98302683417	7.983	0.0	70.0
C00258	D-Glycerate	-6.70772087402	5.907	-7.362	60.0
C05335	L-Selenomethionine	8.62498629337	9.382	-8.09	70.0
C16596	5-Phenyl-1,3-oxazinane-2,4-dione	-11.8069255455	0.0	-11.807	90.0
C00395	Penicillin	7.476	7.476	0.0	60.0
C04390	N6-Acetyl-LL-2,6-diaminoheptanedioate	-8.01472998479	4.755	-8.158	70.0
C01081	Thiamin_monophosphate	-7.16031371055	0.0	-7.16	60.0
C01083	alpha,alpha-Trehalose	10.0942807057	10.094	0.0	80.0
C00559	Deoxyadenosine	-7.57698473119	2.874	-7.631	60.0
C00491	L-Cystine	8.65664962125	8.657	0.0	70.0
C00492	Raffinose	-9.07666600366	1.0	-9.082	80.0
C00493	Shikimate	-0.341	0.0	-0.341	50.0
C00555	4-Aminobutyraldehyde	4.45949698707	4.459	0.0	50.0
C01089	(R)-3-Hydroxybutanoate	5.285	5.285	0.0	50.0
C00885	Isochorismate	-5.087	0.0	-5.087	50.0
C01322	RX	10.165	10.165	0.0	80.0
C00498	ADP-glucose	-9.83001576974	0.0	-9.83	80.0
C00499	Allantoate	-6.75542522383	3.907	-6.943	60.0
C00881	Deoxycytidine	-8.33840274119	4.755	-8.454	70.0
C13634	2,3-Bis(4-hydroxyphenyl)-1,2-propanediol	-7.267	0.0	-7.267	60.0
C00078	L-Tryptophan	9.61745999914	9.617	0.0	80.0
C00079	L-Phenylalanine	6.68210012746	7.01	-4.711	60.0
C04593	(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate	-10.212	0.0	-10.212	90.0
C01302	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose_5-phosphate	-7.209	0.0	-7.209	60.0
C00072	Ascorbate	9.77713007449	9.777	0.0	80.0
C00073	L-Methionine	-7.82611763482	5.442	-8.079	70.0
C00071	Aldehyde	-12.1778147049	0.0	-12.178	90.0
