Compound_code	Metabolite_name	Importance_score	p_value
C04823	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole	3.459	n.s.
C01172	beta-D-Glucose_6-phosphate	2.663	<0.05
C03892	Phosphatidylglycerophosphate	-4.392	<0.05
C02412	Glycyl-tRNA(Gly)	-3.585	n.s.
C00680	meso-2,6-Diaminoheptanedioate	-1.051	n.s.
C02553	L-Seryl-tRNA(Ser)	-3.907	n.s.
C05378	beta-D-Fructose_1,6-bisphosphate	-4.807	<0.05
C00831	Pantetheine	2.585	<0.05
C20239	6-Carboxy-5,6,7,8-tetrahydropterin	1.0	n.s.
C00514	D-Mannonate	1.585	<0.05
C00921	Dihydropteroate	2.807	n.s.
C00458	dCTP	-4.728	<0.05
C00459	dTTP	3.392	<0.05
C00455	Nicotinamide_D-ribonucleotide	0.0	n.s.
C00330	Deoxyguanosine	4.807	<0.05
C00333	D-Galacturonate	5.044	<0.05
C00299	Uridine	0.241	n.s.
C00631	2-Phospho-D-glycerate	0.0	n.s.
C02528	Chenodeoxycholate	-1.0	<0.05
C04046	3-D-Glucosyl-1,2-diacylglycerol	0.0	n.s.
C00208	Maltose	-5.755	<0.05
C00204	2-Dehydro-3-deoxy-D-gluconate	5.304	<0.05
C00206	dADP	2.503	<0.05
C00025	L-Glutamate	-2.134	<0.05
C00024	Acetyl-CoA	4.951	<0.05
C00148	L-Proline	3.17	n.s.
C00026	2-Oxoglutarate	1.415	<0.05
C00021	S-Adenosyl-L-homocysteine	-2.459	n.s.
C00020	AMP	3.285	<0.05
C00022	Pyruvate	-3.222	<0.05
C00143	5,10-Methylenetetrahydrofolate	0.599	n.s.
C00191	D-Glucuronate	0.0	n.s.
C00029	UDP-glucose	2.891	<0.05
C00147	Adenine	-2.17	<0.05
C00144	GMP	-2.888	n.s.
C11434	2-C-Methyl-D-erythritol_4-phosphate	0.0	n.s.
C04631	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine	0.0	n.s.
C00857	Deamino-NAD+	0.0	n.s.
C02737	Phosphatidylserine	-0.222	n.s.
C16675	7-Aminomethyl-7-carbaguanine	0.0	n.s.
C00700	XTP	3.459	n.s.
C02637	3-Dehydroshikimate	-1.222	n.s.
C01528	Hydrogen_selenide	-3.544	n.s.
C01134	Pantetheine_4'-phosphate	3.7	<0.05
C06037	Digalactosyl-diacylglycerol	3.585	n.s.
C03511	L-Phenylalanyl-tRNA(Phe)	-3.755	n.s.
C03512	L-Tryptophanyl-tRNA(Trp)	-2.585	<0.05
C05659	5-Methoxytryptamine	-2.0	<0.05
C03125	L-Cysteinyl-tRNA(Cys)	-4.087	<0.05
C03127	L-Isoleucyl-tRNA(Ile)	-3.322	n.s.
C03692	1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol	-3.585	n.s.
C05399	Melibiitol	3.585	n.s.
C05401	3-beta-D-Galactosyl-sn-glycerol	3.585	n.s.
C00415	Dihydrofolate	1.152	n.s.
C00416	Phosphatidate	0.807	n.s.
C00037	Glycine	3.129	<0.05
C04851	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol	1.0	n.s.
C02686	Galactosylceramide	-3.585	n.s.
C05576	3,4-Dihydroxyphenylethyleneglycol	0.0	n.s.
C05577	3,4-Dihydroxymandelaldehyde	0.0	n.s.
C00242	Guanine	-2.322	n.s.
C00245	Taurine	-1.0	<0.05
C02442	N-Methyltyramine	2.0	<0.05
C01097	D-Tagatose_6-phosphate	4.807	<0.05
C00068	Thiamin_diphosphate	0.0	n.s.
C00342	Thioredoxin	4.585	<0.05
C00343	Thioredoxin_disulfide	-4.585	<0.05
C00344	Phosphatidylglycerol	3.585	n.s.
C05684	Selenite	3.7	n.s.
C00061	FMN	0.0	n.s.
C05688	L-Selenocysteine	3.459	n.s.
C05689	Se-Methyl-L-selenocysteine	3.459	n.s.
C00065	L-Serine	-1.578	n.s.
C00064	L-Glutamine	-1.939	<0.05
C00066	tRNA	3.459	n.s.
C16633	5-Fluorouridine	5.248	<0.05
C04677	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide	2.0	n.s.
C16635	5'-Deoxy-5-fluorocytidine	4.0	<0.05
C16634	5-Fluorouridine_monophosphate	-5.248	<0.05
C05923	2,5-Diaminopyrimidine_nucleoside_triphosphate	0.0	n.s.
C05922	Formamidopyrimidine_nucleoside_triphosphate	0.0	n.s.
C04079	N-((R)-Pantothenoyl)-L-cysteine	2.585	<0.05
C05392	Oligouronide_with_4-deoxy-alpha-L-erythro-hex-4-enopyranuronosyl_group	0.0	<0.05
C00668	alpha-D-Glucose_6-phosphate	3.491	<0.05
C00666	LL-2,6-Diaminoheptanedioate	0.0	n.s.
C00988	2-Phosphoglycolate	2.0	<0.05
C00117	D-Ribose_5-phosphate	-0.158	n.s.
C00116	Glycerol	-2.459	<0.05
C00111	Glycerone_phosphate	-2.784	<0.05
C00112	CDP	-4.755	<0.05
C00119	5-Phospho-alpha-D-ribose_1-diphosphate	0.0	n.s.
C00118	D-Glyceraldehyde_3-phosphate	2.4	<0.05
C03492	D-4'-Phosphopantothenate	-2.585	<0.05
C01346	dUDP	0.0	n.s.
C00681	1-Acyl-sn-glycerol_3-phosphate	-0.515	n.s.
C15996	7-Cyano-7-carbaguanine	-0.737	n.s.
C00236	3-Phospho-D-glyceroyl_phosphate	0.0	n.s.
C00188	L-Threonine	2.585	n.s.
C02702	L-Prolyl-tRNA(Pro)	-3.17	n.s.
C00183	L-Valine	2.807	n.s.
C03794	N6-(1,2-Dicarboxyethyl)-AMP	1.222	n.s.
C00181	D-Xylose	4.087	<0.05
C00159	D-Mannose	-3.585	n.s.
C04216	all-trans-Heptaprenyl_diphosphate	-2.585	n.s.
C02839	L-Tyrosyl-tRNA(Tyr)	-3.585	n.s.
C04352	(R)-4'-Phosphopantothenoyl-L-cysteine	-2.585	<0.05
C16348	cis-3-Chloroallyl_aldehyde	0.0	n.s.
C00842	dTDP-glucose	3.0	n.s.
C00015	UDP	-3.17	<0.05
C06148	2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine	0.0	n.s.
C05822	3'-CMP	-2.807	n.s.
C00160	Glycolate	-2.0	<0.05
C02554	L-Valyl-tRNA(Val)	-2.807	n.s.
C05539	N-Acetyl-L-2-amino-6-oxopimelate	0.0	n.s.
C14519	1-Hydroxypyrene	2.0	<0.05
C00445	5,10-Methenyltetrahydrofolate	0.0	n.s.
C01762	Xanthosine	4.807	<0.05
C00441	L-Aspartate_4-semialdehyde	-3.55	<0.05
C01768	(Alginate)n	0.0	<0.05
C00526	Deoxyuridine	1.926	n.s.
C11453	2-C-Methyl-D-erythritol_2,4-cyclodiphosphate	-1.7	n.s.
C00448	trans,trans-Farnesyl_diphosphate	2.585	<0.05
C04882	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine	-1.0	n.s.
C12739	5'-Deoxy-5-fluorouridine	-4.0	<0.05
C05400	Epimelibiose	3.585	n.s.
C03722	Quinolinate	0.0	n.s.
C05402	Melibiose	-4.087	<0.05
C05404	D-Gal_alpha_1->6D-Gal_alpha_1->6D-Glucose	-5.044	<0.05
C00620	alpha-D-Ribose_1-phosphate	3.858	n.s.
C00627	Pyridoxine_phosphate	-3.807	n.s.
C04895	7,8-Dihydroneopterin_3'-triphosphate	-1.585	n.s.
C00780	Serotonin	2.0	<0.05
C00239	dCMP	0.0	n.s.
C00231	D-Xylulose_5-phosphate	-2.656	<0.05
C01345	dITP	3.459	n.s.
C00234	10-Formyltetrahydrofolate	-0.757	n.s.
C00235	Dimethylallyl_diphosphate	2.585	n.s.
C01613	Stachyose	4.807	<0.05
C00010	CoA	2.0	n.s.
C00011	CO2	6.409	<0.05
C00014	Ammonia	-3.619	n.s.
C05980	Cardiolipin	-3.585	n.s.
C00016	FAD	0.0	n.s.
C00018	Pyridoxal_phosphate	-3.807	n.s.
C00019	S-Adenosyl-L-methionine	-0.807	n.s.
C00153	Nicotinamide	-4.807	<0.05
C00152	L-Asparagine	-0.415	n.s.
C11811	1-Hydroxy-2-methyl-2-butenyl_4-diphosphate	1.585	n.s.
C00197	3-Phospho-D-glycerate	0.0	n.s.
C02336	beta-D-Fructose	-4.7	<0.05
C00058	Formate	-1.17	n.s.
C00655	Xanthosine_5'-phosphate	3.115	<0.05
C00301	ADP-ribose	2.585	n.s.
C00718	Amylose	-3.209	<0.05
C00714	Pectin	4.907	<0.05
C14089	1-Hydroxymethylnaphthalene	5.17	<0.05
C02909	(2-Naphthyl)methanol	5.17	<0.05
C17556	di-trans,poly-cis-Undecaprenyl_phosphate	-3.17	<0.05
C04442	2-Dehydro-3-deoxy-6-phospho-D-gluconate	-4.492	<0.05
C01127	4-Hydroxy-2-oxoglutarate	5.209	<0.05
C18902	Methylselenic_acid	3.7	n.s.
C03294	N-Formylmethionyl-tRNA	-2.0	<0.05
C06611	trans-3-Chloro-2-propene-1-ol	0.0	n.s.
C06612	cis-3-Chloro-2-propene-1-ol	0.0	n.s.
C06613	trans-3-Chloroallyl_aldehyde	0.0	n.s.
C00979	O-Acetyl-L-serine	-3.15	<0.05
C04242	5-Fluorodeoxyuridine_monophosphate	-2.0	<0.05
C04432	tRNA_containing_6-isopentenyladenosine	-3.459	n.s.
C01151	D-Ribose_1,5-bisphosphate	-1.585	<0.05
C09332	Tetrahydrofolyl-[Glu](2)	-2.807	n.s.
C03871	L-2-Amino-6-oxoheptanedioate	0.0	n.s.
C03972	2,3,4,5-Tetrahydrodipicolinate	0.0	n.s.
C00279	D-Erythrose_4-phosphate	-3.907	<0.05
C02470	Xanthurenic_acid	2.0	<0.05
C00905	D-Fructuronate	0.0	n.s.
C00475	Cytidine	-2.11	<0.05
C12215	Iminoerythrose_4-phosphate	-4.585	<0.05
C12214	Aminofructose_6-phosphate	4.585	<0.05
C00470	Pectate	-4.907	<0.05
C00294	Inosine	4.807	<0.05
C00357	N-Acetyl-D-glucosamine_6-phosphate	0.0	n.s.
C00352	D-Glucosamine_6-phosphate	1.379	n.s.
C00350	Phosphatidylethanolamine	0.0	n.s.
C01269	5-O-(1-Carboxyvinyl)-3-phosphoshikimate	-1.0	n.s.
C06156	alpha-D-Glucosamine_1-phosphate	0.0	n.s.
C05898	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	-1.585	<0.05
C11736	5-Fluorodeoxyuridine	2.0	<0.05
C05893	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine	-1.585	<0.05
C05892	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine	1.585	<0.05
C05897	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	1.0	n.s.
C00993	D-Alanyl-D-alanine	-1.0	n.s.
C05382	Sedoheptulose_7-phosphate	1.078	<0.05
C00122	Fumarate	-3.459	n.s.
C00123	L-Leucine	3.585	n.s.
C00124	D-Galactose	-3.585	n.s.
C00129	Isopentenyl_diphosphate	-2.585	n.s.
C03150	Nicotinamide-beta-riboside	4.807	<0.05
C00054	Adenosine_3',5'-bisphosphate	-3.0	n.s.
C00055	CMP	0.0	n.s.
C00199	D-Ribulose_5-phosphate	-3.83	<0.05
C00052	UDP-alpha-D-galactose	0.0	n.s.
C00721	Dextrin	-3.0	n.s.
C02876	Propanoyl_phosphate	-3.7	n.s.
C03785	D-Tagatose_1,6-bisphosphate	-4.807	<0.05
C01050	UDP-N-acetylmuramate	0.0	n.s.
C04574	di-trans,poly-cis-Undecaprenyl_diphosphate	2.322	n.s.
C01212	UDP-N-acetylmuramoyl-L-alanine	0.0	n.s.
C00254	Prephenate	0.19	n.s.
C18261	1-Hydroxy-6-methoxypyrene	2.0	<0.05
C03028	Thiamin_triphosphate	-3.17	n.s.
C03539	S-Ribosyl-L-homocysteine	-2.0	<0.05
