Compound_code	Metabolite_name	Indegree	Outdegree
C01412	Butanal	0	1
C03402	L-Asparaginyl-tRNA(Asn)	1	0
C05512	Deoxyinosine	1	1
C02353	2',3'-Cyclic_AMP	0	1
C00692	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	3	1
C00084	Acetaldehyde	4	6
C07836	D-glycero-beta-D-manno-Heptose_7-phosphate	1	1
C00695	Cholic_acid	4	0
C18096	D-Allulose_6-phosphate	2	0
C00082	L-Tyrosine	0	1
C00269	CDP-diacylglycerol	4	5
C18259	1-Methoxypyrene	2	0
C00262	Hypoxanthine	5	1
C00267	alpha-D-Glucose	3	10
C00469	Ethanol	0	4
C00460	dUTP	0	4
C00286	dGTP	4	13
C00283	Hydrogen_sulfide	0	5
C04432	tRNA_containing_6-isopentenyladenosine	3	0
C05688	L-Selenocysteine	0	2
C04691	2-Dehydro-3-deoxy-D-arabino-heptonate_7-phosphate	4	4
C04051	5-Amino-4-imidazolecarboxyamide	1	0
C04053	5-Dehydro-4-deoxy-D-glucuronate	0	1
C05946	D-4-Hydroxy-2-oxoglutarate	1	1
C01921	Glycocholate	0	2
C01367	3'-AMP	1	0
C03263	Coproporphyrinogen_III	0	3
C01152	N(pi)-Methyl-L-histidine	1	0
C00217	D-Glutamate	0	1
C00214	Thymidine	1	3
C00212	Adenosine	0	2
C01368	3'-UMP	1	0
C00036	Oxaloacetate	1	1
C00037	Glycine	3	8
C11907	4,6-Dideoxy-4-oxo-dTDP-D-glucose	5	0
C00033	Acetate	4	6
C00031	D-Glucose	1	4
C00137	myo-Inositol	1	0
C00136	Butanoyl-CoA	1	0
C00135	L-Histidine	0	2
C00134	Putrescine	2	0
C00133	D-Alanine	2	3
C00131	dATP	8	8
C00039	DNA	42	6
C00043	UDP-N-acetyl-alpha-D-glucosamine	1	3
C00041	L-Alanine	2	3
C00040	Acyl-CoA	0	6
C00047	L-Lysine	4	2
C00046	RNA	28	8
C00044	GTP	5	11
C00049	L-Aspartate	3	16
C00048	Glyoxylate	2	1
C06481	L-Seryl-tRNA(Sec)	1	0
C20440	alpha-D-Ribose_1,2-cyclic_phosphate_5-phosphate	0	1
C01100	L-Histidinol_phosphate	0	4
C05122	Taurocholate	0	2
C03684	6-Pyruvoyltetrahydropterin	2	0
C03688	Apo-[acyl-carrier-protein]	0	1
C05345	beta-D-Fructose_6-phosphate	14	16
C01235	alpha-D-Galactosyl-(1->3)-1D-myo-inositol	0	1
C00817	D-Altronate	3	1
C05840	Iminoaspartate	2	2
C05466	Glycochenodeoxycholate	0	1
C05465	Taurochenodeoxycholate	0	1
C00035	GDP	4	1
C00253	Nicotinate	1	0
C00250	Pyridoxal	0	2
C00251	Chorismate	4	4
C18260	1,6-Dimethoxypyrene	2	0
C00255	Riboflavin	0	2
C05336	Selenomethionyl-tRNA(Met)	1	0
C05335	L-Selenomethionine	0	1
C04390	N6-Acetyl-LL-2,6-diaminoheptanedioate	2	2
C01083	alpha,alpha-Trehalose	2	0
C00559	Deoxyadenosine	1	1
C00558	D-Tagaturonate	2	2
C00492	Raffinose	1	2
C00493	Shikimate	3	5
C00886	L-Alanyl-tRNA	1	0
C00498	ADP-glucose	3	1
C00882	Dephospho-CoA	2	2
C00881	Deoxycytidine	0	1
C00078	L-Tryptophan	0	1
C00079	L-Phenylalanine	2	2
C00073	L-Methionine	1	4
C00071	Aldehyde	1	0
C02282	Glutaminyl-tRNA	1	1
C00074	Phosphoenolpyruvate	9	12
C00075	UTP	1	13
C00130	IMP	2	3
C00085	D-Fructose_6-phosphate	1	6
C02352	1,4-beta-D-Xylan	0	3
C02355	2',3'-Cyclic_UMP	0	1
C02354	2',3'-Cyclic_CMP	0	1
C00081	ITP	0	1
C00089	Sucrose	1	2
C02218	Dehydroalanine	1	0
C00672	2-Deoxy-D-ribose_1-phosphate	1	1
C00673	2-Deoxy-D-ribose_5-phosphate	1	1
C00106	Uracil	7	1
C00105	UMP	14	12
C00103	D-Glucose_1-phosphate	5	17
C00100	Propanoyl-CoA	1	0
C00101	Tetrahydrofolate	13	11
C00109	2-Oxobutanoate	0	1
C04702	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)	2	2
C00009	Orthophosphate	1	0
C03175	Shikimate_3-phosphate	4	4
C00361	dGDP	1	3
C00170	5'-Methylthioadenosine	1	1
C00006	NADP+	2	0
C02992	L-Threonyl-tRNA(Thr)	1	0
C00179	Agmatine	0	2
C00178	Thymine	1	1
C04349	(4S)-4,6-Dihydroxy-2,5-dioxohexanoate	1	0
C20248	7-Carboxy-7-carbaguanine	2	2
C01079	Protoporphyrinogen_IX	3	0
C11435	4-(Cytidine_5'-diphospho)-2-C-methyl-D-erythritol	3	3
C11436	2-Phospho-4-(cytidine_5'-diphospho)-2-C-methyl-D-erythritol	3	3
C00857	Deamino-NAD+	2	3
C11432	1-Phenanthrol	0	2
C11433	1-Methoxyphenanthrene	2	0
C01179	3-(4-Hydroxyphenyl)pyruvate	4	1
C04823	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole	0	3
C01172	beta-D-Glucose_6-phosphate	9	3
C03892	Phosphatidylglycerophosphate	2	0
C02412	Glycyl-tRNA(Gly)	1	0
C00680	meso-2,6-Diaminoheptanedioate	7	8
C02553	L-Seryl-tRNA(Ser)	1	0
C05378	beta-D-Fructose_1,6-bisphosphate	8	0
C00448	trans,trans-Farnesyl_diphosphate	0	4
C20239	6-Carboxy-5,6,7,8-tetrahydropterin	2	2
C00514	D-Mannonate	0	2
C00921	Dihydropteroate	0	2
C00458	dCTP	2	12
C00459	dTTP	0	12
C00455	Nicotinamide_D-ribonucleotide	1	1
C00330	Deoxyguanosine	0	2
C00333	D-Galacturonate	0	2
C00197	3-Phospho-D-glycerate	1	6
C00299	Uridine	11	11
C00631	2-Phospho-D-glycerate	1	6
C02528	Chenodeoxycholate	2	0
C04046	3-D-Glucosyl-1,2-diacylglycerol	1	1
C00208	Maltose	1	2
C00204	2-Dehydro-3-deoxy-D-gluconate	4	4
C00206	dADP	3	1
C00025	L-Glutamate	9	16
C00024	Acetyl-CoA	11	7
C00148	L-Proline	0	1
C00026	2-Oxoglutarate	6	6
C00021	S-Adenosyl-L-homocysteine	1	4
C00020	AMP	3	4
C00022	Pyruvate	24	12
C00143	5,10-Methylenetetrahydrofolate	5	7
C00191	D-Glucuronate	1	1
C00029	UDP-glucose	6	4
C00147	Adenine	4	2
C00144	GMP	5	2
C11434	2-C-Methyl-D-erythritol_4-phosphate	2	4
C04631	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine	2	1
C11437	1-Deoxy-D-xylulose_5-phosphate	5	2
C02737	Phosphatidylserine	3	2
C16675	7-Aminomethyl-7-carbaguanine	1	1
C00700	XTP	0	1
C02637	3-Dehydroshikimate	6	2
C01528	Hydrogen_selenide	3	0
C01134	Pantetheine_4'-phosphate	1	2
C06037	Digalactosyl-diacylglycerol	0	1
C03511	L-Phenylalanyl-tRNA(Phe)	2	0
C03512	L-Tryptophanyl-tRNA(Trp)	1	0
C05659	5-Methoxytryptamine	1	0
C03125	L-Cysteinyl-tRNA(Cys)	1	0
C03127	L-Isoleucyl-tRNA(Ile)	1	0
C03692	1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol	1	0
C05401	3-beta-D-Galactosyl-sn-glycerol	0	1
C00415	Dihydrofolate	9	6
C00416	Phosphatidate	2	4
C04851	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol	2	2
C02686	Galactosylceramide	1	0
C05576	3,4-Dihydroxyphenylethyleneglycol	1	1
C05577	3,4-Dihydroxymandelaldehyde	1	1
C00242	Guanine	4	4
C00245	Taurine	2	0
C02442	N-Methyltyramine	0	1
C01097	D-Tagatose_6-phosphate	0	8
C00068	Thiamin_diphosphate	1	3
C00342	Thioredoxin	3	3
C00343	Thioredoxin_disulfide	2	2
C00344	Phosphatidylglycerol	0	4
C05684	Selenite	0	1
C00061	FMN	3	1
C00063	CTP	4	10
C05689	Se-Methyl-L-selenocysteine	0	1
C00065	L-Serine	9	16
C00064	L-Glutamine	3	6
C11811	1-Hydroxy-2-methyl-2-butenyl_4-diphosphate	3	10
C16633	5-Fluorouridine	0	1
C04677	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide	3	1
C16635	5'-Deoxy-5-fluorocytidine	0	1
C16634	5-Fluorouridine_monophosphate	1	0
C05923	2,5-Diaminopyrimidine_nucleoside_triphosphate	2	2
C05922	Formamidopyrimidine_nucleoside_triphosphate	2	2
C04079	N-((R)-Pantothenoyl)-L-cysteine	0	1
C05392	Oligouronide_with_4-deoxy-alpha-L-erythro-hex-4-enopyranuronosyl_group	1	0
C00668	alpha-D-Glucose_6-phosphate	17	13
C00666	LL-2,6-Diaminoheptanedioate	1	4
C00988	2-Phosphoglycolate	0	3
C00117	D-Ribose_5-phosphate	13	14
C00116	Glycerol	2	1
C00111	Glycerone_phosphate	9	3
C00112	CDP	1	0
C00119	5-Phospho-alpha-D-ribose_1-diphosphate	6	1
C00118	D-Glyceraldehyde_3-phosphate	9	29
C03492	D-4'-Phosphopantothenate	2	0
C01346	dUDP	1	1
C00681	1-Acyl-sn-glycerol_3-phosphate	7	2
C15996	7-Cyano-7-carbaguanine	3	1
C01613	Stachyose	0	2
C00188	L-Threonine	0	1
C02702	L-Prolyl-tRNA(Pro)	1	0
C00183	L-Valine	0	1
C03794	N6-(1,2-Dicarboxyethyl)-AMP	3	3
C00181	D-Xylose	3	2
C00010	CoA	2	1
C04216	all-trans-Heptaprenyl_diphosphate	2	0
C02839	L-Tyrosyl-tRNA(Tyr)	1	0
C04352	(R)-4'-Phosphopantothenoyl-L-cysteine	1	0
C16348	cis-3-Chloroallyl_aldehyde	2	1
C00842	dTDP-glucose	0	5
C00015	UDP	2	1
C06148	2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine	2	2
C05822	3'-CMP	1	0
C02988	L-Histidyl-tRNA(His)	1	0
C02554	L-Valyl-tRNA(Val)	1	0
C05539	N-Acetyl-L-2-amino-6-oxopimelate	2	2
C14519	1-Hydroxypyrene	0	2
C00445	5,10-Methenyltetrahydrofolate	5	5
C01762	Xanthosine	0	3
C00441	L-Aspartate_4-semialdehyde	6	7
C01768	(Alginate)n	0	1
C00526	Deoxyuridine	1	5
C11453	2-C-Methyl-D-erythritol_2,4-cyclodiphosphate	2	4
C00831	Pantetheine	0	1
C04882	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine	2	1
C12739	5'-Deoxy-5-fluorouridine	1	0
C05400	Epimelibiose	0	1
C03722	Quinolinate	2	2
C05402	Melibiose	2	1
C05404	D-Gal_alpha_1->6D-Gal_alpha_1->6D-Glucose	1	1
C00620	alpha-D-Ribose_1-phosphate	0	4
C00627	Pyridoxine_phosphate	2	0
C04895	7,8-Dihydroneopterin_3'-triphosphate	2	4
C00780	Serotonin	0	1
C00239	dCMP	1	1
C00231	D-Xylulose_5-phosphate	22	3
C01345	dITP	0	1
C00234	10-Formyltetrahydrofolate	7	6
C00235	Dimethylallyl_diphosphate	4	3
C00236	3-Phospho-D-glyceroyl_phosphate	12	2
C00159	D-Mannose	1	0
C00011	CO2	0	2
C00014	Ammonia	7	0
C05980	Cardiolipin	4	0
C00016	FAD	1	1
C00018	Pyridoxal_phosphate	2	0
C00019	S-Adenosyl-L-methionine	4	2
C00153	Nicotinamide	1	0
C00152	L-Asparagine	3	3
C00066	tRNA	0	1
C05399	Melibiitol	0	1
C02336	beta-D-Fructose	3	2
C03785	D-Tagatose_1,6-bisphosphate	8	0
C00655	Xanthosine_5'-phosphate	3	1
C00301	ADP-ribose	0	1
C00718	Amylose	4	2
C00714	Pectin	0	3
C14089	1-Hydroxymethylnaphthalene	0	3
C02909	(2-Naphthyl)methanol	0	3
C17556	di-trans,poly-cis-Undecaprenyl_phosphate	1	2
C04442	2-Dehydro-3-deoxy-6-phospho-D-gluconate	4	4
C01127	4-Hydroxy-2-oxoglutarate	0	1
C18902	Methylselenic_acid	0	1
C03294	N-Formylmethionyl-tRNA	1	0
C06611	trans-3-Chloro-2-propene-1-ol	1	2
C06612	cis-3-Chloro-2-propene-1-ol	1	2
C06613	trans-3-Chloroallyl_aldehyde	2	1
C00979	O-Acetyl-L-serine	5	8
C04242	5-Fluorodeoxyuridine_monophosphate	1	0
C00407	L-Isoleucine	0	1
C01151	D-Ribose_1,5-bisphosphate	1	0
C09332	Tetrahydrofolyl-[Glu](2)	1	0
C03871	L-2-Amino-6-oxoheptanedioate	2	2
C03972	2,3,4,5-Tetrahydrodipicolinate	8	2
C00279	D-Erythrose_4-phosphate	10	4
C02470	Xanthurenic_acid	0	1
C00905	D-Fructuronate	1	1
C00475	Cytidine	10	12
C12215	Iminoerythrose_4-phosphate	2	0
C12214	Aminofructose_6-phosphate	0	2
C00470	Pectate	3	0
C00294	Inosine	0	2
C00357	N-Acetyl-D-glucosamine_6-phosphate	1	1
C00352	D-Glucosamine_6-phosphate	5	3
C00350	Phosphatidylethanolamine	1	1
C01269	5-O-(1-Carboxyvinyl)-3-phosphoshikimate	4	4
C06156	alpha-D-Glucosamine_1-phosphate	1	1
C05898	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	1	0
C11736	5-Fluorodeoxyuridine	0	1
C05893	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine	2	0
C05892	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine	0	2
C05897	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	1	1
C00993	D-Alanyl-D-alanine	3	2
C05382	Sedoheptulose_7-phosphate	2	9
C00122	Fumarate	1	0
C00123	L-Leucine	0	1
C00124	D-Galactose	7	0
C00129	Isopentenyl_diphosphate	6	0
C03150	Nicotinamide-beta-riboside	0	1
C00054	Adenosine_3',5'-bisphosphate	1	0
C00055	CMP	9	9
C00199	D-Ribulose_5-phosphate	9	6
C00052	UDP-alpha-D-galactose	3	1
C00721	Dextrin	2	0
C02876	Propanoyl_phosphate	1	0
C00058	Formate	1	4
C01050	UDP-N-acetylmuramate	1	2
C04574	di-trans,poly-cis-Undecaprenyl_diphosphate	2	1
C01212	UDP-N-acetylmuramoyl-L-alanine	2	4
C00254	Prephenate	6	13
C18261	1-Hydroxy-6-methoxypyrene	0	2
C03028	Thiamin_triphosphate	2	0
C03539	S-Ribosyl-L-homocysteine	3	0
