Compound_code	Metabolite_name	Indegree	Outdegree
C02353	2',3'-Cyclic_AMP	0	1
C00242	Guanine	1	0
C02355	2',3'-Cyclic_UMP	0	1
C02354	2',3'-Cyclic_CMP	0	1
C00081	ITP	1	0
C00673	2-Deoxy-D-ribose_5-phosphate	1	0
C03794	N6-(1,2-Dicarboxyethyl)-AMP	1	2
C03479	Folinic_acid	1	0
C05931	N-Succinyl-L-glutamate	1	0
C05932	N-Succinyl-L-glutamate_5-semialdehyde	0	1
C00104	IDP	0	1
C00344	Phosphatidylglycerol	2	0
C00100	Propanoyl-CoA	1	0
C00101	Tetrahydrofolate	5	6
C00061	FMN	1	3
C00063	CTP	1	1
C00062	L-Arginine	0	1
C00065	L-Serine	7	7
C00064	L-Glutamine	2	4
C04677	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide	3	0
C20376	3-Ketopimeloyl-[acp]_methyl_ester	0	2
C01419	Cys-Gly	0	2
C03360	4-Nitrophenyl_phosphate	0	2
C05761	Tetradecanoyl-[acp]	0	1
C00279	D-Erythrose_4-phosphate	0	4
C05762	3-Oxohexadecanoyl-[acp]	1	2
C00008	ADP	4	3
C00479	Propanal	0	1
C20062	2-(1,2-Epoxy-1,2-dihydrophenyl)acetyl-CoA	2	0
C00475	Cytidine	0	2
C00234	10-Formyltetrahydrofolate	1	1
C00117	D-Ribose_5-phosphate	1	0
C00111	Glycerone_phosphate	0	1
C00112	CDP	1	1
C20372	3-Ketoglutaryl-[acp]_methyl_ester	0	2
C02972	Dihydrolipoylprotein	1	0
C05750	3-Oxooctanoyl-[acp]	1	2
C04823	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole	0	3
C05753	3-Oxodecanoyl-[acp]	1	2
C16219	3-Oxostearoyl-[acp]	0	3
C05756	3-Oxododecanoyl-[acp]	0	3
C05757	(R)-3-Hydroxydodecanoyl-[acp]	3	0
C05759	3-Oxotetradecanoyl-[acp]	0	3
C16217	3-Hydroxyoctadecanoyl-CoA	2	0
C16216	3-Oxostearoyl-CoA	0	2
C05817	(1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate	3	0
C01346	dUDP	1	1
C00460	dUTP	1	1
C00463	Indole	8	6
C00121	D-Ribose	0	1
C00122	Fumarate	6	1
C00286	dGTP	4	0
C00127	Glutathione_disulfide	1	0
C00294	Inosine	0	1
C03892	Phosphatidylglycerophosphate	0	2
C00680	meso-2,6-Diaminoheptanedioate	2	2
C13952	UDP-N-acetyl-D-galactosaminuronic_acid	1	0
C00689	alpha,alpha'-Trehalose_6-phosphate	2	0
C05378	beta-D-Fructose_1,6-bisphosphate	1	0
C04691	2-Dehydro-3-deoxy-D-arabino-heptonate_7-phosphate	4	0
C03871	L-2-Amino-6-oxoheptanedioate	2	2
C05747	(R)-3-Hydroxyhexanoyl-[acp]	3	0
C05746	3-Oxohexanoyl-[acp]	0	3
C05744	Acetoacetyl-[acp]	2	1
C04618	(3R)-3-Hydroxybutanoyl-[acyl-carrier_protein]	1	2
C04619	(3R)-3-Hydroxydecanoyl-[acyl-carrier_protein]	2	1
C00458	dCTP	1	1
C00459	dTTP	2	0
C01367	3'-AMP	1	0
C00725	Lipoate	0	2
C00051	Glutathione	0	1
C00052	UDP-alpha-D-galactose	3	1
C00212	Adenosine	0	2
C01368	3'-UMP	1	0
C05840	Iminoaspartate	0	2
C00037	Glycine	4	13
C01697	Galactitol	0	6
C00035	GDP	1	3
C00031	D-Glucose	2	0
C00131	dATP	1	3
C16237	Protein_N6-(lipoyl)lysine	2	0
C11516	2-(alpha-D-Mannosyl)-3-phosphoglycerate	0	1
C04688	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier_protein]	3	0
C01050	UDP-N-acetylmuramate	6	0
C06026	Di[3-deoxy-D-manno-octulosonyl]-lipid_A	2	0
C00445	5,10-Methenyltetrahydrofolate	1	2
C04805	5(S)-HETE	1	0
C16220	3-Hydroxyoctadecanoyl-[acp]	3	0
C01847	Reduced_FMN	2	1
C00044	GTP	3	1
C00206	dADP	3	1
C00203	UDP-N-acetyl-D-galactosamine	0	1
