Compound_code	Metabolite_name	Importance_score	p_value
C15667	5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole	-2.0	n.s.
C02282	Glutaminyl-tRNA	3.97	n.s.
C06196	2'-Deoxyinosine_5'-phosphate	-1.585	n.s.
C06194	2',3'-Cyclic_GMP	1.0	n.s.
C06193	Guanosine_3'-phosphate	-1.0	n.s.
C11948	2,6-Dimethyl-5-methylene-3-oxo-heptanoyl-CoA	0.0	<0.05
C11949	3-Isopropylbut-3-enoyl-CoA	0.0	<0.05
C17560	2-Polyprenyl-6-methoxy-1,4-benzoquinone	0.0	<0.05
C17561	2-Polyprenyl-3-methyl-6-methoxy-1,4-benzoquinone	0.0	<0.05
C06199	Hordenine	-2.0	n.s.
C07118	Benzoyl_acetyl-CoA	0.0	<0.05
C14762	13(S)-HODE	1.585	n.s.
C00979	O-Acetyl-L-serine	2.0	n.s.
C14765	13-OxoODE	-1.585	n.s.
C02988	L-Histidyl-tRNA(His)	0.0	<0.05
C00163	Propanoate	1.0	n.s.
C02984	L-Aspartyl-tRNA(Asp)	-1.0	n.s.
C02987	L-Glutamyl-tRNA(Glu)	-1.585	n.s.
C00169	Carbamoyl_phosphate	-2.248	<0.05
C02047	L-Leucyl-tRNA	-2.0	n.s.
C03082	4-Phospho-L-aspartate	0.848	n.s.
C04377	5,10-Methylenetetrahydromethanopterin	-2.585	n.s.
C04376	5'-Phosphoribosyl-N-formylglycinamide	2.0	n.s.
C20258	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate	0.778	n.s.
C00864	Pantothenate	0.0	<0.05
C01419	Cys-Gly	4.907	<0.05
C03360	4-Nitrophenyl_phosphate	2.322	n.s.
C01412	Butanal	4.544	<0.05
C03402	L-Asparaginyl-tRNA(Asn)	3.115	n.s.
C07645	Aldophosphamide	2.322	n.s.
C07648	Thioguanine	1.0	n.s.
C02353	2',3'-Cyclic_AMP	1.0	n.s.
C00288	HCO3-	0.0	<0.05
C00692	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	2.322	n.s.
C05269	3-Oxohexanoyl-CoA	0.0	<0.05
C00695	Cholic_acid	-4.459	<0.05
C00083	Malonyl-CoA	0.0	<0.05
C02354	2',3'-Cyclic_CMP	1.0	n.s.
C00269	CDP-diacylglycerol	2.0	n.s.
C18259	1-Methoxypyrene	-2.0	n.s.
C00263	L-Homoserine	0.0	n.s.
C00262	Hypoxanthine	-0.737	<0.05
C00267	alpha-D-Glucose	3.678	<0.05
C00469	Ethanol	5.109	<0.05
C00460	dUTP	1.322	<0.05
C00286	dGTP	-4.922	<0.05
C00283	Hydrogen_sulfide	2.0	n.s.
C00407	L-Isoleucine	5.044	<0.05
C01962	Thiocysteine	-1.0	n.s.
C00063	CTP	3.807	<0.05
C02218	Dehydroalanine	0.0	<0.05
C00672	2-Deoxy-D-ribose_1-phosphate	4.248	<0.05
C01367	3'-AMP	-1.0	n.s.
C01209	Malonyl-[acyl-carrier_protein]	1.585	n.s.
C00217	D-Glutamate	0.737	n.s.
C00214	Thymidine	-2.322	n.s.
C00212	Adenosine	-2.322	n.s.
C13309	2-Phytyl-1,4-naphthoquinone	0.0	<0.05
C00036	Oxaloacetate	2.417	<0.05
C05841	Nicotinate_D-ribonucleoside	-2.322	n.s.
C11907	4,6-Dideoxy-4-oxo-dTDP-D-glucose	1.0	n.s.
C00033	Acetate	-1.322	n.s.
C00031	D-Glucose	-5.792	<0.05
C00136	Butanoyl-CoA	-6.0	<0.05
C00135	L-Histidine	1.322	<0.05
C00134	Putrescine	-1.0	<0.05
C00133	D-Alanine	4.267	<0.05
C00131	dATP	3.7	<0.05
C00039	DNA	0.0	n.s.
C00043	UDP-N-acetyl-alpha-D-glucosamine	-0.415	n.s.
C00042	Succinate	1.429	n.s.
C00041	L-Alanine	1.222	n.s.
C00040	Acyl-CoA	1.222	<0.05
C00047	L-Lysine	2.322	n.s.
C00046	RNA	0.0	n.s.
C00044	GTP	-3.754	<0.05
C00049	L-Aspartate	-1.36	n.s.
C01103	Orotidine_5'-phosphate	-0.737	n.s.
C02888	Sorbose_1-phosphate	-1.585	n.s.
C05125	2-(alpha-Hydroxyethyl)thiamine_diphosphate	4.682	<0.05
C00101	Tetrahydrofolate	0.874	n.s.
C05122	Taurocholate	4.459	<0.05
C06006	(S)-2-Aceto-2-hydroxybutanoate	-1.585	n.s.
C00227	Acetyl_phosphate	-1.678	<0.05
C16255	[Dihydrolipoyllysine-residue_acetyltransferase]_S-acetyldihydrolipoyllysine	-7.059	<0.05
C00957	Mercaptopyruvate	6.322	<0.05
C05345	beta-D-Fructose_6-phosphate	-2.161	n.s.
C00819	D-Glutamine	0.0	n.s.
C00810	(R)-Acetoin	-2.585	n.s.
C01368	3'-UMP	-1.0	n.s.
C05466	Glycochenodeoxycholate	4.459	<0.05
C05465	Taurochenodeoxycholate	4.459	<0.05
C16698	N-Acetylmuramic_acid_6-phosphate	-3.7	<0.05
C00035	GDP	-5.157	<0.05
C00253	Nicotinate	-1.0	n.s.
C00256	(R)-Lactate	3.322	n.s.
C00257	D-Gluconic_acid	2.807	n.s.
C18260	1,6-Dimethoxypyrene	-2.0	n.s.
C18261	1-Hydroxy-6-methoxypyrene	2.0	n.s.
C05336	Selenomethionyl-tRNA(Met)	-1.0	n.s.
C05335	L-Selenomethionine	1.0	n.s.
C16596	5-Phenyl-1,3-oxazinane-2,4-dione	-2.322	n.s.
C04390	N6-Acetyl-LL-2,6-diaminoheptanedioate	0.0	n.s.
C00559	Deoxyadenosine	-2.322	n.s.
C00491	L-Cystine	1.0	n.s.
C00492	Raffinose	3.807	<0.05
C00886	L-Alanyl-tRNA	-1.585	n.s.
C01697	Galactitol	2.0	n.s.
C00882	Dephospho-CoA	2.322	n.s.
C00881	Deoxycytidine	-2.322	n.s.
C00079	L-Phenylalanine	2.0	n.s.
C00073	L-Methionine	1.0	n.s.
C00071	Aldehyde	-5.109	<0.05
C00077	L-Ornithine	1.0	<0.05
C00074	Phosphoenolpyruvate	-4.976	<0.05
C00075	UTP	4.294	<0.05
C00130	IMP	0.222	n.s.
C00086	Urea	5.044	<0.05
C00085	D-Fructose_6-phosphate	1.0	n.s.
C00084	Acetaldehyde	4.931	<0.05
C02355	2',3'-Cyclic_UMP	1.0	n.s.
C00082	L-Tyrosine	1.585	n.s.
C00081	ITP	1.585	n.s.
C04640	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine	-2.0	n.s.
C00089	Sucrose	3.237	<0.05
C04646	6-Thioinosine-5'-monophosphate	1.0	n.s.
C00670	sn-Glycero-3-phosphocholine	0.0	<0.05
C04051	5-Amino-4-imidazolecarboxyamide	-1.0	n.s.
C01921	Glycocholate	4.459	<0.05
C00673	2-Deoxy-D-ribose_5-phosphate	-3.644	<0.05
C00106	Uracil	0.0	n.s.
C00105	UMP	1.35	n.s.
C00103	D-Glucose_1-phosphate	2.709	<0.05
C00100	Propanoyl-CoA	0.0	n.s.
C02291	L-Cystathionine	1.0	n.s.
C00109	2-Oxobutanoate	-6.285	<0.05
C04702	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)	-1.0	n.s.
C06899	Chloral_hydrate	2.322	n.s.
C00361	dGDP	5.728	<0.05
C00006	NADP+	-1.807	<0.05
C02992	L-Threonyl-tRNA(Thr)	-2.0	n.s.
C04260	O-D-Alanyl-poly(ribitol_phosphate)	-2.585	n.s.
C11437	1-Deoxy-D-xylulose_5-phosphate	0.0	n.s.
C11432	1-Phenanthrol	2.0	n.s.
C11433	1-Methoxyphenanthrene	-2.0	n.s.
C04419	Carboxybiotin-carboxyl-carrier_protein	0.0	<0.05
C04823	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole	1.585	n.s.
C01172	beta-D-Glucose_6-phosphate	-3.492	<0.05
C12214	Aminofructose_6-phosphate	0.0	<0.05
C02412	Glycyl-tRNA(Gly)	-2.0	n.s.
C00680	meso-2,6-Diaminoheptanedioate	1.322	<0.05
C02839	L-Tyrosyl-tRNA(Tyr)	-1.585	n.s.
C00688	dTDP-4-dehydro-6-deoxy-beta-L-mannose	-1.0	n.s.
C05378	beta-D-Fructose_1,6-bisphosphate	-3.322	n.s.
C00831	Pantetheine	0.0	<0.05
C02554	L-Valyl-tRNA(Val)	-2.585	n.s.
C00512	S-Benzoate_coenzyme_A	0.0	<0.05
C00458	dCTP	-2.624	<0.05
C00459	dTTP	2.273	<0.05
C00356	(S)-3-Hydroxy-3-methylglutaryl-CoA	0.0	n.s.
C00455	Nicotinamide_D-ribonucleotide	2.322	n.s.
C15973	Enzyme_N6-(dihydrolipoyl)lysine	7.077	<0.05
C15972	Enzyme_N6-(lipoyl)lysine	7.05	<0.05
C00330	Deoxyguanosine	0.0	n.s.
C00332	Acetoacetyl-CoA	-0.665	n.s.
C00337	(S)-Dihydroorotate	0.737	n.s.
C00299	Uridine	-2.322	n.s.
C00631	2-Phospho-D-glycerate	-2.532	<0.05
C00632	3-Hydroxyanthranilate	2.0	n.s.
C04046	3-D-Glucosyl-1,2-diacylglycerol	0.0	n.s.
C00208	Maltose	6.235	<0.05
C00206	dADP	-1.766	n.s.
C07490	Trichloroethanol	-2.322	n.s.
C00025	L-Glutamate	1.598	n.s.
C00024	Acetyl-CoA	-3.313	<0.05
C00148	L-Proline	3.807	<0.05
C00026	2-Oxoglutarate	0.0	n.s.
C00020	AMP	1.441	<0.05
C00022	Pyruvate	3.789	<0.05
C00143	5,10-Methylenetetrahydrofolate	0.874	n.s.
C00029	UDP-glucose	0.585	n.s.
C00147	Adenine	0.585	n.s.
C00144	GMP	0.862	n.s.
C05729	R-S-Cysteinylglycine	4.907	<0.05
C04631	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine	-0.893	n.s.
C02730	2-Succinylbenzoate	1.0	n.s.
C02737	Phosphatidylserine	0.0	n.s.
C05726	S-Substituted_L-cysteine	-4.907	<0.05
C00700	XTP	1.585	n.s.
C00705	dCDP	-2.585	n.s.
C06250	Holo-[carboxylase]	0.0	<0.05
C04751	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate	0.0	<0.05
C01134	Pantetheine_4'-phosphate	0.0	<0.05
C03511	L-Phenylalanyl-tRNA(Phe)	-2.0	n.s.
C05659	5-Methoxytryptamine	-2.0	n.s.
C03125	L-Cysteinyl-tRNA(Cys)	-2.322	n.s.
C03127	L-Isoleucyl-tRNA(Ile)	-5.044	<0.05
C04257	N-Acetyl-D-mannosamine_6-phosphate	1.585	n.s.
C00037	Glycine	-4.253	<0.05
C10700	4'-Hydroxyacetophenone	-1.585	n.s.
C05576	3,4-Dihydroxyphenylethyleneglycol	0.0	n.s.
C05577	3,4-Dihydroxymandelaldehyde	0.0	n.s.
C00242	Guanine	1.415	n.s.
C00245	Taurine	-4.459	<0.05
C16587	3-Carbamoyl-2-phenylpropionaldehyde	-2.322	n.s.
C02442	N-Methyltyramine	2.0	n.s.
C01096	Sorbitol_6-phosphate	1.585	n.s.
C01094	D-Fructose_1-phosphate	-1.0	n.s.
C00068	Thiamin_diphosphate	-4.682	<0.05
C00342	Thioredoxin	-2.926	<0.05
C00343	Thioredoxin_disulfide	3.0	<0.05
C00344	Phosphatidylglycerol	2.0	n.s.
C00345	6-Phospho-D-gluconate	1.585	n.s.
C05684	Selenite	3.907	<0.05
C05688	L-Selenocysteine	0.0	<0.05
C00062	L-Arginine	1.585	n.s.
C00065	L-Serine	-1.807	<0.05
C00064	L-Glutamine	-2.196	<0.05
C04677	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide	-1.0	n.s.
C06215	Levan	0.0	<0.05
C04079	N-((R)-Pantothenoyl)-L-cysteine	0.0	<0.05
C02702	L-Prolyl-tRNA(Pro)	-3.807	<0.05
C05396	Lactose_6-phosphate	3.0	n.s.
C00668	alpha-D-Glucose_6-phosphate	-3.348	<0.05
C00666	LL-2,6-Diaminoheptanedioate	0.0	n.s.
C00663	beta-D-Glucose_1-phosphate	-5.426	<0.05
C02163	L-Arginyl-tRNA(Arg)	-1.585	n.s.
C00114	Choline	0.0	<0.05
C00117	D-Ribose_5-phosphate	3.795	<0.05
C00111	Glycerone_phosphate	4.161	<0.05
C02380	6-Mercaptopurine	1.0	n.s.
C00112	CDP	2.585	n.s.
C00119	5-Phospho-alpha-D-ribose_1-diphosphate	-3.934	<0.05
C00118	D-Glyceraldehyde_3-phosphate	-2.702	<0.05
C03492	D-4'-Phosphopantothenate	0.0	<0.05
C01346	dUDP	-2.585	n.s.
C00232	Succinate_semialdehyde	0.0	n.s.
C00681	1-Acyl-sn-glycerol_3-phosphate	-1.585	n.s.
C14145	(3S)-3-Hydroxyadipyl-CoA	3.585	<0.05
C05813	2-Octaprenyl-6-methoxy-1,4-benzoquinone	0.0	<0.05
C00236	3-Phospho-D-glyceroyl_phosphate	0.0	n.s.
C00188	L-Threonine	2.0	n.s.
C05814	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone	0.0	<0.05
C00186	(S)-Lactate	0.0	n.s.
C05818	2-Demethylmenaquinone	0.0	<0.05
C00183	L-Valine	2.585	n.s.
C03794	N6-(1,2-Dicarboxyethyl)-AMP	-0.737	n.s.
C00159	D-Mannose	6.426	<0.05
C04216	all-trans-Heptaprenyl_diphosphate	0.0	<0.05
C00011	CO2	-4.605	<0.05
C06548	Ethylene_oxide	1.585	n.s.
C04352	(R)-4'-Phosphopantothenoyl-L-cysteine	0.0	<0.05
C05338	4-Hydroxyphenylacetyl-CoA	0.0	<0.05
C16348	cis-3-Chloroallyl_aldehyde	0.0	n.s.
C00842	dTDP-glucose	-1.0	n.s.
C16586	2-Phenyl-1,3-propanediol_monocarbamate	2.322	n.s.
C00015	UDP	-0.585	n.s.
C06142	1-Butanol	-1.585	n.s.
C16551	Alcophosphamide	-2.322	n.s.
C06715	3-Oxopimeloyl-CoA	0.0	<0.05
C05539	N-Acetyl-L-2-amino-6-oxopimelate	0.0	n.s.
C14519	1-Hydroxypyrene	2.0	n.s.
C00446	alpha-D-Galactose_1-phosphate	0.0	n.s.
C00445	5,10-Methenyltetrahydrofolate	0.652	n.s.
C01762	Xanthosine	-2.322	n.s.
C00441	L-Aspartate_4-semialdehyde	-0.778	n.s.
C00527	Glutaryl-CoA	0.0	<0.05
C00448	trans,trans-Farnesyl_diphosphate	2.322	n.s.
C04882	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine	-1.0	n.s.
C05796	Galactan	2.322	n.s.
C05402	Melibiose	-3.807	<0.05
C05404	D-Gal_alpha_1->6D-Gal_alpha_1->6D-Glucose	-3.807	<0.05
C03939	Acetyl-[acyl-carrier_protein]	0.0	n.s.
C00620	alpha-D-Ribose_1-phosphate	4.392	<0.05
C00780	Serotonin	2.0	n.s.
C00239	dCMP	2.322	n.s.
C00231	D-Xylulose_5-phosphate	0.794	n.s.
C01345	dITP	1.585	n.s.
C00234	10-Formyltetrahydrofolate	-1.515	n.s.
C00235	Dimethylallyl_diphosphate	-1.0	n.s.
C01613	Stachyose	3.807	<0.05
C00010	CoA	-1.874	n.s.
C05984	2-Hydroxybutanoic_acid	6.322	<0.05
C05689	Se-Methyl-L-selenocysteine	0.0	<0.05
C00014	Ammonia	1.751	<0.05
C05980	Cardiolipin	-2.0	n.s.
C05822	3'-CMP	-1.0	n.s.
C05823	3-Mercaptolactate	-6.322	<0.05
C00153	Nicotinamide	0.0	<0.05
C00152	L-Asparagine	1.0	n.s.
C00155	L-Homocysteine	-1.585	n.s.
C02876	Propanoyl_phosphate	1.0	n.s.
C02336	beta-D-Fructose	-2.963	<0.05
C00655	Xanthosine_5'-phosphate	1.078	n.s.
C02232	3-Oxoadipyl-CoA	-3.585	<0.05
C14089	1-Hydroxymethylnaphthalene	5.109	<0.05
C02909	(2-Naphthyl)methanol	5.109	<0.05
C06188	Salicin_6-phosphate	3.322	<0.05
C02059	Phylloquinone	0.0	<0.05
C18902	Methylselenic_acid	3.907	<0.05
C06611	trans-3-Chloro-2-propene-1-ol	0.0	n.s.
C06612	cis-3-Chloro-2-propene-1-ol	0.0	n.s.
C06613	trans-3-Chloroallyl_aldehyde	0.0	n.s.
C00870	4-Nitrophenol	-2.322	n.s.
C16273	3-Hydroxy-5-oxohexanoyl-CoA	0.0	<0.05
C03373	Aminoimidazole_ribotide	2.0	n.s.
C01152	N(pi)-Methyl-L-histidine	-2.0	n.s.
C05699	L-Selenocystathionine	1.0	n.s.
C03479	Folinic_acid	0.0	<0.05
C01144	(S)-3-Hydroxybutanoyl-CoA	3.059	<0.05
C06113	L-Aspartyl-tRNA(Asn)	-3.97	n.s.
C06112	L-Glutamyl-tRNA(Gln)	-3.568	<0.05
C03972	2,3,4,5-Tetrahydrodipicolinate	0.0	n.s.
C03974	2-Acyl-sn-glycerol_3-phosphate	0.0	<0.05
C00279	D-Erythrose_4-phosphate	0.0	<0.05
C02470	Xanthurenic_acid	2.0	n.s.
C00275	D-Mannose_6-phosphate	-6.375	<0.05
C13638	1-(4'-Hydroxyphenyl)ethanol	1.585	n.s.
C00900	2-Acetolactate	2.0	n.s.
C00475	Cytidine	-2.322	n.s.
C12215	Iminoerythrose_4-phosphate	0.0	<0.05
C00473	Retinol	2.322	n.s.
C00294	Inosine	-2.322	n.s.
C00295	Orotate	0.0	n.s.
C00357	N-Acetyl-D-glucosamine_6-phosphate	2.585	<0.05
C05698	Selenohomocysteine	-1.0	n.s.
C00352	D-Glucosamine_6-phosphate	-1.263	n.s.
C00350	Phosphatidylethanolamine	0.0	n.s.
C02528	Chenodeoxycholate	-4.459	<0.05
C05892	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine	1.0	n.s.
C05596	p-Hydroxyphenylacetylglycine	0.0	<0.05
C00993	D-Alanyl-D-alanine	-4.585	<0.05
C05382	Sedoheptulose_7-phosphate	0.0	n.s.
C00121	D-Ribose	2.585	n.s.
C00122	Fumarate	-1.867	n.s.
C00123	L-Leucine	2.0	n.s.
C00124	D-Galactose	2.0	<0.05
C00127	Glutathione_disulfide	3.17	<0.05
C00129	Isopentenyl_diphosphate	1.0	n.s.
C05744	Acetoacetyl-[acp]	-1.585	n.s.
C03150	Nicotinamide-beta-riboside	-2.322	n.s.
C00055	CMP	2.322	n.s.
C00199	D-Ribulose_5-phosphate	-2.837	<0.05
C00051	Glutathione	-3.17	<0.05
C00052	UDP-alpha-D-galactose	-0.652	n.s.
C00197	3-Phospho-D-glycerate	5.516	<0.05
C00058	Formate	0.0	n.s.
C01113	D-Galactose_6-phosphate	-3.0	n.s.
C01118	O-Succinyl-L-homoserine	0.0	n.s.
C01050	UDP-N-acetylmuramate	0.0	n.s.
C04574	di-trans,poly-cis-Undecaprenyl_diphosphate	-3.17	n.s.
C01212	UDP-N-acetylmuramoyl-L-alanine	0.0	n.s.
C06156	alpha-D-Glucosamine_1-phosphate	0.0	n.s.
C03539	S-Ribosyl-L-homocysteine	2.322	n.s.
C06010	(S)-2-Acetolactate	1.0	n.s.
