Compound_code	Metabolite_name	Importance_score	p_value
C03125	L-Cysteinyl-tRNA(Cys)	0.0	n.s.
C03127	L-Isoleucyl-tRNA(Ile)	0.0	n.s.
C03692	1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol	0.0	n.s.
C00026	2-Oxoglutarate	0.0	n.s.
C02291	L-Cystathionine	0.0	n.s.
C00362	dGMP	0.0	n.s.
C00363	dTDP	0.0	n.s.
C00008	ADP	0.0	n.s.
C00007	Oxygen	0.0	n.s.
C05897	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	0.0	n.s.
C16519	2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate	0.0	n.s.
C00002	ATP	0.0	n.s.
C00369	Starch	0.0	n.s.
C00491	L-Cystine	0.0	n.s.
C03912	(S)-1-Pyrroline-5-carboxylate	0.0	n.s.
C00804	Propynoate	0.0	n.s.
C17556	di-trans,poly-cis-Undecaprenyl_phosphate	0.0	n.s.
C00818	D-Glucarate	0.0	n.s.
C05985	2-Propynal	0.0	n.s.
C00075	UTP	0.0	n.s.
C01213	(R)-Methylmalonyl-CoA	0.0	n.s.
C06022	UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine	0.0	n.s.
C05665	3-Aminopropanal	0.0	n.s.
C00254	Prephenate	0.0	n.s.
C04652	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine	0.0	n.s.
C05404	D-Gal_alpha_1->6D-Gal_alpha_1->6D-Glucose	0.0	n.s.
C00258	D-Glycerate	0.0	n.s.
C00417	cis-Aconitate	0.0	n.s.
C00645	N-Acetyl-D-mannosamine	0.0	n.s.
C00099	beta-Alanine	0.0	n.s.
C00311	Isocitrate	0.0	n.s.
C16393	2-Hydroxylamino-4,6-dinitrotoluene	0.0	n.s.
C00490	Itaconate	0.0	n.s.
C01931	L-Lysyl-tRNA	0.0	n.s.
C00492	Raffinose	0.0	n.s.
C03294	N-Formylmethionyl-tRNA	0.0	n.s.
C00555	4-Aminobutyraldehyde	0.0	n.s.
C00091	Succinyl-CoA	0.0	n.s.
C00885	Isochorismate	0.0	n.s.
C02051	Lipoylprotein	0.0	n.s.
C00096	GDP-mannose	0.0	n.s.
C00097	L-Cysteine	0.0	n.s.
C00089	Sucrose	0.0	n.s.
C00078	L-Tryptophan	0.0	n.s.
C00079	L-Phenylalanine	0.0	n.s.
C06614	trans-3-Chloroacrylic_acid	0.0	n.s.
C06615	cis-3-Chloroacrylic_acid	0.0	n.s.
C00073	L-Methionine	0.0	n.s.
C14463	(R)-3-Hydroxy-3-methyl-2-oxopentanoate	0.0	n.s.
C06755	Chloroacetic_acid	0.0	n.s.
C02282	Glutaminyl-tRNA	0.0	n.s.
C00074	Phosphoenolpyruvate	0.0	n.s.
C00077	L-Ornithine	0.0	n.s.
C10700	4'-Hydroxyacetophenone	0.0	n.s.
C00071	Aldehyde	0.0	n.s.
C04039	2,3-Dihydroxy-3-methylbutanoate	0.0	n.s.
C02686	Galactosylceramide	0.0	n.s.
C01019	6-Deoxy-L-galactose	0.0	n.s.
C00437	N-Acetylornithine	0.0	n.s.
C00243	Lactose	0.0	n.s.
C00084	Acetaldehyde	0.0	n.s.
C00083	Malonyl-CoA	0.0	n.s.
C00082	L-Tyrosine	0.0	n.s.
C00081	ITP	0.0	n.s.
C16236	Protein_N6-(octanoyl)lysine	0.0	n.s.
C14762	13(S)-HODE	0.0	n.s.
C00624	N-Acetyl-L-glutamate	0.0	n.s.
C00407	L-Isoleucine	0.0	n.s.
C14765	13-OxoODE	0.0	n.s.
C00183	L-Valine	0.0	n.s.
C05938	L-4-Hydroxyglutamate_semialdehyde	0.0	n.s.
C00337	(S)-Dihydroorotate	0.0	n.s.
C00166	Phenylpyruvate	0.0	n.s.
C00160	Glycolate	0.0	n.s.
C01250	N-Acetyl-L-glutamate_5-semialdehyde	0.0	n.s.
C00162	Fatty_acid	0.0	n.s.
C00275	D-Mannose_6-phosphate	0.0	n.s.
C01096	Sorbitol_6-phosphate	0.0	n.s.
C01929	L-Histidinal	0.0	n.s.
C06113	L-Aspartyl-tRNA(Asn)	0.0	n.s.
C06112	L-Glutamyl-tRNA(Gln)	0.0	n.s.
C02047	L-Leucyl-tRNA	0.0	n.s.
C00068	Thiamin_diphosphate	0.0	n.s.
C00342	Thioredoxin	0.0	n.s.
C00343	Thioredoxin_disulfide	0.0	n.s.
C00103	D-Glucose_1-phosphate	0.0	n.s.
C00100	Propanoyl-CoA	0.0	n.s.
C00101	Tetrahydrofolate	0.0	n.s.
C06032	D-erythro-3-Methylmalate	0.0	n.s.
C00063	CTP	0.0	n.s.
C00062	L-Arginine	0.0	n.s.
C00064	L-Glutamine	0.0	n.s.
C11811	1-Hydroxy-2-methyl-2-butenyl_4-diphosphate	0.0	n.s.
C00860	L-Histidinol	0.0	n.s.
C00286	dGTP	0.0	n.s.
C00864	Pantothenate	0.0	n.s.
C02576	Perillyl_aldehyde	0.0	n.s.
C04272	(R)-2,3-Dihydroxy-3-methylbutanoate	0.0	n.s.
C04702	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)	0.0	n.s.
C00577	D-Glyceraldehyde	0.0	n.s.
C01149	4-Trimethylammoniobutanal	0.0	n.s.
C01412	Butanal	0.0	n.s.
C00361	dGDP	0.0	n.s.
C13638	1-(4'-Hydroxyphenyl)ethanol	0.0	n.s.
C00900	2-Acetolactate	0.0	n.s.
C00173	Acyl-[acyl-carrier_protein]	0.0	n.s.
C02226	2-Methylmaleate	0.0	n.s.
C02554	L-Valyl-tRNA(Val)	0.0	n.s.
C00668	alpha-D-Glucose_6-phosphate	0.0	n.s.
C03402	L-Asparaginyl-tRNA(Asn)	0.0	n.s.
C05399	Melibiitol	0.0	n.s.
C00179	Agmatine	0.0	n.s.
C00988	2-Phosphoglycolate	0.0	n.s.
C00117	D-Ribose_5-phosphate	0.0	n.s.
C04181	3-Hydroxy-3-methyl-2-oxobutanoic_acid	0.0	n.s.
C03090	5-Phosphoribosylamine	0.0	n.s.
C00112	CDP	0.0	n.s.
C00357	N-Acetyl-D-glucosamine_6-phosphate	0.0	n.s.
C05698	Selenohomocysteine	0.0	n.s.
C01267	3-(Imidazol-4-yl)-2-oxopropyl_phosphate	0.0	n.s.
C00119	5-Phospho-alpha-D-ribose_1-diphosphate	0.0	n.s.
C00352	D-Glucosamine_6-phosphate	0.0	n.s.
C00350	Phosphatidylethanolamine	0.0	n.s.
C00637	Indole-3-acetaldehyde	0.0	n.s.
C16348	cis-3-Chloroallyl_aldehyde	0.0	n.s.
C04877	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate	0.0	n.s.
C11435	4-(Cytidine_5'-diphospho)-2-C-methyl-D-erythritol	0.0	n.s.
C11436	2-Phospho-4-(cytidine_5'-diphospho)-2-C-methyl-D-erythritol	0.0	n.s.
C11924	Perillic_acid	0.0	n.s.
C01179	3-(4-Hydroxyphenyl)pyruvate	0.0	n.s.
C05752	Octanoyl-[acp]	0.0	n.s.
C02631	2-Isopropylmaleate	0.0	n.s.
C05892	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine	0.0	n.s.
C01172	beta-D-Glucose_6-phosphate	0.0	n.s.
C00267	alpha-D-Glucose	0.0	n.s.
C00169	Carbamoyl_phosphate	0.0	n.s.
C05817	(1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate	0.0	n.s.
C01613	Stachyose	0.0	n.s.
C00993	D-Alanyl-D-alanine	0.0	n.s.
C00460	dUTP	0.0	n.s.
C00463	Indole	0.0	n.s.
C05125	2-(alpha-Hydroxyethyl)thiamine_diphosphate	0.0	n.s.
C00120	Biotin	0.0	n.s.
C00159	D-Mannose	0.0	n.s.
C00122	Fumarate	0.0	n.s.
C00123	L-Leucine	0.0	n.s.
C00124	D-Galactose	0.0	n.s.
C00011	CO2	0.0	n.s.
C06548	Ethylene_oxide	0.0	n.s.
C04352	(R)-4'-Phosphopantothenoyl-L-cysteine	0.0	n.s.
C01962	Thiocysteine	0.0	n.s.
C02412	Glycyl-tRNA(Gly)	0.0	n.s.
C01165	L-Glutamate_5-semialdehyde	0.0	n.s.
C00116	Glycerol	0.0	n.s.
C00522	(R)-Pantoate	0.0	n.s.
C02946	4-Acetamidobutanoate	0.0	n.s.
C00327	L-Citrulline	0.0	n.s.
C00104	IDP	0.0	n.s.
C00448	trans,trans-Farnesyl_diphosphate	0.0	n.s.
C20239	6-Carboxy-5,6,7,8-tetrahydropterin	0.0	n.s.
C06142	1-Butanol	0.0	n.s.
C04882	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine	0.0	n.s.
C06002	(S)-Methylmalonate_semialdehyde	0.0	n.s.
C00458	dCTP	0.0	n.s.
C00459	dTTP	0.0	n.s.
C01209	Malonyl-[acyl-carrier_protein]	0.0	n.s.
C00721	Dextrin	0.0	n.s.
C04691	2-Dehydro-3-deoxy-D-arabino-heptonate_7-phosphate	0.0	n.s.
C00058	Formate	0.0	n.s.
C15972	Enzyme_N6-(lipoyl)lysine	0.0	n.s.
C00046	RNA	0.0	n.s.
C00036	Oxaloacetate	0.0	n.s.
C00037	Glycine	0.0	n.s.
C15973	Enzyme_N6-(dihydrolipoyl)lysine	0.0	n.s.
C00035	GDP	0.0	n.s.
C00033	Acetate	0.0	n.s.
C00031	D-Glucose	0.0	n.s.
C00137	myo-Inositol	0.0	n.s.
C00135	L-Histidine	0.0	n.s.
C00133	D-Alanine	0.0	n.s.
C00334	4-Aminobutanoate	0.0	n.s.
C00131	dATP	0.0	n.s.
C00039	DNA	0.0	n.s.
C16237	Protein_N6-(lipoyl)lysine	0.0	n.s.
C01290	beta-D-Galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide	0.0	n.s.
C05699	L-Selenocystathionine	0.0	n.s.
C05635	5-Hydroxyindoleacetate	0.0	n.s.
C05634	5-Hydroxyindoleacetaldehyde	0.0	n.s.
C00295	Orotate	0.0	n.s.
C06010	(S)-2-Acetolactate	0.0	n.s.
C16239	Lipoyl-[acp]	0.0	n.s.
C05130	Imidazole-4-acetaldehyde	0.0	n.s.
C00446	alpha-D-Galactose_1-phosphate	0.0	n.s.
C00445	5,10-Methenyltetrahydrofolate	0.0	n.s.
C00206	dADP	0.0	n.s.
C05947	L-erythro-4-Hydroxyglutamate	0.0	n.s.
C00440	5-Methyltetrahydrofolate	0.0	n.s.
C04281	L-1-Pyrroline-3-hydroxy-5-carboxylate	0.0	n.s.
C01721	L-Fuculose	0.0	n.s.
C05946	D-4-Hydroxy-2-oxoglutarate	0.0	n.s.
C00638	Long-chain_fatty_acid	0.0	n.s.
C11453	2-C-Methyl-D-erythritol_2,4-cyclodiphosphate	0.0	n.s.
C00449	N6-(L-1,3-Dicarboxypropyl)-L-lysine	0.0	n.s.
C05973	2-Acyl-sn-glycero-3-phosphoethanolamine	0.0	n.s.
C00042	Succinate	0.0	n.s.
C00047	L-Lysine	0.0	n.s.
C05936	N4-Acetylaminobutanal	0.0	n.s.
C00044	GTP	0.0	n.s.
C05335	L-Selenomethionine	0.0	n.s.
C01190	beta-D-Glucosyl-(1<->1)-ceramide	0.0	n.s.
C00048	Glyoxylate	0.0	n.s.
C02612	(R)-2-Methylmalate	0.0	n.s.
