Compound_code	Metabolite_name	Indegree	Outdegree
C00227	Acetyl_phosphate	13	3
C00226	Primary_alcohol	0	3
C00224	Adenylyl_sulfate	3	0
C01236	D-Glucono-1,5-lactone_6-phosphate	5	5
C01235	alpha-D-Galactosyl-(1->3)-1D-myo-inositol	0	1
C00385	Xanthine	5	8
C00387	Guanosine	7	0
C02504	alpha-Isopropylmalate	4	2
C00229	Acyl-carrier_protein	0	1
C00499	Allantoate	3	2
C16391	Trinitrotoluene	0	12
C16392	4-Hydroxylamino-2,6-dinitrotoluene	8	0
C16393	2-Hydroxylamino-4,6-dinitrotoluene	4	0
C00894	Propenoyl-CoA	10	2
C00288	HCO3-	1	0
C04593	(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate	1	1
C00546	Methylglyoxal	1	0
C13629	1,2-Bis(4-hydroxyphenyl)-2-propanol	2	1
C00366	Urate	3	0
C01801	Deoxyribose	0	1
C00364	dTMP	2	3
C00365	dUMP	1	0
C00362	dGMP	4	4
C00363	dTDP	0	2
C00360	dAMP	0	6
C00008	ADP	5	4
C00007	Oxygen	0	1
C00006	NADP+	3	2
C00005	NADPH	1	1
C00003	NAD+	1	2
C00002	ATP	2	7
C00369	Starch	2	6
C00376	Retinal	2	0
C03582	Resveratrol	0	2
C16619	6-Thioguanosine_monophosphate	1	0
C04652	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine	1	5
C03741	(S)-4-Amino-5-oxopentanoate	5	1
C16614	6-Methylmercaptopurine	0	1
C00645	N-Acetyl-D-mannosamine	4	0
C00099	beta-Alanine	6	8
C00311	Isocitrate	12	10
C00310	D-Xylulose	2	2
C00641	1,2-Diacyl-sn-glycerol	0	4
C01931	L-Lysyl-tRNA	1	0
C00315	Spermidine	6	5
C01528	Hydrogen_selenide	0	2
C00090	Catechol	4	0
C00091	Succinyl-CoA	8	1
C00092	D-Glucose_6-phosphate	7	0
C00093	sn-Glycerol_3-phosphate	1	10
C00094	Sulfite	6	5
C00095	D-Fructose	4	4
C02222	2-Maleylacetate	11	0
C14099	2-Naphthaldehyde	9	0
C06311	Galactitol_1-phosphate	0	2
C07335	2-Amino-3-oxo-4-phosphonooxybutyrate	2	2
C14090	1-Naphthaldehyde	9	0
C15667	5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole	3	0
C00077	L-Ornithine	5	0
C11941	Pinocarveol	2	0
C04732	5-Amino-6-(1-D-ribitylamino)uracil	0	2
C06193	Guanosine_3'-phosphate	1	0
C11945	trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA	0	2
C05172	Selenophosphoric_acid	2	1
C11947	3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA	4	0
C04738	UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine	2	0
C17560	2-Polyprenyl-6-methoxy-1,4-benzoquinone	0	3
C17561	2-Polyprenyl-3-methyl-6-methoxy-1,4-benzoquinone	3	0
C00437	N-Acetylornithine	4	6
C06427	(9Z,12Z,15Z)-Octadecatrienoic_acid	2	2
C05775	alpha-Ribazole	0	2
C03069	3-Methylcrotonyl-CoA	2	0
C00979	O-Acetyl-L-serine	5	9
C05778	Sirohydrochlorin	4	2
C03063	2-Oxohept-3-enedioate	2	3
C00166	Phenylpyruvate	8	5
C00167	UDP-glucuronate	0	2
C00160	Glycolate	4	3
C00163	Propanoate	1	1
C02984	L-Aspartyl-tRNA(Asp)	1	0
C03267	beta-D-Fructose_2-phosphate	0	1
C02987	L-Glutamyl-tRNA(Glu)	0	3
C19878	D-glycero-alpha-D-manno-Heptose_7-phosphate	1	0
C03263	Coproporphyrinogen_III	3	3
C02047	L-Leucyl-tRNA	1	0
C14787	(1S,2R)-Naphthalene_1,2-oxide	0	2
C14786	(1R,2S)-Naphthalene_1,2-oxide	0	1
C03082	4-Phospho-L-aspartate	24	0
C20253	Aminoacrylate	0	2
C20396	Methylphosphonate	0	1
C20258	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate	5	0
C00861	L-Rhamnulose	1	1
C01063	6-Carboxyhexanoyl-CoA	0	2
C02962	D-Allose_6-phosphate	0	2
C00864	Pantothenate	4	2
C14856	7,8-Dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene	1	0
C04272	(R)-2,3-Dihydroxy-3-methylbutanoate	0	5
C00534	Pyridoxamine	2	2
C01419	Cys-Gly	0	6
C03360	4-Nitrophenyl_phosphate	0	2
C04932	Lipid_A_disaccharide	2	0
C01146	2-Hydroxy-3-oxopropanoate	9	1
C04421	N-Succinyl-LL-2,6-diaminoheptanedioate	2	6
C12448	Ecgonine_methyl_ester	0	1
C06510	Adenosine-GDP-cobinamide	2	2
C03561	(R)-3-Hydroxybutanoyl-CoA	4	0
C04352	(R)-4'-Phosphopantothenoyl-L-cysteine	1	0
C03406	N-(L-Arginino)succinate	5	5
C05512	Deoxyinosine	2	0
C04186	5-Carboxymethyl-2-hydroxymuconate	3	0
C07645	Aldophosphamide	0	2
C07648	Thioguanine	0	1
C07649	5-FU	0	1
C02353	2',3'-Cyclic_AMP	0	1
C00327	L-Citrulline	1	4
C00692	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	3	1
C02463	Precorrin_2	6	3
C07836	D-glycero-beta-D-manno-Heptose_7-phosphate	2	2
C05264	(S)-Hydroxydecanoyl-CoA	0	8
C03232	3-Phosphonooxypyruvate	6	0
C05266	(S)-3-Hydroxyoctanoyl-CoA	4	12
C05267	3-Oxooctanoyl-CoA	4	4
C05260	(S)-3-Hydroxytetradecanoyl-CoA	4	12
C05261	3-Oxotetradecanoyl-CoA	4	4
C05262	(S)-3-Hydroxydodecanoyl-CoA	4	12
C05263	3-Oxododecanoyl-CoA	4	4
C14861	S-(2,2-Dichloro-1-hydroxy)ethyl_glutathione	1	0
C00269	CDP-diacylglycerol	3	4
C14863	2-(S-Glutathionyl)acetyl_glutathione	1	0
C14864	S-(2-Chloroacetyl)glutathione	1	0
C00507	L-Rhamnose	0	1
C13624	Bisphenol_A	1	2
C00263	L-Homoserine	4	24
C00262	Hypoxanthine	2	2
C16217	3-Hydroxyoctadecanoyl-CoA	2	0
C16216	3-Oxostearoyl-CoA	0	2
C00267	alpha-D-Glucose	8	6
C00266	Glycolaldehyde	3	0
C04494	Guanosine_3'-diphosphate_5'-triphosphate	0	1
C18242	2,3,5-Trichlorodienelactone	0	2
C00461	Chitin	1	2
C00460	dUTP	1	1
C00463	Indole	1	0
C03319	dTDP-6-deoxy-L-mannose	2	2
C12835	2,5-Dichloro-4-oxohex-2-enedioate	2	1
C12834	2,5-Dichloro-carboxymethylenebut-2-en-4-olide	1	2
C00286	dGTP	4	11
C00345	6-Phospho-D-gluconate	10	4
C00283	Hydrogen_sulfide	4	9
C00320	Thiosulfate	1	2
C12838	trans-4-Carboxymethylenebut-2-en-4-olide	0	2
C00842	dTDP-glucose	4	0
C05427	Phytyl_diphosphate	0	2
C00063	CTP	5	4
C01151	D-Ribose_1,5-bisphosphate	1	0
C14315	Anthracene	0	2
C01563	Carbamate	1	0
C04051	5-Amino-4-imidazolecarboxyamide	1	0
C04052	5-Carboxy-2-oxohept-3-enedioate	0	3
C02262	D-Galactosamine	0	3
C02265	D-Phenylalanine	0	1
C05947	L-erythro-4-Hydroxyglutamate	3	2
C00672	2-Deoxy-D-ribose_1-phosphate	0	1
C01367	3'-AMP	1	0
C11583	4-Glutathionyl_cyclophosphamide	1	0
C00219	Arachidonate	0	2
C00601	Phenylacetaldehyde	2	4
C00217	D-Glutamate	3	2
C00214	Thymidine	3	2
C00212	Adenosine	6	2
C01368	3'-UMP	1	0
C05840	Iminoaspartate	2	2
C05841	Nicotinate_D-ribonucleoside	3	0
C00035	GDP	4	4
C00032	Heme	3	2
C00033	Acetate	6	14
C00031	D-Glucose	5	5
C00137	myo-Inositol	11	0
C00136	Butanoyl-CoA	2	6
C02814	Benzene-1,2,4-triol	2	0
C00134	Putrescine	3	8
C00133	D-Alanine	2	3
C06397	ADP-D-glycero-beta-D-manno-heptose	1	3
C00130	IMP	3	8
C05931	N-Succinyl-L-glutamate	0	1
C00668	alpha-D-Glucose_6-phosphate	9	0
C03221	2-trans-Dodecenoyl-CoA	10	1
C02723	N-Methylputrescine	0	3
C05730	Glutathionylspermidine	1	3
C00043	UDP-N-acetyl-alpha-D-glucosamine	4	9
C00042	Succinate	1	11
C00041	L-Alanine	2	6
C00040	Acyl-CoA	0	6
C00047	L-Lysine	0	1
C00046	RNA	0	4
C05280	cis,cis-3,6-Dodecadienoyl-CoA	0	1
C00044	GTP	2	8
C00793	D-Cysteine	0	1
C00049	L-Aspartate	10	41
C00048	Glyoxylate	7	3
C02642	3-Ureidopropionate	4	0
C06481	L-Seryl-tRNA(Sec)	0	2
C20440	alpha-D-Ribose_1,2-cyclic_phosphate_5-phosphate	1	1
C06482	L-Selenocysteinyl-tRNA(Sec)	2	0
C14899	3-Dehydro-L-gulonate_6-phosphate	5	0
C11088	1,2-Dibromoethane	0	1
C04230	1-Acyl-sn-glycero-3-phosphocholine	1	0
C04233	2-Acyl-sn-glycero-3-phosphocholine	1	0
C01101	L-Ribulose_5-phosphate	1	9
C01100	L-Histidinol_phosphate	2	6
C01103	Orotidine_5'-phosphate	1	3
C04462	N-Succinyl-2-L-amino-6-oxoheptanedioate	5	3
C04756	O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine	1	1
C14859	Chloroacetyl_chloride	0	1
C05125	2-(alpha-Hydroxyethyl)thiamine_diphosphate	5	1
C01209	Malonyl-[acyl-carrier_protein]	0	20
C06001	(S)-3-Hydroxyisobutyrate	0	4
C06000	(S)-3-Hydroxyisobutyryl-CoA	4	0
C06002	(S)-Methylmalonate_semialdehyde	5	0
C06007	(R)-2,3-Dihydroxy-3-methylpentanoate	0	5
C06006	(S)-2-Aceto-2-hydroxybutanoate	5	0
C16565	Aminopropylcadaverine	1	0
C18216	4-Hydroxyphenyl-4-hydroxybenzoate	2	2
C00957	Mercaptopyruvate	1	1
C00603	(-)-Ureidoglycolate	2	4
C05345	beta-D-Fructose_6-phosphate	9	9
C00222	3-Oxopropanoate	10	8
C00819	D-Glutamine	1	1
C00221	beta-D-Glucose	3	0
C00429	5,6-Dihydrouracil	0	4
C11472	D-glycero-beta-D-manno-Heptose_1,7-bisphosphate	2	2
C01031	S-Formylglutathione	2	2
C00817	D-Altronate	5	3
C03979	2-Dehydro-3-deoxy-L-rhamnonate	1	1
C03451	(R)-S-Lactoylglutathione	0	1
C01672	Cadaverine	0	4
C00036	Oxaloacetate	19	18
C05223	Dodecanoyl-[acyl-carrier_protein]	0	3
C06398	ADP-L-glycero-beta-D-manno-heptose	2	0
C15809	Iminoglycine	0	1
C00380	Cytosine	1	1
C03972	2,3,4,5-Tetrahydrodipicolinate	1	3
C03912	(S)-1-Pyrroline-5-carboxylate	4	5
C00253	Nicotinate	3	1
C00250	Pyridoxal	2	4
C00251	Chorismate	3	9
C00256	(R)-Lactate	1	1
C00257	D-Gluconic_acid	1	7
C00254	Prephenate	4	5
C00255	Riboflavin	0	2
C00392	Mannitol	0	1
C11278	Aflatoxin_B1exo-8,9-epoxide-GSH	1	0
C00259	L-Arabinose	0	2
C16596	5-Phenyl-1,3-oxazinane-2,4-dione	1	0
C00395	Penicillin	0	2
C16595	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one	0	1
C01081	Thiamin_monophosphate	2	0
C01083	alpha,alpha-Trehalose	0	2
C00559	Deoxyadenosine	6	2
C00558	D-Tagaturonate	0	2
C00492	Raffinose	1	1
C16388	(6Z,9Z,12Z,15Z,18Z)-3-Hydroxytetracosapenta-6,9,12,15,18-enoyl-CoA	4	0
C16387	(2E,6Z,9Z,12Z,15Z,18Z)-Tetracosahexa-2,6,9,12,15,18-enoyl-CoA	0	4
C00886	L-Alanyl-tRNA	1	0
C00885	Isochorismate	4	2
C01322	RX	0	1
C00498	ADP-glucose	4	3
C00882	Dephospho-CoA	0	2
C00881	Deoxycytidine	3	0
C14855	4,5-Dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene	1	0
C00078	L-Tryptophan	0	2
C00079	L-Phenylalanine	5	3
C00072	Ascorbate	0	9
C00073	L-Methionine	8	0
C00071	Aldehyde	3	0
C02282	Glutaminyl-tRNA	1	1
C00074	Phosphoenolpyruvate	13	8
C00075	UTP	2	6
C05766	Uroporphyrinogen_I	0	1
C00131	dATP	8	6
C16186	L-Ascorbate_6-phosphate	9	3
C00905	D-Fructuronate	1	1
C02350	(S)(+)-Allantoin	0	3
C00085	D-Fructose_6-phosphate	5	7
C00084	Acetaldehyde	12	6
C02355	2',3'-Cyclic_UMP	0	1
C00082	L-Tyrosine	2	9
C00081	ITP	1	1
C01290	beta-D-Galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide	0	2
C04640	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine	3	0
C00879	D-Galactarate	0	1
C04642	2-Hydroxy-5-carboxymethylmuconate_semialdehyde	3	3
C00089	Sucrose	1	3
C00088	Nitrite	9	9
C01888	Aminoacetone	0	1
C00671	(S)-3-Methyl-2-oxopentanoic_acid	9	3
C02191	Protoporphyrin	0	3
C00673	2-Deoxy-D-ribose_5-phosphate	2	0
C01250	N-Acetyl-L-glutamate_5-semialdehyde	1	4
C00679	5-Dehydro-4-deoxy-D-glucarate	1	1
C00106	Uracil	4	3
C20373	3-Hydroxyglutaryl-[acp]_methyl_ester	2	2
C00104	IDP	0	1
C00105	UMP	9	7
C00103	D-Glucose_1-phosphate	9	17
C00100	Propanoyl-CoA	2	3
C00101	Tetrahydrofolate	5	3
C15556	L-3,4-Dihydroxybutan-2-one_4-phosphate	2	2
C00109	2-Oxobutanoate	5	6
C16200	Phenylboronic_acid	0	2
C04706	cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide	0	3
C04702	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)	2	2
C00508	L-Ribulose	3	1
C05764	Hexadecanoyl-[acp]	0	3
C06899	Chloral_hydrate	0	1
C05761	Tetradecanoyl-[acp]	0	3
C05760	trans-Tetradec-2-enoyl-[acp]	3	0
C05763	trans-Hexadec-2-enoyl-[acp]	3	0
C05762	3-Oxohexadecanoyl-[acp]	4	2
C05600	2-Hydroxyhepta-2,4-dienedioate	4	3
C00361	dGDP	3	3
C05768	Coproporphyrinogen_I	1	0
C00173	Acyl-[acyl-carrier_protein]	1	0
C00170	5'-Methylthioadenosine	2	1
C14805	1-Nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene	1	0
C02992	L-Threonyl-tRNA(Thr)	1	0
C00179	Agmatine	4	2
C00178	Thymine	1	0
C05938	L-4-Hydroxyglutamate_semialdehyde	0	1
C02995	Maltose_6'-phosphate	1	1
C18239	Precursor_Z	2	2
C03090	5-Phosphoribosylamine	0	3
C06676	4-Sulfolactone	0	2
C00168	Hydroxypyruvate	0	2
C01079	Protoporphyrinogen_IX	3	0
C11437	1-Deoxy-D-xylulose_5-phosphate	2	2
C18310	3-Chloro-2-methylmaleylacetate	2	0
C01179	3-(4-Hydroxyphenyl)pyruvate	7	2
C04823	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole	3	0
C04824	Lipid_X	2	2
C01170	UDP-N-acetyl-D-mannosamine	1	1
C01172	beta-D-Glucose_6-phosphate	3	5
C03393	4-Phospho-D-erythronate	2	2
C01177	Inositol_1-phosphate	0	2
C06178	1-Methylpyrrolinium	3	0
C11457	3-(3-Hydroxyphenyl)propanoic_acid	0	3
C00526	Deoxyuridine	0	1
C03892	Phosphatidylglycerophosphate	2	0
C00681	1-Acyl-sn-glycerol_3-phosphate	7	2
C00680	meso-2,6-Diaminoheptanedioate	4	2
C05279	trans,cis-Lauro-2,6-dienoyl-CoA	1	0
C14804	1-Nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene	1	0
C05273	trans-Tetradec-2-enoyl-CoA	10	1
C05272	trans-Hexadec-2-enoyl-CoA	11	1
C05378	beta-D-Fructose_1,6-bisphosphate	4	12
C00448	trans,trans-Farnesyl_diphosphate	2	5
C05276	trans-Oct-2-enoyl-CoA	10	1
C05275	trans-Dec-2-enoyl-CoA	10	1
C05274	Decanoyl-CoA	1	2
C00514	D-Mannonate	1	3
C16220	3-Hydroxyoctadecanoyl-[acp]	3	3
C00921	Dihydropteroate	4	2
C14874	Glutathione_episulfonium_ion	1	0
C14871	S-(Formylmethyl)glutathione	1	0
C14870	2-Bromoacetaldehyde	0	1
C00458	dCTP	3	11
C04895	7,8-Dihydroneopterin_3'-triphosphate	2	2
C04896	5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide	4	0
C12621	trans-3-Hydroxycinnamate	0	3
C12623	trans-2,3-Dihydroxycinnamate	3	0
C00455	Nicotinamide_D-ribonucleotide	0	3
C15973	Enzyme_N6-(dihydrolipoyl)lysine	0	1
C00330	Deoxyguanosine	4	3
C00332	Acetoacetyl-CoA	30	9
C00334	4-Aminobutanoate	5	5
C04121	CMP-3-deoxy-D-manno-octulosonate	1	5
C04574	di-trans,poly-cis-Undecaprenyl_diphosphate	4	1
C00299	Uridine	3	2
C00636	D-Mannose_1-phosphate	3	1
C00631	2-Phospho-D-glycerate	2	14
C05974	2-Acyl-sn-glycero-3-phosphoserine	1	0
C04044	3-(2,3-Dihydroxyphenyl)propanoate	3	0
C04043	3,4-Dihydroxyphenylacetaldehyde	4	0
C05973	2-Acyl-sn-glycero-3-phosphoethanolamine	1	1
C00208	Maltose	1	2
C00204	2-Dehydro-3-deoxy-D-gluconate	6	6
C01213	(R)-Methylmalonyl-CoA	0	7
C00206	dADP	3	1
C07490	Trichloroethanol	1	0
C12248	5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate	3	0
C13634	2,3-Bis(4-hydroxyphenyl)-1,2-propanediol	2	0
C00025	L-Glutamate	19	25
C00024	Acetyl-CoA	30	34
C00148	L-Proline	1	3
C00149	(S)-Malate	5	28
C05993	Acetyl_adenylate	1	1
C00022	Pyruvate	38	30
C16615	6-Methylthiopurine_5'-monophosphate_ribonucleotide	1	0
C00140	N-Acetyl-D-glucosamine	1	1
C00141	3-Methyl-2-oxobutanoic_acid	15	13
C00146	Phenol	2	0
C00147	Adenine	3	2
C05998	3-Hydroxyisovaleryl-CoA	0	2
C11434	2-C-Methyl-D-erythritol_4-phosphate	1	2
C05807	2-Polyprenylphenol	0	3
C05729	R-S-Cysteinylglycine	0	3
C04631	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine	2	7
C04633	(3R)-3-Hydroxypalmitoyl-[acyl-carrier_protein]	2	4
C02737	Phosphatidylserine	1	2
C04635	1-(1-Alkenyl)-sn-glycero-3-phosphoethanolamine	1	1
C00312	L-Xylulose	0	2
C02739	1-(5-Phospho-D-ribosyl)-ATP	0	4
C00647	Pyridoxamine_phosphate	2	2
C05726	S-Substituted_L-cysteine	3	0
C03175	Shikimate_3-phosphate	4	4
C02354	2',3'-Cyclic_CMP	0	1
C00705	dCDP	4	2
C11821	5-Hydroxyisourate	0	3
C02320	R-S-Glutathione	1	0
C04618	(3R)-3-Hydroxybutanoyl-[acyl-carrier_protein]	1	5
C06473	2-Keto-D-gluconic_acid	2	1
C00314	Pyridoxine	1	3
C12455	5-Aminopentanal	3	0
C04225	(Z)-But-2-ene-1,2,3-tricarboxylate	1	1
C05593	3-Hydroxyphenylacetate	0	2
C02225	2-Methylcitrate	1	1
C00750	Spermine	3	1
C04752	2-Methyl-4-amino-5-hydroxymethylpyrimidine_diphosphate	0	2
C04751	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate	0	3
C01134	Pantetheine_4'-phosphate	1	0
C01137	S-Adenosylmethioninamine	1	4
C01131	L-Rhamnulose_1-phosphate	1	1
C01132	N-Acetyl-D-galactosamine	0	3
C00018	Pyridoxal_phosphate	5	1
C06037	Digalactosyl-diacylglycerol	0	1
C03512	L-Tryptophanyl-tRNA(Trp)	1	0
C02593	Tetradecanoyl-CoA	1	2
C03284	L-3-Amino-isobutanoate	0	1
C15699	gamma-L-Glutamylputrescine	2	0
C14180	S-(Hydroxymethyl)glutathione	0	2
C02741	Phosphoribosyl-AMP	4	4
C03125	L-Cysteinyl-tRNA(Cys)	1	0
C03127	L-Isoleucyl-tRNA(Ile)	1	0
C00097	L-Cysteine	13	3
C03692	1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol	1	0
C04317	1-Organyl-2-lyso-sn-glycero-3-phosphocholine	1	1
C20372	3-Ketoglutaryl-[acp]_methyl_ester	2	2
C20377	3-Hydroxypimeloyl-[acp]_methyl_ester	2	1
C20376	3-Ketopimeloyl-[acp]_methyl_ester	2	2
C20375	Glutaryl-[acp]_methyl_ester	0	2
C20374	Enoylglutaryl-[acp]_methyl_ester	2	0
C20378	Enoylpimeloyl-[acp]_methyl_ester	1	0
C06206	Benzoyl_phosphate	0	2
C05399	Melibiitol	0	1
C00802	Oxalureate	4	0
C03722	Quinolinate	2	0
C14839	Bromobenzene-3,4-oxide	0	1
C19879	D-glycero-alpha-D-manno-Heptose_1,7-bisphosphate	0	1
C01144	(S)-3-Hydroxybutanoyl-CoA	17	31
C00473	Retinol	0	2
C04916	N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide	0	4
C04919	2,3,2'3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine_1,4'-bisphosphate	0	2
C00415	Dihydrofolate	2	0
C00416	Phosphatidate	6	4
C00417	cis-Aconitate	16	12
C00618	3-Dehydro-L-gulonate	0	2
C03460	2-Methylprop-2-enoyl-CoA	0	4
C00037	Glycine	9	1
C15767	4-(L-gamma-Glutamylamino)butanoate	1	1
C04851	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol	2	0
C03345	2-Methylbut-2-enoyl-CoA	4	2
C03344	2-Methylacetoacetyl-CoA	6	0
C09880	alpha-Pinene	0	4
C01279	4-Amino-5-hydroxymethyl-2-methylpyrimidine	2	0
C19975	2-Oxepin-2(3H)-ylideneacetyl-CoA	0	2
C04039	2,3-Dihydroxy-3-methylbutanoate	0	1
C04006	1D-myo-Inositol_3-phosphate	0	5
C02565	N-Methylhydantoin	2	0
C11355	4-Amino-4-deoxychorismate	1	0
C02686	Galactosylceramide	1	0
C05576	3,4-Dihydroxyphenylethyleneglycol	3	3
C05577	3,4-Dihydroxymandelaldehyde	3	3
C14847	3,4-Dihydro-3-hydroxy-4-S-glutathionyl_bromobenzene	1	0
C00243	Lactose	0	4
C00242	Guanine	1	7
C00244	Nitrate	6	6
C14840	Bromobenzene-2,3-oxide	0	1
C00624	N-Acetyl-L-glutamate	5	5
C14848	2,3-Dihydro-2-S-glutathionyl-3-hydroxy_bromobenzene	1	0
C16586	2-Phenyl-1,3-propanediol_monocarbamate	0	1
C00483	Tyramine	0	1
C06194	2',3'-Cyclic_GMP	0	1
C01099	L-Fuculose_1-phosphate	1	1
C01097	D-Tagatose_6-phosphate	2	0
C01096	Sorbitol_6-phosphate	1	1
C01094	D-Fructose_1-phosphate	2	3
C01721	L-Fuculose	0	1
C01092	8-Amino-7-oxononanoate	4	0
C00068	Thiamin_diphosphate	1	4
C00342	Thioredoxin	0	5
C00343	Thioredoxin_disulfide	4	0
C00344	Phosphatidylglycerol	0	4
C11946	cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA	0	2
C07086	Phenylacetic_acid	4	3
C19586	Aflatoxin_B1-exo-8,9-epoxide	0	1
C00062	L-Arginine	4	5
C00065	L-Serine	3	14
C00064	L-Glutamine	13	10
C01165	L-Glutamate_5-semialdehyde	0	1
C11811	1-Hydroxy-2-methyl-2-butenyl_4-diphosphate	0	10
C16633	5-Fluorouridine	1	0
C05665	3-Aminopropanal	1	0
C16631	alpha-Fluoro-beta-ureidopropionic_acid	1	0
C04677	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide	1	1
C19673	Malonyl-[acp]_methyl_ester	0	2
C05924	Molybdopterin	2	0
C05923	2,5-Diaminopyrimidine_nucleoside_triphosphate	2	2
C05922	Formamidopyrimidine_nucleoside_triphosphate	2	2
C00748	Siroheme	2	1
C04171	(2S,3S)-2,3-Dihydro-2,3-dihydroxybenzoate	2	2
C04079	N-((R)-Pantothenoyl)-L-cysteine	0	1
C00986	1,3-Diaminopropane	0	1
C00669	gamma-L-Glutamyl-L-cysteine	2	0
C01267	3-(Imidazol-4-yl)-2-oxopropyl_phosphate	5	3
C01269	5-O-(1-Carboxyvinyl)-3-phosphoshikimate	3	1
C18096	D-Allulose_6-phosphate	2	0
C00663	beta-D-Glucose_1-phosphate	0	1
C02163	L-Arginyl-tRNA(Arg)	1	0
C00988	2-Phosphoglycolate	0	3
C00135	L-Histidine	0	1
C00117	D-Ribose_5-phosphate	13	8
C00116	Glycerol	2	1
C00111	Glycerone_phosphate	33	5
C02380	6-Mercaptopurine	0	1
C00112	CDP	3	4
C05746	3-Oxohexanoyl-[acp]	3	3
C00119	5-Phospho-alpha-D-ribose_1-diphosphate	1	1
C00118	D-Glyceraldehyde_3-phosphate	14	21
C00826	L-Arogenate	0	1
C03492	D-4'-Phosphopantothenate	2	0
C01346	dUDP	2	1
C01345	dITP	1	0
C06441	L-Xylulose_1-phosphate	1	1
C05751	trans-Oct-2-enoyl-[acp]	3	0
C14145	(3S)-3-Hydroxyadipyl-CoA	8	12
C14144	5-Carboxy-2-pentenoyl-CoA	0	8
