Compound_code	Metabolite_name	Importance_score	p_value
C00438	N-Carbamoyl-L-aspartate	-3.03	n.s.
C02047	L-Leucyl-tRNA	-9.0	n.s.
C03082	4-Phospho-L-aspartate	6.8	n.s.
C20251	1-Keto-D-chiro-inositol	-3.7	n.s.
C04377	5,10-Methylenetetrahydromethanopterin	-8.852	n.s.
C04376	5'-Phosphoribosyl-N-formylglycinamide	6.34	n.s.
C20258	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate	-5.964	n.s.
C03089	5-Methylthio-D-ribose	0.0	n.s.
C00861	L-Rhamnulose	-6.066	n.s.
C00860	L-Histidinol	6.17	n.s.
C02962	D-Allose_6-phosphate	8.331	n.s.
C00864	Pantothenate	6.852	n.s.
C04272	(R)-2,3-Dihydroxy-3-methylbutanoate	-9.471	<0.05
C01380	Ethylene_glycol	8.114	n.s.
C01419	Cys-Gly	6.384	n.s.
C01144	(S)-3-Hydroxybutanoyl-CoA	8.924	<0.05
C01146	2-Hydroxy-3-oxopropanoate	-4.524	n.s.
C04421	N-Succinyl-LL-2,6-diaminoheptanedioate	-6.629	n.s.
C06548	Ethylene_oxide	4.858	n.s.
C06041	Glycerophosphoglycoglycerolipid	-6.248	n.s.
C06040	Diglucosyl-diacylglycerol	6.229	n.s.
C08325	Amygdalin	9.95	<0.05
C03402	L-Asparaginyl-tRNA(Asn)	-8.084	n.s.
C17962	Demethylphosphinothricin	5.392	n.s.
C04242	5-Fluorodeoxyuridine_monophosphate	-6.087	n.s.
C03406	N-(L-Arginino)succinate	-8.618	n.s.
C05512	Deoxyinosine	6.798	n.s.
C04181	3-Hydroxy-3-methyl-2-oxobutanoic_acid	0.0	n.s.
C07648	Thioguanine	7.864	n.s.
C07649	5-FU	7.349	n.s.
C04188	S-Methyl-5-thio-D-ribose_1-phosphate	5.248	n.s.
C05519	L-Allothreonine	0.0	n.s.
C01962	Thiocysteine	-7.459	n.s.
C00692	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	-6.022	n.s.
C00691	2,4,6/3,5-Pentahydroxycyclohexanone	-2.322	n.s.
C02463	Precorrin_2	-2.459	n.s.
C07836	D-glycero-beta-D-manno-Heptose_7-phosphate	0.0	n.s.
C00695	Cholic_acid	-7.418	n.s.
C18096	D-Allulose_6-phosphate	-8.195	n.s.
C00269	CDP-diacylglycerol	4.902	n.s.
C00501	CDP-glucose	-5.524	n.s.
C00506	L-Cysteate	7.693	n.s.
C00507	L-Rhamnose	7.87	n.s.
C18259	1-Methoxypyrene	-6.476	n.s.
C00263	L-Homoserine	-3.033	n.s.
C03785	D-Tagatose_1,6-bisphosphate	-11.489	<0.05
C00508	L-Ribulose	-8.512	n.s.
C16216	3-Oxostearoyl-CoA	8.679	n.s.
C00267	alpha-D-Glucose	7.457	n.s.
C00266	Glycolaldehyde	-7.733	n.s.
C04494	Guanosine_3'-diphosphate_5'-triphosphate	-7.6	n.s.
C06128	GM4	3.17	<0.05
C06762	4-Hydroxy-2-oxohexanoic_acid	0.0	n.s.
C00464	Mannan	-1.0	<0.05
C00460	dUTP	7.555	n.s.
C00463	Indole	0.0	n.s.
C03319	dTDP-6-deoxy-L-mannose	0.0	n.s.
C00328	L-Kynurenine	0.0	n.s.
C00286	dGTP	-8.041	n.s.
C05752	Octanoyl-[acp]	5.907	n.s.
C00283	Hydrogen_sulfide	6.807	n.s.
C15813	C15813	0.0	n.s.
C04432	tRNA_containing_6-isopentenyladenosine	-6.943	n.s.
C00327	L-Citrulline	8.238	n.s.
C00325	GDP-L-fucose	0.0	n.s.
C02798	3-Phosphonopyruvate	-7.077	n.s.
C05688	L-Selenocysteine	1.0	<0.05
C00088	Nitrite	0.0	n.s.
C04691	2-Dehydro-3-deoxy-D-arabino-heptonate_7-phosphate	6.15	n.s.
C01563	Carbamate	-7.6	n.s.
C04051	5-Amino-4-imidazolecarboxyamide	-8.488	n.s.
C04053	5-Dehydro-4-deoxy-D-glucuronate	9.267	n.s.
C18026	(2S)-Ethylmalonyl-CoA	9.494	<0.05
C05946	D-4-Hydroxy-2-oxoglutarate	0.0	n.s.
C15815	C15815	0.585	n.s.
C06506	Adenosyl_cobyrinate_a,c_diamide	-8.353	n.s.
C01209	Malonyl-[acyl-carrier_protein]	6.672	n.s.
C01152	N(pi)-Methyl-L-histidine	-6.476	n.s.
C02492	1,4-beta-D-Mannan	7.022	n.s.
C00217	D-Glutamate	5.615	n.s.
C00214	Thymidine	5.102	n.s.
C00844	Prunasin	0.0	n.s.
C00212	Adenosine	6.819	n.s.
C16688	Sucrose_6-phosphate	7.322	n.s.
C00606	3-Sulfino-L-alanine	0.0	n.s.
C05840	Iminoaspartate	3.459	n.s.
C00037	Glycine	8.083	n.s.
C11907	4,6-Dideoxy-4-oxo-dTDP-D-glucose	-8.214	n.s.
C00033	Acetate	8.404	n.s.
C00031	D-Glucose	7.856	n.s.
C00137	myo-Inositol	-7.335	n.s.
C00136	Butanoyl-CoA	9.309	<0.05
C00135	L-Histidine	-6.2	n.s.
C00134	Putrescine	6.009	n.s.
C00133	D-Alanine	5.833	n.s.
C00130	IMP	-2.346	n.s.
C05636	3-Hydroxykynurenamine	-6.508	n.s.
C05947	L-erythro-4-Hydroxyglutamate	0.0	n.s.
C06508	Adenosyl_cobinamide	-6.95	n.s.
C06509	Adenosyl_cobinamide_phosphate	-4.459	n.s.
C00043	UDP-N-acetyl-alpha-D-glucosamine	-4.585	n.s.
C00042	Succinate	4.7	n.s.
C00041	L-Alanine	6.79	n.s.
C00040	Acyl-CoA	7.654	n.s.
C00047	L-Lysine	-5.951	n.s.
C00046	RNA	-7.76	n.s.
C00044	GTP	-8.947	<0.05
C00049	L-Aspartate	5.666	n.s.
C00048	Glyoxylate	6.975	<0.05
C00666	LL-2,6-Diaminoheptanedioate	7.073	n.s.
C06481	L-Seryl-tRNA(Sec)	-8.426	n.s.
C20440	alpha-D-Ribose_1,2-cyclic_phosphate_5-phosphate	4.248	n.s.
C04236	(2S)-2-Isopropyl-3-oxosuccinate	-8.098	n.s.
C01101	L-Ribulose_5-phosphate	9.382	<0.05
C04454	5-Amino-6-(5'-phospho-D-ribitylamino)uracil	-7.15	n.s.
C00857	Deamino-NAD+	-6.56	n.s.
C01102	O-Phospho-L-homoserine	-5.17	n.s.
C02888	Sorbose_1-phosphate	-4.858	n.s.
C03033	beta-D-Glucuronoside	4.392	n.s.
C05125	2-(alpha-Hydroxyethyl)thiamine_diphosphate	0.0	n.s.
C05122	Taurocholate	7.418	n.s.
C05648	5-Hydroxy-N-formylkynurenine	4.322	n.s.
C01131	L-Rhamnulose_1-phosphate	6.524	n.s.
C00066	tRNA	6.943	n.s.
C03684	6-Pyruvoyltetrahydropterin	-3.0	<0.05
C03090	5-Phosphoribosylamine	-7.997	n.s.
C03688	Apo-[acyl-carrier-protein]	8.155	n.s.
C06007	(R)-2,3-Dihydroxy-3-methylpentanoate	-9.471	<0.05
C06006	(S)-2-Aceto-2-hydroxybutanoate	9.809	<0.05
C00227	Acetyl_phosphate	-6.781	n.s.
C16565	Aminopropylcadaverine	-6.304	n.s.
C00957	Mercaptopyruvate	3.907	n.s.
C03546	myo-Inositol_4-phosphate	7.285	n.s.
C04302	N-(5-Phospho-D-ribosyl)anthranilate	-4.087	n.s.
C05345	beta-D-Fructose_6-phosphate	10.671	<0.05
C04900	Luteolin_7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]-4'-O-beta-D-glucuronide	4.392	n.s.
C00422	Triacylglycerol	0.0	n.s.
C00221	beta-D-Glucose	-8.89	n.s.
C01037	7,8-Diaminononanoate	-2.115	n.s.
C00817	D-Altronate	-5.85	n.s.
C03451	(R)-S-Lactoylglutathione	6.392	n.s.
C00036	Oxaloacetate	10.089	<0.05
C05223	Dodecanoyl-[acyl-carrier_protein]	5.907	n.s.
C05466	Glycochenodeoxycholate	7.418	n.s.
C05841	Nicotinate_D-ribonucleoside	7.676	n.s.
C15809	Iminoglycine	4.459	n.s.
C00380	Cytosine	0.0	n.s.
C05787	Bilirubin_beta-diglucuronide	4.392	n.s.
C03912	(S)-1-Pyrroline-5-carboxylate	0.0	n.s.
C00035	GDP	1.7	n.s.
C00252	Isomaltose	6.728	n.s.
C00253	Nicotinate	-7.583	n.s.
C00250	Pyridoxal	6.17	n.s.
C00251	Chorismate	-6.188	n.s.
C00256	(R)-Lactate	7.392	n.s.
C00257	D-Gluconic_acid	0.0	<0.05
C05338	4-Hydroxyphenylacetyl-CoA	4.7	n.s.
C00255	Riboflavin	6.248	n.s.
C05336	Selenomethionyl-tRNA(Met)	-8.155	n.s.
C00258	D-Glycerate	4.256	n.s.
C00259	L-Arabinose	-8.098	n.s.
C11376	SN38_glucuronide	4.392	n.s.
C01081	Thiamin_monophosphate	-5.585	n.s.
C03287	L-Glutamyl_5-phosphate	6.892	n.s.
C00559	Deoxyadenosine	4.723	n.s.
C00558	D-Tagaturonate	-8.061	n.s.
C00492	Raffinose	-4.907	n.s.
C00493	Shikimate	4.355	n.s.
C00886	L-Alanyl-tRNA	-8.551	n.s.
C00498	ADP-glucose	-11.558	<0.05
C00882	Dephospho-CoA	-7.109	n.s.
C00881	Deoxycytidine	7.547	n.s.
C00078	L-Tryptophan	5.624	n.s.
C00079	L-Phenylalanine	3.469	n.s.
C00072	Ascorbate	4.524	n.s.
C00073	L-Methionine	8.214	n.s.
C02282	Glutaminyl-tRNA	-8.521	n.s.
C00074	Phosphoenolpyruvate	-10.818	<0.05
C00075	UTP	9.406	<0.05
C00131	dATP	-6.479	n.s.
C16186	L-Ascorbate_6-phosphate	-4.524	n.s.
C06032	D-erythro-3-Methylmalate	2.205	n.s.
C00085	D-Fructose_6-phosphate	10.541	<0.05
C00084	Acetaldehyde	0.0	n.s.
C00083	Malonyl-CoA	5.723	n.s.
C00082	L-Tyrosine	-2.919	n.s.
C00081	ITP	6.022	n.s.
C00080	H+	-6.672	n.s.
C04640	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine	-4.585	n.s.
C05762	3-Oxohexadecanoyl-[acp]	-2.0	n.s.
C00089	Sucrose	-7.443	n.s.
C04646	6-Thioinosine-5'-monophosphate	8.185	n.s.
C00670	sn-Glycero-3-phosphocholine	8.281	n.s.
C00671	(S)-3-Methyl-2-oxopentanoic_acid	7.446	n.s.
C00672	2-Deoxy-D-ribose_1-phosphate	8.195	n.s.
C00673	2-Deoxy-D-ribose_5-phosphate	-3.807	n.s.
C01250	N-Acetyl-L-glutamate_5-semialdehyde	-3.7	n.s.
C01929	L-Histidinal	0.0	n.s.
C01885	1-Acylglycerol	-3.322	n.s.
C00106	Uracil	6.373	n.s.
C00105	UMP	-4.71	n.s.
C00103	D-Glucose_1-phosphate	5.816	n.s.
C00100	Propanoyl-CoA	-11.255	<0.05
C00101	Tetrahydrofolate	-5.719	n.s.
C02352	1,4-beta-D-Xylan	6.883	n.s.
C15556	L-3,4-Dihydroxybutan-2-one_4-phosphate	2.807	n.s.
C00108	Anthranilate	4.746	n.s.
C00109	2-Oxobutanoate	10.04	<0.05
C04702	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)	-4.322	n.s.
C15980	(S)-2-Methylbutanoyl-CoA	0.0	n.s.
C05764	Hexadecanoyl-[acp]	5.907	n.s.
C05766	Uroporphyrinogen_I	3.907	n.s.
C05761	Tetradecanoyl-[acp]	5.907	n.s.
C05760	trans-Tetradec-2-enoyl-[acp]	6.15	n.s.
C05763	trans-Hexadec-2-enoyl-[acp]	6.15	n.s.
C03175	Shikimate_3-phosphate	-4.492	n.s.
C16698	N-Acetylmuramic_acid_6-phosphate	0.0	<0.05
C06893	2-Deoxy-5-keto-D-gluconic_acid_6-phosphate	0.0	n.s.
C00361	dGDP	6.786	n.s.
C05768	Coproporphyrinogen_I	-3.907	n.s.
C00170	5'-Methylthioadenosine	4.285	n.s.
C05830	8-Methoxykynurenate	-6.476	n.s.
C02992	L-Threonyl-tRNA(Thr)	-8.714	n.s.
C00179	Agmatine	5.19	<0.05
C00178	Thymine	0.0	n.s.
C00447	Sedoheptulose_1,7-bisphosphate	0.0	n.s.
C04349	(4S)-4,6-Dihydroxy-2,5-dioxohexanoate	-8.642	n.s.
C07086	Phenylacetic_acid	9.246	n.s.
C01077	O-Acetyl-L-homoserine	7.243	n.s.
C20082	Pseudaminic_acid	-4.644	n.s.
C11434	2-C-Methyl-D-erythritol_4-phosphate	0.0	n.s.
C11435	4-(Cytidine_5'-diphospho)-2-C-methyl-D-erythritol	-2.585	n.s.
C11436	2-Phospho-4-(cytidine_5'-diphospho)-2-C-methyl-D-erythritol	-2.322	n.s.
C11437	1-Deoxy-D-xylulose_5-phosphate	-4.121	n.s.
C11432	1-Phenanthrol	6.476	n.s.
C11433	1-Methoxyphenanthrene	-6.476	n.s.
C01179	3-(4-Hydroxyphenyl)pyruvate	1.508	n.s.
C04823	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole	4.0	n.s.
C01170	UDP-N-acetyl-D-mannosamine	0.0	n.s.
C04411	(2R,3S)-3-Isopropylmalate	2.293	n.s.
C01172	beta-D-Glucose_6-phosphate	9.166	<0.05
C01177	Inositol_1-phosphate	7.285	n.s.
C00169	Carbamoyl_phosphate	-6.626	n.s.
C18796	(2R)-2-Hydroxy-2-methylbutanenitrile	-9.95	<0.05
C08334	Lotaustralin	9.95	<0.05
C03557	2-Aminoethylphosphonate	7.435	n.s.
C03410	N-Glycoloyl-neuraminate	7.814	n.s.
C00449	N6-(L-1,3-Dicarboxypropyl)-L-lysine	0.0	n.s.
C03892	Phosphatidylglycerophosphate	-7.637	n.s.
C00681	1-Acyl-sn-glycerol_3-phosphate	4.459	n.s.
C00680	meso-2,6-Diaminoheptanedioate	-1.312	n.s.
C00683	(S)-Methylmalonyl-CoA	9.13	<0.05
C04287	3D-(3,5/4)-Trihydroxycyclohexane-1,2-dione	2.585	n.s.
C02839	L-Tyrosyl-tRNA(Tyr)	-8.006	n.s.
C02553	L-Seryl-tRNA(Ser)	-8.426	n.s.
C00688	dTDP-4-dehydro-6-deoxy-beta-L-mannose	6.903	n.s.
C05378	beta-D-Fructose_1,6-bisphosphate	-9.348	<0.05
C05379	Oxalosuccinate	0.0	n.s.
C20238	(2R)-Ethylmalonyl-CoA	-9.494	<0.05
C02554	L-Valyl-tRNA(Val)	-8.443	n.s.
C01267	3-(Imidazol-4-yl)-2-oxopropyl_phosphate	2.601	n.s.
C00512	S-Benzoate_coenzyme_A	-4.7	n.s.
C00514	D-Mannonate	4.858	n.s.
C16220	3-Hydroxyoctadecanoyl-[acp]	-6.977	n.s.
C00921	Dihydropteroate	7.109	n.s.
C05465	Taurochenodeoxycholate	7.418	n.s.
C04297	CDP-4-dehydro-3,6-dideoxy-D-glucose	0.0	n.s.
C04294	5-(2-Hydroxyethyl)-4-methylthiazole	4.585	n.s.
C01674	Chitobiose	8.94	n.s.
C00458	dCTP	-8.959	<0.05
C04895	7,8-Dihydroneopterin_3'-triphosphate	-4.954	n.s.
C04896	5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide	7.683	n.s.
C13638	1-(4'-Hydroxyphenyl)ethanol	4.858	n.s.
C00448	trans,trans-Farnesyl_diphosphate	-2.7	n.s.
C00455	Nicotinamide_D-ribonucleotide	-4.719	n.s.
C00330	Deoxyguanosine	5.923	n.s.
C00333	D-Galacturonate	9.638	<0.05
C12739	5'-Deoxy-5-fluorouridine	-7.672	n.s.
C02987	L-Glutamyl-tRNA(Glu)	-8.103	n.s.
C00337	(S)-Dihydroorotate	-5.209	n.s.
C05699	L-Selenocystathionine	7.451	n.s.
C04688	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier_protein]	-6.977	n.s.
C04122	D-1-Aminopropan-2-ol_O-phosphate	4.459	n.s.
C00350	Phosphatidylethanolamine	0.0	n.s.
C00636	D-Mannose_1-phosphate	0.0	n.s.
C00630	2-Methylpropanoyl-CoA	4.524	n.s.
C00631	2-Phospho-D-glycerate	2.926	n.s.
C02528	Chenodeoxycholate	-7.418	n.s.
C04046	3-D-Glucosyl-1,2-diacylglycerol	1.0	<0.05
C01594	Linamarin	9.95	<0.05
C01219	CDP-4-dehydro-6-deoxy-D-glucose	3.7	n.s.
C16221	(2E)-Octadecenoyl-[acp]	6.15	n.s.
C00208	Maltose	-8.472	n.s.
C05749	Hexanoyl-[acp]	5.907	n.s.
C00204	2-Dehydro-3-deoxy-D-gluconate	8.024	n.s.
C01213	(R)-Methylmalonyl-CoA	0.0	n.s.
C01212	UDP-N-acetylmuramoyl-L-alanine	3.781	n.s.
C00203	UDP-N-acetyl-D-galactosamine	3.858	n.s.
C00025	L-Glutamate	5.922	n.s.
C00024	Acetyl-CoA	-8.417	<0.05
C00148	L-Proline	-4.322	n.s.
C00026	2-Oxoglutarate	-4.412	n.s.
C00021	S-Adenosyl-L-homocysteine	5.597	n.s.
C00020	AMP	-6.484	n.s.
C00022	Pyruvate	8.769	<0.05
C00143	5,10-Methylenetetrahydrofolate	-7.131	n.s.
C00140	N-Acetyl-D-glucosamine	-6.87	n.s.
C00141	3-Methyl-2-oxobutanoic_acid	-7.449	n.s.
C00029	UDP-glucose	-7.345	n.s.
C00147	Adenine	4.295	n.s.
C00144	GMP	-7.547	n.s.
C16614	6-Methylmercaptopurine	7.864	n.s.
C01079	Protoporphyrinogen_IX	-8.574	n.s.
C05984	2-Hydroxybutanoic_acid	7.877	n.s.
C05729	R-S-Cysteinylglycine	6.384	n.s.
C04631	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine	-8.282	n.s.
C03232	3-Phosphonooxypyruvate	-0.678	n.s.
C02737	Phosphatidylserine	-0.222	n.s.
C00312	L-Xylulose	7.392	n.s.
C02739	1-(5-Phospho-D-ribosyl)-ATP	-6.19	n.s.
C00647	Pyridoxamine_phosphate	0.0	n.s.
C05726	S-Substituted_L-cysteine	-6.384	n.s.
C00700	XTP	6.022	n.s.
C00705	dCDP	0.0	n.s.
C06250	Holo-[carboxylase]	-7.998	n.s.
C02631	2-Isopropylmaleate	0.0	n.s.
C02637	3-Dehydroshikimate	2.722	n.s.
C03194	(R)-1-Aminopropan-2-ol	4.459	n.s.
C04419	Carboxybiotin-carboxyl-carrier_protein	7.96	n.s.
C01528	Hydrogen_selenide	-7.547	n.s.
C00750	Spermine	0.0	n.s.
C04752	2-Methyl-4-amino-5-hydroxymethylpyrimidine_diphosphate	4.0	n.s.
C04751	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate	6.426	n.s.
C01134	Pantetheine_4'-phosphate	7.767	n.s.
C01137	S-Adenosylmethioninamine	3.931	n.s.
C00760	Cellulose	9.347	<0.05
C06037	Digalactosyl-diacylglycerol	8.028	n.s.
C05651	5-Hydroxykynurenine	-4.322	n.s.
C03511	L-Phenylalanyl-tRNA(Phe)	-7.873	n.s.
C05653	Formylanthranilate	4.322	n.s.
C01100	L-Histidinol_phosphate	-4.524	n.s.
C05659	5-Methoxytryptamine	-6.476	n.s.
C01103	Orotidine_5'-phosphate	-6.59	n.s.
C04462	N-Succinyl-2-L-amino-6-oxoheptanedioate	0.0	n.s.
C02741	Phosphoribosyl-AMP	3.858	n.s.
C03125	L-Cysteinyl-tRNA(Cys)	-8.114	n.s.
C03127	L-Isoleucyl-tRNA(Ile)	-8.17	n.s.
C03692	1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol	-8.028	n.s.
C03691	CMP-N-glycoloylneuraminate	-7.814	n.s.
C20373	3-Hydroxyglutaryl-[acp]_methyl_ester	-6.977	n.s.
C20372	3-Ketoglutaryl-[acp]_methyl_ester	-2.322	n.s.
C20377	3-Hydroxypimeloyl-[acp]_methyl_ester	-6.977	n.s.
C20376	3-Ketopimeloyl-[acp]_methyl_ester	-2.322	n.s.
C20375	Glutaryl-[acp]_methyl_ester	8.693	n.s.
C20374	Enoylglutaryl-[acp]_methyl_ester	-8.155	n.s.
C05596	p-Hydroxyphenylacetylglycine	-4.7	n.s.
C20378	Enoylpimeloyl-[acp]_methyl_ester	-8.155	n.s.
C05401	3-beta-D-Galactosyl-sn-glycerol	8.028	n.s.
C04257	N-Acetyl-D-mannosamine_6-phosphate	7.861	n.s.
C00966	2-Dehydropantoate	-5.358	n.s.
C04916	N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide	6.384	n.s.
C00415	Dihydrofolate	6.33	n.s.
C00416	Phosphatidate	-5.426	n.s.
C00417	cis-Aconitate	0.0	n.s.
C01005	O-Phospho-L-serine	-6.947	n.s.
C03460	2-Methylprop-2-enoyl-CoA	-4.524	n.s.
C17949	N-Acetyldemethylphosphinothricin	-5.392	n.s.
C04851	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol	7.735	n.s.
C03345	2-Methylbut-2-enoyl-CoA	0.0	n.s.
C01279	4-Amino-5-hydroxymethyl-2-methylpyrimidine	3.17	n.s.
C03862	Dolichyl_phosphate_D-mannose	0.0	n.s.
