compound_code	compound_name	cumulative_metabolite_score	consumption_score	production_score	percentile
C00006	NADP+	10.3390598518	10.437	-6.508	90.0
C00005	NADPH	-10.637	0.0	-10.637	90.0
C00003	NAD+	-5.77589618545	0.0	-5.776	60.0
C00002	ATP	-8.94503908965	7.611	-9.427	80.0
C00369	Starch	9.42361769511	9.506	-5.338	80.0
C05703	Methaneselenol	-11.0783591265	0.0	-11.078	90.0
C00376	Retinal	-11.4087469058	0.0	-11.409	90.0
C01412	Butanal	12.3652780152	12.365	0.0	90.0
C16619	6-Thioguanosine_monophosphate	-9.57662858337	0.0	-9.577	90.0
C11062	4-Hydroxybutyryl-CoA	8.895	8.895	0.0	80.0
C02612	(R)-2-Methylmalate	4.58468944797	4.585	0.0	50.0
C00018	Pyridoxal_phosphate	-11.6215039701	0.0	-11.622	90.0
C16615	6-Methylthiopurine_5'-monophosphate_ribonucleotide	-8.96571628671	0.0	-8.966	80.0
C16614	6-Methylmercaptopurine	8.96571628671	8.966	0.0	80.0
C03742	(S)-4-Hydroxymandelonitrile	-7.276	0.0	-7.276	70.0
C00645	N-Acetyl-D-mannosamine	-8.95036768094	0.0	-8.95	80.0
C00099	beta-Alanine	5.44341105764	6.015	-4.404	60.0
C00311	Isocitrate	3.04142540463	3.041	0.0	50.0
C00310	D-Xylulose	-7.14977144473	0.0	-7.15	70.0
C00641	1,2-Diacyl-sn-glycerol	8.03624373987	8.118	-3.945	80.0
C01931	L-Lysyl-tRNA	-10.161973056	0.0	-10.162	90.0
C00315	Spermidine	-4.585	0.0	-4.585	50.0
C00314	Pyridoxine	11.6215039701	11.622	0.0	90.0
C00091	Succinyl-CoA	-10.0535325946	7.809	-10.33	90.0
C00092	D-Glucose_6-phosphate	-9.83492772319	7.796	-10.149	90.0
C00093	sn-Glycerol_3-phosphate	8.45330422963	8.49	-3.17	80.0
C00094	Sulfite	-2.35956853925	0.342	-2.678	50.0
C00095	D-Fructose	8.60671703663	9.383	-8.118	80.0
C00096	GDP-mannose	9.48033438321	9.48	0.0	90.0
C00097	L-Cysteine	-5.98471473165	6.719	-7.398	60.0
C14099	2-Naphthaldehyde	-12.1711008979	0.0	-12.171	90.0
C05729	R-S-Cysteinylglycine	8.82634601273	8.826	0.0	80.0
C14818	Fe2+	9.31289129875	9.313	0.0	80.0
C14090	1-Naphthaldehyde	-12.1711008979	0.0	-12.171	90.0
C14095	2-Hydroxy-3-carboxybenzalpyruvate	6.267	6.267	0.0	60.0
C15667	5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole	-8.98050564191	5.755	-9.127	80.0
C14096	3-Formylsalicylic_acid	-6.267	0.0	-6.267	60.0
C00186	(S)-Lactate	11.2829172697	11.283	0.0	90.0
C06194	2',3'-Cyclic_GMP	7.7005672701	7.701	0.0	70.0
C06193	Guanosine_3'-phosphate	-7.7005672701	0.0	-7.701	70.0
C05172	Selenophosphoric_acid	-3.70051590648	2.322	-4.17	50.0
C11948	2,6-Dimethyl-5-methylene-3-oxo-heptanoyl-CoA	7.59222814289	7.592	0.0	70.0
C11949	3-Isopropylbut-3-enoyl-CoA	-7.59222814289	0.0	-7.592	70.0
C06199	Hordenine	-6.08761958113	0.0	-6.088	60.0
C05775	alpha-Ribazole	-5.36912468552	0.0	-5.369	60.0
C07118	Benzoyl_acetyl-CoA	7.59222814289	7.592	0.0	70.0
C05773	Cobyrinate	-4.248	0.0	-4.248	50.0
C05686	Adenylylselenate	-3.7	0.0	-3.7	50.0
C14762	13(S)-HODE	10.830939666	10.831	0.0	90.0
C00870	4-Nitrophenol	-8.20926459408	0.0	-8.209	80.0
C05778	Sirohydrochlorin	3.322	3.322	0.0	50.0
C05670	3-Aminopropiononitrile	5.044	5.044	0.0	60.0
C00164	Acetoacetate	-3.248	0.0	-3.248	50.0
C00166	Phenylpyruvate	6.93577043153	6.963	-1.195	70.0
C00167	UDP-glucuronate	-7.033464607	0.0	-7.033	70.0
C00160	Glycolate	6.56683379116	8.208	-7.65	70.0
C00180	Benzoate	-8.21178903056	0.0	-8.212	80.0
C00162	Fatty_acid	4.95411617433	4.954	0.0	50.0
C00163	Propanoate	9.87873901282	9.879	0.0	90.0
C02984	L-Aspartyl-tRNA(Asp)	-10.0333635816	0.0	-10.033	90.0
C02987	L-Glutamyl-tRNA(Glu)	-9.60565404869	0.0	-9.606	90.0
C00169	Carbamoyl_phosphate	-7.70375585838	4.954	-7.904	70.0
C02047	L-Leucyl-tRNA	-10.2227065757	0.0	-10.223	90.0
C06567	Penicilloic_acid	-7.34865821384	0.0	-7.349	70.0
C00439	N-Formimino-L-glutamate	1.222	1.222	0.0	50.0
C03082	4-Phospho-L-aspartate	-6.04868517188	3.293	-6.248	60.0
C04377	5,10-Methylenetetrahydromethanopterin	-11.3075090516	0.0	-11.308	90.0
C04376	5'-Phosphoribosyl-N-formylglycinamide	6.76776491114	6.906	-3.459	70.0
C20396	Methylphosphonate	1.45948475703	1.459	0.0	50.0
C20258	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate	-7.48603886359	0.0	-7.486	70.0
C03160	2-Succinylbenzoyl-CoA	3.9065095143	3.907	0.0	50.0
C00861	L-Rhamnulose	-5.392	0.0	-5.392	60.0
C00860	L-Histidinol	-6.0446775485	1.585	-6.109	60.0
C00286	dGTP	-11.0664245978	5.267	-11.092	90.0
C02962	D-Allose_6-phosphate	7.81374738231	7.814	0.0	70.0
C00864	Pantothenate	7.67256067579	7.762	-3.7	70.0
C04272	(R)-2,3-Dihydroxy-3-methylbutanoate	2.32254312851	4.577	-4.238	50.0
C01380	Ethylene_glycol	6.392	6.392	0.0	60.0
C06723	6-Carboxyhex-2-enoyl-CoA	6.267	6.267	0.0	60.0
C01419	Cys-Gly	8.82634601273	8.826	0.0	80.0
C03360	4-Nitrophenyl_phosphate	8.20926459408	8.209	0.0	80.0
C01149	4-Trimethylammoniobutanal	4.95411617433	4.954	0.0	50.0
C12214	Aminofructose_6-phosphate	10.2260458226	10.226	0.0	90.0
C05838	cis-2-Hydroxycinnamate	-7.276	0.0	-7.276	70.0
C01144	(S)-3-Hydroxybutanoyl-CoA	8.20059887409	8.666	-6.807	80.0
C19845	Pimelyl-[acyl-carrier_protein]	4.585	4.585	0.0	50.0
C01146	2-Hydroxy-3-oxopropanoate	-3.7	0.0	-3.7	50.0
C04421	N-Succinyl-LL-2,6-diaminoheptanedioate	7.05910922541	7.077	-0.737	70.0
C01143	(R)-5-Diphosphomevalonate	6.066	6.066	0.0	60.0
C01142	(3S)-3,6-Diaminohexanoate	-5.644	0.0	-5.644	60.0
C06510	Adenosine-GDP-cobinamide	-4.80747214073	1.0	-4.907	60.0
C03561	(R)-3-Hydroxybutanoyl-CoA	10.51	10.51	0.0	90.0
C06040	Diglucosyl-diacylglycerol	-9.47	0.0	-9.47	80.0
C08325	Amygdalin	7.276	7.276	0.0	70.0
C03402	L-Asparaginyl-tRNA(Asn)	-9.77154811093	0.0	-9.772	90.0
C17962	Demethylphosphinothricin	7.48374727855	7.484	0.0	70.0
C03406	N-(L-Arginino)succinate	-5.13032233976	6.807	-7.2	60.0
C05512	Deoxyinosine	7.75844060312	7.811	-3.0	70.0
C07645	Aldophosphamide	11.4087469058	11.409	0.0	90.0
C07648	Thioguanine	8.96571628671	8.966	0.0	80.0
C07649	5-FU	5.392	5.392	0.0	60.0
C00402	D-Aspartate	-9.56952496334	0.0	-9.57	90.0
C00085	D-Fructose_6-phosphate	10.0303324833	10.083	-5.285	90.0
C00327	L-Citrulline	8.95464154534	9.08	-5.488	80.0
C00692	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	8.61471735667	8.836	-6.022	80.0
C02320	R-S-Glutathione	5.044	5.044	0.0	60.0
C02352	1,4-beta-D-Xylan	3.585	3.585	0.0	50.0
C02463	Precorrin_2	1.585	1.585	0.0	50.0
C05269	3-Oxohexanoyl-CoA	-11.0400046764	0.0	-11.04	90.0
C00695	Cholic_acid	-7.47543788333	0.0	-7.475	70.0
C00083	Malonyl-CoA	-8.44005064105	0.0	-8.44	80.0
C18096	D-Allulose_6-phosphate	-7.81374738231	0.0	-7.814	70.0
C00082	L-Tyrosine	-3.70999723936	5.205	-5.643	50.0
C00269	CDP-diacylglycerol	-4.0573971867	3.036	-4.635	50.0
C09814	Benzonitrile	7.658	7.658	0.0	70.0
C00506	L-Cysteate	9.48225114264	9.482	0.0	90.0
C11538	Cobalt-sirohydrochlorin	-4.392	0.0	-4.392	50.0
C18259	1-Methoxypyrene	-6.08761958113	0.0	-6.088	60.0
C00263	L-Homoserine	-3.32228131976	0.195	-3.479	50.0
C00262	Hypoxanthine	-7.47858620716	5.667	-7.84	70.0
C16217	3-Hydroxyoctadecanoyl-CoA	-10.5157976099	0.0	-10.516	90.0
C16216	3-Oxostearoyl-CoA	10.5157976099	10.516	0.0	90.0
C00267	alpha-D-Glucose	5.00151875798	7.763	-7.533	60.0
C00266	Glycolaldehyde	-7.36188102682	0.0	-7.362	70.0
C13952	UDP-N-acetyl-D-galactosaminuronic_acid	-4.807	0.0	-4.807	50.0
C00469	Ethanol	12.1711008979	12.171	0.0	90.0
C04640	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine	-6.87019389161	1.585	-6.907	70.0
C00464	Mannan	-9.47	0.0	-9.47	80.0
C00460	dUTP	8.312430642	8.33	-1.926	80.0
C00329	D-Glucosamine	3.70046737438	3.7	0.0	50.0
C00283	Hydrogen_sulfide	9.53973596496	9.54	0.0	90.0
C00282	Hydrogen	-6.728	0.0	-6.728	70.0
C01152	N(pi)-Methyl-L-histidine	-6.08761958113	0.0	-6.088	60.0
C01962	Thiocysteine	-8.44698090427	0.0	-8.447	80.0
C06251	Lauroyl-KDO2-lipid_IV(A)	-4.437	0.0	-4.437	50.0
C05427	Phytyl_diphosphate	8.4841692028	8.484	0.0	80.0
C05688	L-Selenocysteine	9.1651851432	9.165	0.0	80.0
C04691	2-Dehydro-3-deoxy-D-arabino-heptonate_7-phosphate	5.61478875524	5.858	-3.17	60.0
C01563	Carbamate	-5.087	0.0	-5.087	60.0
C00670	sn-Glycero-3-phosphocholine	7.94289685523	7.943	0.0	70.0
C04053	5-Dehydro-4-deoxy-D-glucuronate	5.55472950443	5.555	0.0	60.0
C18026	(2S)-Ethylmalonyl-CoA	5.672	5.672	0.0	60.0
C15815	C15815	4.17	4.17	0.0	50.0
C01921	Glycocholate	7.47543788333	7.475	0.0	70.0
C01367	3'-AMP	-7.7005672701	0.0	-7.701	70.0
C01209	Malonyl-[acyl-carrier_protein]	7.06040389106	7.06	0.0	70.0
C00219	Arachidonate	5.087	5.087	0.0	60.0
C02492	1,4-beta-D-Mannan	-9.40552499373	4.954	-9.47	80.0
C00217	D-Glutamate	6.72792808646	7.026	-4.605	70.0
C00214	Thymidine	-8.73676336983	0.0	-8.737	80.0
C01168	Pseudouridine_5'-phosphate	-8.401	0.0	-8.401	80.0
C00212	Adenosine	8.24339203346	8.297	-3.524	80.0
C01368	3'-UMP	-7.7005672701	0.0	-7.701	70.0
C00606	3-Sulfino-L-alanine	-7.13992268403	5.481	-7.537	70.0
C05840	Iminoaspartate	4.70049163996	5.17	-3.322	50.0
C05841	Nicotinate_D-ribonucleoside	8.9702895663	8.97	0.0	80.0
C00035	GDP	-9.93387180415	5.997	-10.025	90.0
C05844	5-L-Glutamyl-taurine	-5.044	0.0	-5.044	60.0
C00033	Acetate	10.1649592463	10.176	-3.184	90.0
C00031	D-Glucose	7.69337643731	7.786	-3.773	70.0
C00137	myo-Inositol	-9.45120215144	0.0	-9.451	80.0
C11539	Cobalt-precorrin_3	3.907	3.907	0.0	50.0
C00135	L-Histidine	8.02624267028	8.026	0.0	80.0
C00134	Putrescine	-8.08970760864	4.392	-8.197	80.0
C00133	D-Alanine	11.1230285497	11.306	-8.237	90.0
C00132	Methanol	5.322	5.322	0.0	60.0
C00131	dATP	9.90048370043	9.944	-4.857	90.0
C00130	IMP	-7.49102039799	1.772	-7.518	70.0
C05635	5-Hydroxyindoleacetate	-4.95411617433	0.0	-4.954	60.0
C05634	5-Hydroxyindoleacetaldehyde	4.95411617433	4.954	0.0	50.0
C01272	1D-myo-Inositol_1,3,4,5-tetrakisphosphate	4.7	4.7	0.0	50.0
C06113	L-Aspartyl-tRNA(Asn)	-9.31106066745	0.0	-9.311	80.0
C06112	L-Glutamyl-tRNA(Gln)	8.94539896642	8.982	-3.663	80.0
C00043	UDP-N-acetyl-alpha-D-glucosamine	-6.19583911266	4.624	-6.614	60.0
C00042	Succinate	8.0024883842	8.002	0.0	80.0
C00041	L-Alanine	-6.37254268244	5.923	-7.165	70.0
C00040	Acyl-CoA	8.73086700448	8.731	0.0	80.0
C00047	L-Lysine	8.6575254055	8.729	-4.358	80.0
C00046	RNA	-9.65512146444	0.0	-9.655	90.0
C00044	GTP	-10.0949465699	0.0	-10.095	90.0
C05818	2-Demethylmenaquinone	-8.4841692028	0.0	-8.484	80.0
C00049	L-Aspartate	-6.36298141818	5.596	-7.03	70.0
C00048	Glyoxylate	-4.35660791402	3.658	-5.049	50.0
C02642	3-Ureidopropionate	-5.12909680407	0.0	-5.129	60.0
C05399	Melibiitol	10.7212349383	10.721	0.0	90.0
C06481	L-Seryl-tRNA(Sec)	-10.0222140541	0.0	-10.022	90.0
C20440	alpha-D-Ribose_1,2-cyclic_phosphate_5-phosphate	7.68661931134	7.687	0.0	70.0
C06482	L-Selenocysteinyl-tRNA(Sec)	-2.322	0.0	-2.322	50.0
C14899	3-Dehydro-L-gulonate_6-phosphate	-4.392	0.0	-4.392	50.0
C04236	(2S)-2-Isopropyl-3-oxosuccinate	-2.322	0.0	-2.322	50.0
C04230	1-Acyl-sn-glycero-3-phosphocholine	-5.087	0.0	-5.087	60.0
C00104	IDP	9.73829281669	9.738	0.0	90.0
C04233	2-Acyl-sn-glycero-3-phosphocholine	-5.087	0.0	-5.087	60.0
C01101	L-Ribulose_5-phosphate	5.73572547002	5.736	0.0	60.0
C01100	L-Histidinol_phosphate	6.17678601781	6.177	0.0	60.0
C01103	Orotidine_5'-phosphate	-4.77302007171	3.115	-5.17	50.0
C04462	N-Succinyl-2-L-amino-6-oxoheptanedioate	-5.661	0.0	-5.661	60.0
C01107	(R)-5-Phosphomevalonate	-4.907	0.0	-4.907	60.0
C12739	5'-Deoxy-5-fluorouridine	-6.4591633966	0.0	-6.459	70.0
C05640	Cinnavalininate	-5.322	0.0	-5.322	60.0
C05125	2-(alpha-Hydroxyethyl)thiamine_diphosphate	7.94853528035	7.961	-1.1	70.0
C05122	Taurocholate	7.47543788333	7.475	0.0	70.0
C01131	L-Rhamnulose_1-phosphate	4.7	4.7	0.0	50.0
C03680	4-Imidazolone-5-propanoate	-3.459	0.0	-3.459	50.0
C03684	6-Pyruvoyltetrahydropterin	-5.83272534774	0.0	-5.833	60.0
C03090	5-Phosphoribosylamine	5.77067443083	6.237	-4.379	60.0
C04824	Lipid_X	2.0	2.0	0.0	50.0
C06416	Precorrin_5	-4.644	0.0	-4.644	50.0
C06002	(S)-Methylmalonate_semialdehyde	3.45920576925	3.907	-2.0	50.0
C06007	(R)-2,3-Dihydroxy-3-methylpentanoate	2.32254312851	4.577	-4.238	50.0
C06006	(S)-2-Aceto-2-hydroxybutanoate	-8.36682089639	5.149	-8.514	80.0
C01233	sn-Glycero-3-phosphoethanolamine	7.94289685523	7.943	0.0	70.0
C16565	Aminopropylcadaverine	-1.585	0.0	-1.585	50.0
C20422	alpha-D-Ribose_1-methylphosphonate_5-triphosphate	-2.00271169428	0.807	-0.585	50.0
C16255	[Dihydrolipoyllysine-residue_acetyltransferase]_S-acetyldihydrolipoyllysine	-10.4329249194	0.0	-10.433	90.0
C00954	Indole-3-acetate	-7.20306896188	0.0	-7.203	70.0
C00957	Mercaptopyruvate	11.8207714253	11.856	-6.484	90.0
C04302	N-(5-Phospho-D-ribosyl)anthranilate	5.52386858801	5.615	-1.585	60.0
C00058	Formate	11.7560688257	11.78	-5.839	90.0
C05345	beta-D-Fructose_6-phosphate	10.3935736316	10.428	-5.033	90.0
C00818	D-Glucarate	-4.32179825664	1.585	-4.523	50.0
C00424	(S)-Lactaldehyde	-6.45912862568	0.0	-6.459	70.0
C00429	5,6-Dihydrouracil	5.12909680407	5.129	0.0	60.0
C01037	7,8-Diaminononanoate	-4.03	0.0	-4.03	50.0
C00817	D-Altronate	0.585	0.585	0.0	50.0
C03451	(R)-S-Lactoylglutathione	8.10292675927	8.103	0.0	80.0
C06399	Hydrogenobyrinate	-4.248	0.0	-4.248	50.0
C05223	Dodecanoyl-[acyl-carrier_protein]	-6.70974276901	6.772	-7.741	70.0
C05466	Glycochenodeoxycholate	7.47543788333	7.475	0.0	70.0
C00037	Glycine	10.4681846331	10.47	-0.619	90.0
C15809	Iminoglycine	4.39238706436	4.392	0.0	50.0
C16698	N-Acetylmuramic_acid_6-phosphate	-5.94238474922	0.0	-5.942	60.0
C11907	4,6-Dideoxy-4-oxo-dTDP-D-glucose	-6.95430776138	2.322	-7.011	70.0
C02512	3-Cyano-L-alanine	5.044	5.044	0.0	60.0
C00032	Heme	-7.895	0.0	-7.895	80.0
C05546	Protein_N6,N6,N6-trimethyl-L-lysine	9.669	9.669	0.0	90.0
C02693	(Indol-3-yl)acetamide	7.34	7.34	0.0	70.0
C00253	Nicotinate	-9.24432450766	0.0	-9.244	80.0
C00250	Pyridoxal	11.6215039701	11.622	0.0	90.0
C00251	Chorismate	1.73583862146	3.624	-3.17	50.0
C00256	(R)-Lactate	10.3145242091	10.315	0.0	90.0
C00257	D-Gluconic_acid	3.7	3.7	0.0	50.0
C05338	4-Hydroxyphenylacetyl-CoA	7.59222814289	7.592	0.0	70.0
C00255	Riboflavin	7.00005575363	7.384	-5.285	70.0
C05336	Selenomethionyl-tRNA(Met)	-9.56755663739	0.0	-9.568	90.0
C00392	Mannitol	8.49946212054	8.499	0.0	80.0
C00258	D-Glycerate	5.7738682593	5.919	-2.531	60.0
C05335	L-Selenomethionine	9.32199163762	9.322	0.0	80.0
C16596	5-Phenyl-1,3-oxazinane-2,4-dione	-11.4087469058	0.0	-11.409	90.0
C00395	Penicillin	7.34865821384	7.349	0.0	70.0
C16595	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one	11.4087469058	11.409	0.0	90.0
C01081	Thiamin_monophosphate	-6.08753556522	0.0	-6.088	60.0
C01083	alpha,alpha-Trehalose	8.49599856481	8.496	0.0	80.0
C00559	Deoxyadenosine	-7.70641886253	3.97	-7.811	70.0
C00558	D-Tagaturonate	-6.49143107062	0.0	-6.491	70.0
C00492	Raffinose	-8.75557852785	3.544	-8.794	80.0
C00136	Butanoyl-CoA	-12.1488973216	8.289	-12.245	90.0
C00555	4-Aminobutyraldehyde	4.95411617433	4.954	0.0	50.0
C00886	L-Alanyl-tRNA	-9.59957436819	0.0	-9.6	90.0
C00885	Isochorismate	5.9538391244	5.954	0.0	60.0
C00498	ADP-glucose	-9.31503297574	0.0	-9.315	80.0
C00499	Allantoate	8.08764902894	8.088	0.0	80.0
C00881	Deoxycytidine	5.78118358883	5.954	-2.807	60.0
C00880	D-Galactonate	4.907	4.907	0.0	50.0
C00078	L-Tryptophan	8.49967208622	8.596	-4.644	80.0
C00079	L-Phenylalanine	6.66745474544	6.796	-3.241	70.0
C00072	Ascorbate	7.83891411791	7.839	0.0	70.0
C00073	L-Methionine	5.87385746357	6.021	-2.655	60.0
C00071	Aldehyde	-11.3759326956	0.0	-11.376	90.0
C00077	L-Ornithine	5.81451014836	6.439	-4.931	60.0
C00074	Phosphoenolpyruvate	-9.37202049696	0.0	-9.372	80.0
C00075	UTP	10.0420997007	10.042	0.0	90.0
C03078	4-Guanidinobutanamide	7.34	7.34	0.0	70.0
C16186	L-Ascorbate_6-phosphate	-6.94243884058	0.0	-6.942	70.0
C06407	Precorrin_4	3.459	3.459	0.0	50.0
C00086	Urea	-7.349	0.0	-7.349	70.0
C02353	2',3'-Cyclic_AMP	7.7005672701	7.701	0.0	70.0
C00084	Acetaldehyde	-8.42303552172	8.757	-9.6	80.0
C02355	2',3'-Cyclic_UMP	7.7005672701	7.701	0.0	70.0
C02354	2',3'-Cyclic_CMP	7.7005672701	7.701	0.0	70.0
C00081	ITP	-6.33932191335	4.7	-6.741	70.0
C00080	H+	6.728	6.728	0.0	70.0
C04494	Guanosine_3'-diphosphate_5'-triphosphate	-8.019523008	3.322	-8.074	80.0
C03175	Shikimate_3-phosphate	-2.00019686253	3.0	-3.585	50.0
C00089	Sucrose	-9.37517069002	3.503	-9.4	80.0
C04646	6-Thioinosine-5'-monophosphate	6.10850175221	6.931	-5.728	60.0
C02218	Dehydroalanine	-9.27420728265	0.0	-9.274	80.0
C00671	(S)-3-Methyl-2-oxopentanoic_acid	9.5486589606	9.593	-4.531	90.0
C00672	2-Deoxy-D-ribose_1-phosphate	5.00008535498	6.19	-5.358	60.0
C00673	2-Deoxy-D-ribose_5-phosphate	-6.27618896964	6.2	-7.239	60.0
C01251	(R)-2-Hydroxybutane-1,2,4-tricarboxylate	-3.0	0.0	-3.0	50.0
C01250	N-Acetyl-L-glutamate_5-semialdehyde	0.0	0.678	-0.678	50.0
C00679	5-Dehydro-4-deoxy-D-glucarate	-3.322	0.0	-3.322	50.0
C05936	N4-Acetylaminobutanal	4.95411617433	4.954	0.0	50.0
C00106	Uracil	8.70692733487	8.788	-4.6	80.0
C05839	cis-beta-D-Glucosyl-2-hydroxycinnamate	7.276	7.276	0.0	70.0
C02067	Pseudouridine	8.401	8.401	0.0	80.0
C00105	UMP	6.21713064212	6.217	0.0	60.0
C20239	6-Carboxy-5,6,7,8-tetrahydropterin	-5.83272534774	0.0	-5.833	60.0
C00103	D-Glucose_1-phosphate	8.54219762881	8.738	-5.757	80.0
C00100	Propanoyl-CoA	-11.8360495799	5.087	-11.849	90.0
C00101	Tetrahydrofolate	6.95959036963	7.682	-6.339	70.0
C15556	L-3,4-Dihydroxybutan-2-one_4-phosphate	3.58502812455	3.585	0.0	50.0
C00108	Anthranilate	1.766	1.766	0.0	50.0
C00109	2-Oxobutanoate	6.67307567976	8.074	-7.387	70.0
C03287	L-Glutamyl_5-phosphate	6.34473818499	6.388	-1.322	60.0
C04702	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)	-5.97742035857	4.523	-6.426	60.0
C00363	dTDP	9.44675041703	9.502	-4.755	90.0
C05764	Hexadecanoyl-[acp]	-6.59900162079	6.87	-7.741	70.0
C06899	Chloral_hydrate	11.4087469058	11.409	0.0	90.0
C05761	Tetradecanoyl-[acp]	-6.81277770466	6.665	-7.741	70.0
C05760	trans-Tetradec-2-enoyl-[acp]	-7.39252334063	0.0	-7.393	70.0
C05763	trans-Hexadec-2-enoyl-[acp]	-7.39252334063	0.0	-7.393	70.0
