Compound_code	Metabolite_name	Importance_score	p_value
C04186	5-Carboxymethyl-2-hydroxymuconate	-6.285	<0.05
C07645	Aldophosphamide	9.367	n.s.
C07648	Thioguanine	8.622	n.s.
C07649	5-FU	11.195	<0.05
C02353	2',3'-Cyclic_AMP	8.243	n.s.
C00327	L-Citrulline	7.055	n.s.
C00692	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	-8.0	n.s.
C05268	(S)-Hydroxyhexanoyl-CoA	0.0	n.s.
C07836	D-glycero-beta-D-manno-Heptose_7-phosphate	0.0	n.s.
C05264	(S)-Hydroxydecanoyl-CoA	8.364	n.s.
C03232	3-Phosphonooxypyruvate	-9.844	n.s.
C05266	(S)-3-Hydroxyoctanoyl-CoA	0.0	n.s.
C07838	D-glycero-beta-D-manno-Heptose_1-phosphate	0.0	n.s.
C05260	(S)-3-Hydroxytetradecanoyl-CoA	0.0	n.s.
C05261	3-Oxotetradecanoyl-CoA	0.0	n.s.
C05262	(S)-3-Hydroxydodecanoyl-CoA	0.0	n.s.
C05263	3-Oxododecanoyl-CoA	0.0	n.s.
C14861	S-(2,2-Dichloro-1-hydroxy)ethyl_glutathione	-10.165	n.s.
C00269	CDP-diacylglycerol	-7.313	n.s.
C14863	2-(S-Glutathionyl)acetyl_glutathione	-10.165	n.s.
C14864	S-(2-Chloroacetyl)glutathione	-10.165	n.s.
C00507	L-Rhamnose	8.464	n.s.
C13624	Bisphenol_A	0.0	n.s.
C00263	L-Homoserine	0.0	n.s.
C00262	Hypoxanthine	9.248	n.s.
C13629	1,2-Bis(4-hydroxyphenyl)-2-propanol	0.0	n.s.
C16216	3-Oxostearoyl-CoA	11.413	<0.05
C00267	alpha-D-Glucose	7.013	n.s.
C00266	Glycolaldehyde	-10.081	n.s.
C00469	Ethanol	11.009	<0.05
C04640	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine	-8.539	n.s.
C00461	Chitin	0.0	n.s.
C00460	dUTP	0.0	n.s.
C00463	Indole	-8.711	n.s.
C03319	dTDP-6-deoxy-L-mannose	0.0	n.s.
C12835	2,5-Dichloro-4-oxohex-2-enedioate	0.0	n.s.
C12834	2,5-Dichloro-carboxymethylenebut-2-en-4-olide	0.0	n.s.
C00286	dGTP	-8.882	n.s.
C04742	(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate	-8.253	n.s.
C00283	Hydrogen_sulfide	4.621	n.s.
C16391	Trinitrotoluene	8.29	n.s.
C00320	Thiosulfate	0.0	n.s.
C12838	trans-4-Carboxymethylenebut-2-en-4-olide	9.101	n.s.
C00842	dTDP-glucose	-8.145	n.s.
C05427	Phytyl_diphosphate	7.622	n.s.
C01151	D-Ribose_1,5-bisphosphate	-6.687	n.s.
C01563	Carbamate	-9.602	n.s.
C04051	5-Amino-4-imidazolecarboxyamide	-8.488	n.s.
C04052	5-Carboxy-2-oxohept-3-enedioate	6.267	<0.05
C02262	D-Galactosamine	7.007	<0.05
C02265	D-Phenylalanine	7.248	n.s.
C05947	L-erythro-4-Hydroxyglutamate	0.0	n.s.
C15815	C15815	7.248	n.s.
C02191	Protoporphyrin	8.109	n.s.
C01367	3'-AMP	-8.243	n.s.
C11583	4-Glutathionyl_cyclophosphamide	-10.165	n.s.
C00219	Arachidonate	7.728	n.s.
C00601	Phenylacetaldehyde	5.555	n.s.
C00217	D-Glutamate	7.262	n.s.
C00214	Thymidine	-7.489	n.s.
C01168	Pseudouridine_5'-phosphate	-6.516	<0.05
C00212	Adenosine	2.874	n.s.
C13309	2-Phytyl-1,4-naphthoquinone	7.098	n.s.
C05840	Iminoaspartate	-5.392	n.s.
C06398	ADP-L-glycero-beta-D-manno-heptose	-9.358	n.s.
C00035	GDP	-9.649	n.s.
C00032	Heme	5.492	n.s.
C00033	Acetate	8.313	n.s.
C00031	D-Glucose	-9.88	<0.05
C00137	myo-Inositol	-9.53	n.s.
C00136	Butanoyl-CoA	-11.435	<0.05
C02814	Benzene-1,2,4-triol	-7.267	n.s.
C00134	Putrescine	-4.122	n.s.
C00133	D-Alanine	10.091	n.s.
C04043	3,4-Dihydroxyphenylacetaldehyde	-6.7	n.s.
C00131	dATP	-7.986	n.s.
C05931	N-Succinyl-L-glutamate	7.109	n.s.
C03221	2-trans-Dodecenoyl-CoA	-7.102	n.s.
C02723	N-Methylputrescine	6.7	n.s.
C06508	Adenosyl_cobinamide	8.017	n.s.
C05730	Glutathionylspermidine	0.0	n.s.
C00043	UDP-N-acetyl-alpha-D-glucosamine	-8.84	n.s.
C00042	Succinate	11.793	<0.05
C00041	L-Alanine	-9.644	n.s.
C00040	Acyl-CoA	8.763	n.s.
C00047	L-Lysine	8.57	n.s.
C00046	RNA	11.244	<0.05
C05280	cis,cis-3,6-Dodecadienoyl-CoA	8.044	n.s.
C00044	GTP	8.987	n.s.
C00793	D-Cysteine	8.418	n.s.
C00049	L-Aspartate	-11.605	<0.05
C00048	Glyoxylate	-9.379	n.s.
C02642	3-Ureidopropionate	-9.568	n.s.
C06481	L-Seryl-tRNA(Sec)	8.669	n.s.
C20440	alpha-D-Ribose_1,2-cyclic_phosphate_5-phosphate	2.322	n.s.
C06482	L-Selenocysteinyl-tRNA(Sec)	-8.669	n.s.
C14899	3-Dehydro-L-gulonate_6-phosphate	-8.375	n.s.
C04230	1-Acyl-sn-glycero-3-phosphocholine	-7.728	n.s.
C04233	2-Acyl-sn-glycero-3-phosphocholine	-7.728	n.s.
C01101	L-Ribulose_5-phosphate	-9.109	n.s.
C01100	L-Histidinol_phosphate	5.728	n.s.
C16217	3-Hydroxyoctadecanoyl-CoA	-11.413	<0.05
C04462	N-Succinyl-2-L-amino-6-oxoheptanedioate	-6.647	n.s.
C00666	LL-2,6-Diaminoheptanedioate	8.4	n.s.
C04756	O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine	0.0	n.s.
C14859	Chloroacetyl_chloride	10.165	n.s.
C05125	2-(alpha-Hydroxyethyl)thiamine_diphosphate	0.0	n.s.
C01209	Malonyl-[acyl-carrier_protein]	10.17	n.s.
C06001	(S)-3-Hydroxyisobutyrate	8.364	n.s.
C06000	(S)-3-Hydroxyisobutyryl-CoA	-8.364	n.s.
C06002	(S)-Methylmalonate_semialdehyde	-8.169	n.s.
C06007	(R)-2,3-Dihydroxy-3-methylpentanoate	8.224	n.s.
C06006	(S)-2-Aceto-2-hydroxybutanoate	-9.956	n.s.
C16565	Aminopropylcadaverine	-8.504	n.s.
C18216	4-Hydroxyphenyl-4-hydroxybenzoate	7.0	n.s.
C00957	Mercaptopyruvate	0.0	n.s.
C00603	(-)-Ureidoglycolate	-7.033	n.s.
C05345	beta-D-Fructose_6-phosphate	-7.072	n.s.
C00222	3-Oxopropanoate	6.071	n.s.
C00819	D-Glutamine	0.0	n.s.
C00221	beta-D-Glucose	-9.646	n.s.
C00429	5,6-Dihydrouracil	9.568	n.s.
C11472	D-glycero-beta-D-manno-Heptose_1,7-bisphosphate	0.0	n.s.
C01031	S-Formylglutathione	7.562	n.s.
C00817	D-Altronate	-6.231	n.s.
C03979	2-Dehydro-3-deoxy-L-rhamnonate	5.585	n.s.
C03451	(R)-S-Lactoylglutathione	7.877	n.s.
C00036	Oxaloacetate	8.5	n.s.
C05223	Dodecanoyl-[acyl-carrier_protein]	10.17	n.s.
C05841	Nicotinate_D-ribonucleoside	-8.454	n.s.
C15809	Iminoglycine	7.248	n.s.
C00380	Cytosine	0.0	n.s.
C03972	2,3,4,5-Tetrahydrodipicolinate	0.0	n.s.
C03912	(S)-1-Pyrroline-5-carboxylate	0.0	n.s.
C00253	Nicotinate	2.663	n.s.
C00250	Pyridoxal	-6.349	n.s.
C00251	Chorismate	-6.722	n.s.
C00256	(R)-Lactate	7.943	n.s.
C00257	D-Gluconic_acid	8.323	n.s.
C00254	Prephenate	0.0	n.s.
C00255	Riboflavin	8.7	n.s.
C00392	Mannitol	7.585	n.s.
C11278	Aflatoxin_B1exo-8,9-epoxide-GSH	-10.165	n.s.
C00259	L-Arabinose	9.982	n.s.
C05332	Phenethylamine	6.7	n.s.
C00395	Penicillin	7.476	n.s.
C16595	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one	7.435	n.s.
C01081	Thiamin_monophosphate	-7.14	n.s.
C01083	alpha,alpha-Trehalose	7.418	n.s.
C00559	Deoxyadenosine	2.874	n.s.
C00558	D-Tagaturonate	8.6	n.s.
C00492	Raffinose	0.0	n.s.
C16388	(6Z,9Z,12Z,15Z,18Z)-3-Hydroxytetracosapenta-6,9,12,15,18-enoyl-CoA	-8.364	n.s.
C16387	(2E,6Z,9Z,12Z,15Z,18Z)-Tetracosahexa-2,6,9,12,15,18-enoyl-CoA	8.364	n.s.
C00886	L-Alanyl-tRNA	-9.812	n.s.
C00885	Isochorismate	-5.087	n.s.
C01322	RX	10.165	n.s.
C00498	ADP-glucose	-5.86	n.s.
C00499	Allantoate	-6.943	n.s.
C00881	Deoxycytidine	-8.454	n.s.
C13634	2,3-Bis(4-hydroxyphenyl)-1,2-propanediol	-7.267	n.s.
C00078	L-Tryptophan	8.847	n.s.
C00079	L-Phenylalanine	-4.711	n.s.
C00072	Ascorbate	9.5	n.s.
C00073	L-Methionine	-8.079	n.s.
C00071	Aldehyde	-11.009	<0.05
C01944	Octanoyl-CoA	0.0	n.s.
C14857	1,1-Dichloroethylene_epoxide	10.165	n.s.
C00074	Phosphoenolpyruvate	-9.972	<0.05
C00075	UTP	8.484	n.s.
C14856	7,8-Dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene	-10.165	n.s.
C06397	ADP-D-glycero-beta-D-manno-heptose	8.079	n.s.
C16186	L-Ascorbate_6-phosphate	-8.165	n.s.
C00279	D-Erythrose_4-phosphate	8.048	n.s.
C02350	(S)(+)-Allantoin	8.304	n.s.
C00085	D-Fructose_6-phosphate	8.16	n.s.
C00084	Acetaldehyde	11.921	<0.05
C02355	2',3'-Cyclic_UMP	8.243	n.s.
C00082	L-Tyrosine	5.688	n.s.
C00081	ITP	7.044	n.s.
C01290	beta-D-Galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide	10.363	n.s.
C00160	Glycolate	-6.234	n.s.
C04494	Guanosine_3'-diphosphate_5'-triphosphate	9.685	n.s.
C00879	D-Galactarate	8.96	n.s.
C04642	2-Hydroxy-5-carboxymethylmuconate_semialdehyde	-4.248	n.s.
C00089	Sucrose	-12.392	<0.05
C00088	Nitrite	0.0	n.s.
C01888	Aminoacetone	6.7	n.s.
C00671	(S)-3-Methyl-2-oxopentanoic_acid	7.552	n.s.
C00672	2-Deoxy-D-ribose_1-phosphate	10.197	n.s.
C00673	2-Deoxy-D-ribose_5-phosphate	-9.674	n.s.
C01250	N-Acetyl-L-glutamate_5-semialdehyde	0.0	n.s.
C00679	5-Dehydro-4-deoxy-D-glucarate	9.728	n.s.
C00106	Uracil	-10.042	<0.05
C20373	3-Hydroxyglutaryl-[acp]_methyl_ester	-10.932	<0.05
C00104	IDP	7.508	n.s.
C00105	UMP	-5.973	n.s.
C00103	D-Glucose_1-phosphate	-9.038	n.s.
C00100	Propanoyl-CoA	-12.1	<0.05
C00101	Tetrahydrofolate	-8.761	n.s.
C15556	L-3,4-Dihydroxybutan-2-one_4-phosphate	-7.18	n.s.
C00109	2-Oxobutanoate	10.96	<0.05
C02987	L-Glutamyl-tRNA(Glu)	8.539	n.s.
C16200	Phenylboronic_acid	7.267	n.s.
C04706	cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide	9.101	n.s.
C01344	dIDP	7.508	n.s.
C04702	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)	7.484	n.s.
C05764	Hexadecanoyl-[acp]	10.17	n.s.
C06899	Chloral_hydrate	7.435	n.s.
C05761	Tetradecanoyl-[acp]	10.17	n.s.
C00009	Orthophosphate	-7.6	n.s.
C05763	trans-Hexadec-2-enoyl-[acp]	-9.594	n.s.
C03175	Shikimate_3-phosphate	-6.18	n.s.
C05600	2-Hydroxyhepta-2,4-dienedioate	-1.222	n.s.
C00361	dGDP	-7.112	n.s.
C05768	Coproporphyrinogen_I	-8.124	n.s.
C00173	Acyl-[acyl-carrier_protein]	-7.349	n.s.
C00170	5'-Methylthioadenosine	0.0	n.s.
C14805	1-Nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene	-10.165	n.s.
C02992	L-Threonyl-tRNA(Thr)	-11.493	<0.05
C00179	Agmatine	-6.592	n.s.
C00178	Thymine	-7.989	n.s.
C05938	L-4-Hydroxyglutamate_semialdehyde	8.299	n.s.
C02995	Maltose_6'-phosphate	-5.954	n.s.
C18239	Precursor_Z	5.426	n.s.
C03090	5-Phosphoribosylamine	8.807	n.s.
C06676	4-Sulfolactone	8.134	n.s.
C00168	Hydroxypyruvate	7.248	n.s.
C01079	Protoporphyrinogen_IX	-7.615	n.s.
C11437	1-Deoxy-D-xylulose_5-phosphate	4.044	n.s.
C18310	3-Chloro-2-methylmaleylacetate	-9.101	n.s.
C01179	3-(4-Hydroxyphenyl)pyruvate	0.0	n.s.
C04823	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole	-9.167	n.s.
C00475	Cytidine	-8.454	n.s.
C04824	Lipid_X	6.358	n.s.
C01170	UDP-N-acetyl-D-mannosamine	0.0	n.s.
C01172	beta-D-Glucose_6-phosphate	6.369	n.s.
C03393	4-Phospho-D-erythronate	-8.0	n.s.
C00473	Retinol	7.435	n.s.
C06178	1-Methylpyrrolinium	-6.7	n.s.
C00169	Carbamoyl_phosphate	0.0	n.s.
C14803	1-Nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene	-10.165	n.s.
C00526	Deoxyuridine	7.426	n.s.
C03892	Phosphatidylglycerophosphate	-9.322	n.s.
C00681	1-Acyl-sn-glycerol_3-phosphate	-8.44	n.s.
C00680	meso-2,6-Diaminoheptanedioate	-7.087	n.s.
C05279	trans,cis-Lauro-2,6-dienoyl-CoA	-8.044	n.s.
C14804	1-Nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene	-10.165	n.s.
C02839	L-Tyrosyl-tRNA(Tyr)	-9.342	n.s.
C05273	trans-Tetradec-2-enoyl-CoA	-7.102	n.s.
C05272	trans-Hexadec-2-enoyl-CoA	-6.966	n.s.
C05378	beta-D-Fructose_1,6-bisphosphate	7.745	n.s.
C00448	trans,trans-Farnesyl_diphosphate	7.592	n.s.
C05760	trans-Tetradec-2-enoyl-[acp]	-9.594	n.s.
C05276	trans-Oct-2-enoyl-CoA	-7.102	n.s.
C05275	trans-Dec-2-enoyl-CoA	-7.102	n.s.
C02554	L-Valyl-tRNA(Val)	-8.379	n.s.
C01267	3-(Imidazol-4-yl)-2-oxopropyl_phosphate	-4.446	n.s.
C00514	D-Mannonate	2.663	n.s.
C16220	3-Hydroxyoctadecanoyl-[acp]	-10.932	<0.05
C00921	Dihydropteroate	-5.129	n.s.
C14874	Glutathione_episulfonium_ion	-10.165	n.s.
C14871	S-(Formylmethyl)glutathione	-10.165	n.s.
C14870	2-Bromoacetaldehyde	10.165	n.s.
C00458	dCTP	-9.343	n.s.
C04895	7,8-Dihydroneopterin_3'-triphosphate	-8.707	n.s.
C04896	5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide	-7.983	n.s.
C12621	trans-3-Hydroxycinnamate	7.18	n.s.
C12623	trans-2,3-Dihydroxycinnamate	-7.18	n.s.
C00455	Nicotinamide_D-ribonucleotide	8.454	n.s.
C15973	Enzyme_N6-(dihydrolipoyl)lysine	9.852	n.s.
C00330	Deoxyguanosine	5.497	n.s.
C00332	Acetoacetyl-CoA	1.115	n.s.
C00334	4-Aminobutanoate	-5.807	n.s.
C04121	CMP-3-deoxy-D-manno-octulosonate	-6.88	n.s.
C00299	Uridine	10.962	<0.05
C00636	D-Mannose_1-phosphate	0.0	n.s.
C00631	2-Phospho-D-glycerate	0.0	n.s.
C05974	2-Acyl-sn-glycero-3-phosphoserine	-7.728	n.s.
C04044	3-(2,3-Dihydroxyphenyl)propanoate	-7.18	n.s.
C00638	Long-chain_fatty_acid	7.349	n.s.
C05973	2-Acyl-sn-glycero-3-phosphoethanolamine	-5.644	n.s.
C16221	(2E)-Octadecenoyl-[acp]	-9.594	n.s.
C00208	Maltose	-7.618	n.s.
C00204	2-Dehydro-3-deoxy-D-gluconate	3.773	n.s.
C01213	(R)-Methylmalonyl-CoA	8.308	n.s.
C00206	dADP	-7.112	n.s.
C07490	Trichloroethanol	-7.435	n.s.
C12248	5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate	-6.392	<0.05
C00025	L-Glutamate	-4.442	n.s.
C00024	Acetyl-CoA	-10.163	<0.05
C00148	L-Proline	4.524	n.s.
C00149	(S)-Malate	2.104	n.s.
C00020	AMP	4.205	n.s.
C00022	Pyruvate	9.626	<0.05
C16615	6-Methylthiopurine_5'-monophosphate_ribonucleotide	-8.622	n.s.
C00140	N-Acetyl-D-glucosamine	8.219	n.s.
C00141	3-Methyl-2-oxobutanoic_acid	6.744	n.s.
C00146	Phenol	-7.267	n.s.
C00147	Adenine	-5.375	n.s.
C05998	3-Hydroxyisovaleryl-CoA	8.364	n.s.
C11434	2-C-Methyl-D-erythritol_4-phosphate	0.0	n.s.
C05807	2-Polyprenylphenol	8.555	n.s.
C05729	R-S-Cysteinylglycine	9.22	n.s.
C04631	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine	-5.99	n.s.
C04633	(3R)-3-Hydroxypalmitoyl-[acyl-carrier_protein]	-10.517	<0.05
C02737	Phosphatidylserine	-6.229	n.s.
C04635	1-(1-Alkenyl)-sn-glycero-3-phosphoethanolamine	0.0	n.s.
C00312	L-Xylulose	8.257	n.s.
C02739	1-(5-Phospho-D-ribosyl)-ATP	7.983	n.s.
C00647	Pyridoxamine_phosphate	0.0	n.s.
C05726	S-Substituted_L-cysteine	-9.22	n.s.
C02354	2',3'-Cyclic_CMP	8.243	n.s.
C00705	dCDP	-5.011	n.s.
C11821	5-Hydroxyisourate	6.392	<0.05
C02320	R-S-Glutathione	-10.165	n.s.
C06473	2-Keto-D-gluconic_acid	0.0	n.s.
C00314	Pyridoxine	-6.759	n.s.
C12455	5-Aminopentanal	-6.7	n.s.
C04225	(Z)-But-2-ene-1,2,3-tricarboxylate	10.226	<0.05
C05593	3-Hydroxyphenylacetate	6.524	<0.05
C02225	2-Methylcitrate	1.0	n.s.
C00750	Spermine	0.0	n.s.
C04752	2-Methyl-4-amino-5-hydroxymethylpyrimidine_diphosphate	7.14	n.s.
C04751	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate	9.167	n.s.
C01134	Pantetheine_4'-phosphate	-7.629	n.s.
C01137	S-Adenosylmethioninamine	0.0	n.s.
C01131	L-Rhamnulose_1-phosphate	-6.989	n.s.
C01132	N-Acetyl-D-galactosamine	7.203	<0.05
C11946	cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA	8.364	n.s.
C06037	Digalactosyl-diacylglycerol	12.443	<0.05
C03512	L-Tryptophanyl-tRNA(Trp)	-8.972	n.s.
C05901	Piceatannol	-7.267	n.s.
